date,MDB,isPartial
2008-08-03,55,False
2008-08-04,73,False
2008-08-05,65,False
2008-08-06,70,False
2008-08-07,81,False
2008-08-08,73,False
2008-08-09,46,False
2008-08-10,49,False
2008-08-11,77,False
2008-08-12,89,False
2008-08-13,71,False
2008-08-14,74,False
2008-08-15,72,False
2008-08-16,50,False
2008-08-17,64,False
2008-08-18,60,False
2008-08-19,86,False
2008-08-20,83,False
2008-08-21,73,False
2008-08-22,94,False
2008-08-23,55,False
2008-08-24,39,False
2008-08-25,70,False
2008-08-26,83,False
2008-08-27,94,False
2008-08-28,88,False
2008-08-29,75,False
2008-08-30,52,False
2008-08-31,47,False
2008-09-01,84,False
2008-09-02,72,False
2008-09-03,77,False
2008-09-04,81,False
2008-09-05,79,False
2008-09-06,52,False
2008-09-07,42,False
2008-09-08,72,False
2008-09-09,86,False
2008-09-10,71,False
2008-09-11,87,False
2008-09-12,86,False
2008-09-13,55,False
2008-09-14,48,False
2008-09-15,67,False
2008-09-16,78,False
2008-09-17,69,False
2008-09-18,92,False
2008-09-19,71,False
2008-09-20,52,False
2008-09-21,42,False
2008-09-22,80,False
2008-09-23,85,False
2008-09-24,81,False
2008-09-25,81,False
2008-09-26,84,False
2008-09-27,48,False
2008-09-28,40,False
2008-09-29,74,False
2008-09-30,68,False
2008-10-01,64,False
2008-10-02,83,False
2008-10-03,52,False
2008-10-04,41,False
2008-10-05,49,False
2008-10-06,75,False
2008-10-07,76,False
2008-10-08,65,False
2008-10-09,90,False
2008-10-10,80,False
2008-10-11,59,False
2008-10-12,30,False
2008-10-13,67,False
2008-10-14,94,False
2008-10-15,79,False
2008-10-16,97,False
2008-10-17,84,False
2008-10-18,36,False
2008-10-19,54,False
2008-10-20,88,False
2008-10-21,73,False
2008-10-22,81,False
2008-10-23,69,False
2008-10-24,64,False
2008-10-25,55,False
2008-10-26,57,False
2008-10-27,69,False
2008-10-28,77,False
2008-10-29,71,False
2008-10-30,83,False
2008-10-31,100,False
2008-11-01,53,False
2008-11-02,46,False
2008-11-03,60,False
2008-11-04,83,False
2008-11-05,64,False
2008-11-06,73,False
2008-11-07,89,False
2008-11-08,44,False
2008-11-09,47,False
2008-11-10,71,False
2008-11-11,75,False
2008-11-12,78,False
2008-11-13,77,False
2008-11-14,82,False
2008-11-15,48,False
2008-11-16,60,False
2008-11-17,82,False
2008-11-18,76,False
2008-11-19,85,False
2008-11-20,79,False
2008-11-21,81,False
2008-11-22,55,False
2008-11-23,47,False
2008-11-24,61,False
2008-11-25,87,False
2008-11-26,83,False
2008-11-27,81,False
2008-11-28,75,False
2008-11-29,53,False
2008-11-30,59,False
2008-12-01,77,False
2008-12-02,73,False
2008-12-03,77,False
2008-12-04,81,False
2008-12-05,62,False
2008-12-06,42,False
2008-12-07,46,False
2008-12-08,61,False
2008-12-09,71,False
2008-12-10,79,False
2008-12-11,86,False
2008-12-12,63,False
2008-12-13,52,False
2008-12-14,43,False
2008-12-15,77,False
2008-12-16,81,False
2008-12-17,85,False
2008-12-18,72,False
2008-12-19,68,False
2008-12-20,49,False
2008-12-21,42,False
2008-12-22,73,False
2008-12-23,55,False
2008-12-24,54,False
2008-12-25,65,False
2008-12-26,42,False
2008-12-27,48,False
2008-12-28,43,False
2008-12-29,63,False
2008-12-30,46,False
2008-12-31,58,False
2009-01-01,62,False
2009-01-02,58,False
2009-01-03,56,False
2009-01-04,50,False
2009-01-05,70,False
2009-01-06,65,False
2009-01-07,83,False
2009-01-08,82,False
2009-01-09,73,False
2009-01-10,53,False
2009-01-11,53,False
2009-01-12,67,False
2009-01-13,86,False
2009-01-14,85,False
2009-01-15,90,False
2009-01-16,79,False
2009-01-17,54,False
2009-01-18,61,False
2009-01-19,95,False
2009-01-20,85,False
2009-01-21,79,False
2009-01-22,77,False
2009-01-23,77,False
2009-01-24,62,False
2009-01-25,55,False
2009-01-26,89,False
2009-01-27,76,False
2009-01-28,79,False
2009-01-29,82,False
2009-01-30,66,False
2009-01-31,61,False
2009-02-01,52,False
2009-02-02,79,False
2009-02-03,87,False
2009-02-04,77,False
2009-02-05,88,False
2009-02-06,77,False
2009-02-07,54,False
2009-02-08,59,False
2009-02-09,77,False
2009-02-10,79,False
2009-02-11,96,False
2009-02-12,96,False
2009-02-13,83,False
2009-02-14,58,False
2009-02-15,57,False
2009-02-16,84,False
2009-02-17,75,False
2009-02-18,84,False
2009-02-19,94,False
2009-02-20,62,False
2009-02-21,58,False
2009-02-22,49,False
2009-02-23,83,False
2009-02-24,81,False
2009-02-25,83,False
2009-02-26,83,False
2009-02-27,82,False
2009-02-28,55,False
2009-03-01,64,False
2009-03-02,86,False
2009-03-03,92,False
2009-03-04,95,False
2009-03-05,91,False
2009-03-06,78,False
2009-03-07,61,False
2009-03-08,67,False
2009-03-09,90,False
2009-03-10,83,False
2009-03-11,100,False
2009-03-12,89,False
2009-03-13,75,False
2009-03-14,47,False
2009-03-15,73,False
2009-03-16,87,False
2009-03-17,80,False
2009-03-18,72,False
2009-03-19,84,False
2009-03-20,66,False
2009-03-21,55,False
2009-03-22,61,False
2009-03-23,75,False
2009-03-24,80,False
2009-03-25,80,False
2009-03-26,82,False
2009-03-27,83,False
2009-03-28,49,False
2009-03-29,62,False
2009-03-30,73,False
2009-03-31,90,False
2009-04-01,79,False
2009-04-02,90,False
2009-04-03,72,False
2009-04-04,54,False
2009-04-05,41,False
2009-04-06,82,False
2009-04-07,95,False
2009-04-08,72,False
2009-04-09,81,False
2009-04-10,68,False
2009-04-11,46,False
2009-04-12,51,False
2009-04-13,78,False
2009-04-14,78,False
2009-04-15,80,False
2009-04-16,93,False
2009-04-17,84,False
2009-04-18,53,False
2009-04-19,45,False
2009-04-20,84,False
2009-04-21,87,False
2009-04-22,94,False
2009-04-23,79,False
2009-04-24,92,False
2009-04-25,55,False
2009-04-26,50,False
2009-04-27,75,False
2009-04-28,94,False
2009-04-29,61,False
2009-04-30,79,False
2009-05-01,57,False
2009-05-02,54,False
2009-05-03,60,False
2009-05-04,71,False
2009-05-05,67,False
2009-05-06,82,False
2009-05-07,81,False
2009-05-08,63,False
2009-05-09,61,False
2009-05-10,55,False
2009-05-11,78,False
2009-05-12,86,False
2009-05-13,80,False
2009-05-14,80,False
2009-05-15,67,False
2009-05-16,59,False
2009-05-17,47,False
2009-05-18,70,False
2009-05-19,89,False
2009-05-20,81,False
2009-05-21,62,False
2009-05-22,75,False
2009-05-23,72,False
2009-05-24,43,False
2009-05-25,70,False
2009-05-26,81,False
2009-05-27,79,False
2009-05-28,66,False
2009-05-29,76,False
2009-05-30,35,False
2009-05-31,46,False
2009-06-01,68,False
2009-06-02,63,False
2009-06-03,83,False
2009-06-04,79,False
2009-06-05,76,False
2009-06-06,53,False
2009-06-07,57,False
2009-06-08,66,False
2009-06-09,91,False
2009-06-10,68,False
2009-06-11,77,False
2009-06-12,72,False
2009-06-13,51,False
2009-06-14,49,False
2009-06-15,71,False
2009-06-16,69,False
2009-06-17,71,False
2009-06-18,77,False
2009-06-19,72,False
2009-06-20,67,False
2009-06-21,52,False
2009-06-22,68,False
2009-06-23,83,False
2009-06-24,79,False
2009-06-25,68,False
2009-06-26,81,False
2009-06-27,55,False
2009-06-28,41,False
2009-06-29,91,False
2009-06-30,82,False
2009-07-01,61,False
2009-07-02,65,False
2009-07-03,58,False
2009-07-04,42,False
2009-07-05,43,False
2009-07-06,63,False
2009-07-07,67,False
2009-07-08,57,False
2009-07-09,67,False
2009-07-10,66,False
2009-07-11,41,False
2009-07-12,39,False
2009-07-13,70,False
2009-07-14,72,False
2009-07-15,71,False
2009-07-16,58,False
2009-07-17,57,False
2009-07-18,41,False
2009-07-19,47,False
2009-07-20,61,False
2009-07-21,68,False
2009-07-22,76,False
2009-07-23,67,False
2009-07-24,67,False
2009-07-25,41,False
2009-07-26,44,False
2009-07-27,58,False
2009-07-28,68,False
2009-07-29,73,False
2009-07-30,66,False
2009-07-31,62,False
2009-08-01,34,False
2009-08-02,45,False
2009-08-03,57,False
2009-08-04,64,False
2009-08-05,63,False
2009-08-06,66,False
2009-08-07,59,False
2009-08-08,58,False
2009-08-09,45,False
2009-08-10,57,False
2009-08-11,64,False
2009-08-12,62,False
2009-08-13,72,False
2009-08-14,50,False
2009-08-15,42,False
2009-08-16,42,False
2009-08-17,59,False
2009-08-18,66,False
2009-08-19,65,False
2009-08-20,62,False
2009-08-21,60,False
2009-08-22,37,False
2009-08-23,55,False
2009-08-24,64,False
2009-08-25,60,False
2009-08-26,64,False
2009-08-27,62,False
2009-08-28,63,False
2009-08-29,38,False
2009-08-30,37,False
2009-08-31,67,False
2009-09-01,76,False
2009-09-02,69,False
2009-09-03,58,False
2009-09-04,65,False
2009-09-05,49,False
2009-09-06,39,False
2009-09-07,67,False
2009-09-08,62,False
2009-09-09,68,False
2009-09-10,82,False
2009-09-11,70,False
2009-09-12,40,False
2009-09-13,46,False
2009-09-14,64,False
2009-09-15,73,False
2009-09-16,61,False
2009-09-17,70,False
2009-09-18,60,False
2009-09-19,44,False
2009-09-20,45,False
2009-09-21,73,False
2009-09-22,63,False
2009-09-23,58,False
2009-09-24,68,False
2009-09-25,69,False
2009-09-26,40,False
2009-09-27,68,False
2009-09-28,100,False
2009-09-29,71,False
2009-09-30,68,False
2009-10-01,69,False
2009-10-02,63,False
2009-10-03,46,False
2009-10-04,44,False
2009-10-05,59,False
2009-10-06,67,False
2009-10-07,79,False
2009-10-08,50,False
2009-10-09,59,False
2009-10-10,50,False
2009-10-11,45,False
2009-10-12,50,False
2009-10-13,62,False
2009-10-14,64,False
2009-10-15,60,False
2009-10-16,54,False
2009-10-17,39,False
2009-10-18,30,False
2009-10-19,65,False
2009-10-20,55,False
2009-10-21,51,False
2009-10-22,57,False
2009-10-23,71,False
2009-10-24,48,False
2009-10-25,44,False
2009-10-26,68,False
2009-10-27,68,False
2009-10-28,73,False
2009-10-29,79,False
2009-10-30,59,False
2009-10-31,42,False
2009-11-01,28,False
2009-11-02,67,False
2009-11-03,65,False
2009-11-04,67,False
2009-11-05,61,False
2009-11-06,57,False
2009-11-07,32,False
2009-11-08,32,False
2009-11-09,56,False
2009-11-10,64,False
2009-11-11,64,False
2009-11-12,64,False
2009-11-13,80,False
2009-11-14,43,False
2009-11-15,37,False
2009-11-16,65,False
2009-11-17,61,False
2009-11-18,76,False
2009-11-19,67,False
2009-11-20,59,False
2009-11-21,49,False
2009-11-22,39,False
2009-11-23,66,False
2009-11-24,66,False
2009-11-25,66,False
2009-11-26,66,False
2009-11-27,65,False
2009-11-28,48,False
2009-11-29,38,False
2009-11-30,69,False
2009-12-01,61,False
2009-12-02,58,False
2009-12-03,64,False
2009-12-04,59,False
2009-12-05,33,False
2009-12-06,44,False
2009-12-07,63,False
2009-12-08,57,False
2009-12-09,66,False
2009-12-10,58,False
2009-12-11,62,False
2009-12-12,43,False
2009-12-13,39,False
2009-12-14,62,False
2009-12-15,63,False
2009-12-16,57,False
2009-12-17,58,False
2009-12-18,59,False
2009-12-19,37,False
2009-12-20,39,False
2009-12-21,48,False
2009-12-22,62,False
2009-12-23,51,False
2009-12-24,40,False
2009-12-25,62,False
2009-12-26,41,False
2009-12-27,48,False
2009-12-28,49,False
2009-12-29,58,False
2009-12-30,59,False
2009-12-31,34,False
2010-01-01,44,False
2010-01-02,37,False
2010-01-03,56,False
2010-01-04,72,False
2010-01-05,72,False
2010-01-06,77,False
2010-01-07,78,False
2010-01-08,70,False
2010-01-09,63,False
2010-01-10,53,False
2010-01-11,83,False
2010-01-12,83,False
2010-01-13,93,False
2010-01-14,94,False
2010-01-15,83,False
2010-01-16,57,False
2010-01-17,60,False
2010-01-18,96,False
2010-01-19,86,False
2010-01-20,94,False
2010-01-21,88,False
2010-01-22,83,False
2010-01-23,43,False
2010-01-24,56,False
2010-01-25,83,False
2010-01-26,79,False
2010-01-27,80,False
2010-01-28,83,False
2010-01-29,82,False
2010-01-30,60,False
2010-01-31,57,False
2010-02-01,94,False
2010-02-02,87,False
2010-02-03,84,False
2010-02-04,86,False
2010-02-05,83,False
2010-02-06,48,False
2010-02-07,50,False
2010-02-08,85,False
2010-02-09,87,False
2010-02-10,85,False
2010-02-11,81,False
2010-02-12,82,False
2010-02-13,40,False
2010-02-14,48,False
2010-02-15,71,False
2010-02-16,74,False
2010-02-17,77,False
2010-02-18,90,False
2010-02-19,73,False
2010-02-20,50,False
2010-02-21,51,False
2010-02-22,80,False
2010-02-23,96,False
2010-02-24,90,False
2010-02-25,85,False
2010-02-26,88,False
2010-02-27,55,False
2010-02-28,57,False
2010-03-01,79,False
2010-03-02,93,False
2010-03-03,100,False
2010-03-04,85,False
2010-03-05,90,False
2010-03-06,43,False
2010-03-07,55,False
2010-03-08,86,False
2010-03-09,89,False
2010-03-10,86,False
2010-03-11,83,False
2010-03-12,80,False
2010-03-13,44,False
2010-03-14,41,False
2010-03-15,84,False
2010-03-16,90,False
2010-03-17,86,False
2010-03-18,73,False
2010-03-19,89,False
2010-03-20,55,False
2010-03-21,52,False
2010-03-22,75,False
2010-03-23,84,False
2010-03-24,76,False
2010-03-25,90,False
2010-03-26,81,False
2010-03-27,40,False
2010-03-28,62,False
2010-03-29,75,False
2010-03-30,83,False
2010-03-31,82,False
2010-04-01,79,False
2010-04-02,79,False
2010-04-03,52,False
2010-04-04,44,False
2010-04-05,68,False
2010-04-06,82,False
2010-04-07,82,False
2010-04-08,72,False
2010-04-09,65,False
2010-04-10,49,False
2010-04-11,39,False
2010-04-12,83,False
2010-04-13,84,False
2010-04-14,92,False
2010-04-15,89,False
2010-04-16,80,False
2010-04-17,49,False
2010-04-18,46,False
2010-04-19,73,False
2010-04-20,87,False
2010-04-21,84,False
2010-04-22,79,False
2010-04-23,74,False
2010-04-24,49,False
2010-04-25,50,False
2010-04-26,88,False
2010-04-27,86,False
2010-04-28,73,False
2010-04-29,83,False
2010-04-30,71,False
2010-05-01,58,False
2010-05-02,61,False
2010-05-03,60,False
2010-05-04,68,False
2010-05-05,73,False
2010-05-06,74,False
2010-05-07,73,False
2010-05-08,40,False
2010-05-09,49,False
2010-05-10,81,False
2010-05-11,79,False
2010-05-12,97,False
2010-05-13,84,False
2010-05-14,76,False
2010-05-15,57,False
2010-05-16,59,False
2010-05-17,73,False
2010-05-18,90,False
2010-05-19,95,False
2010-05-20,79,False
2010-05-21,87,False
2010-05-22,45,False
2010-05-23,45,False
2010-05-24,77,False
2010-05-25,79,False
2010-05-26,83,False
2010-05-27,75,False
2010-05-28,79,False
2010-05-29,52,False
2010-05-30,46,False
2010-05-31,71,False
2010-06-01,82,False
2010-06-02,75,False
2010-06-03,71,False
2010-06-04,76,False
2010-06-05,42,False
2010-06-06,50,False
2010-06-07,80,False
2010-06-08,81,False
2010-06-09,79,False
2010-06-10,75,False
2010-06-11,73,False
2010-06-12,44,False
2010-06-13,55,False
2010-06-14,76,False
2010-06-15,70,False
2010-06-16,79,False
2010-06-17,82,False
2010-06-18,67,False
2010-06-19,49,False
2010-06-20,52,False
2010-06-21,81,False
2010-06-22,77,False
2010-06-23,79,False
2010-06-24,78,False
2010-06-25,65,False
2010-06-26,44,False
2010-06-27,49,False
2010-06-28,73,False
2010-06-29,77,False
2010-06-30,77,False
2010-07-01,72,False
2010-07-02,68,False
2010-07-03,42,False
2010-07-04,60,False
2010-07-05,76,False
2010-07-06,87,False
2010-07-07,100,False
2010-07-08,92,False
2010-07-09,87,False
2010-07-10,38,False
2010-07-11,52,False
2010-07-12,78,False
2010-07-13,88,False
2010-07-14,90,False
2010-07-15,90,False
2010-07-16,85,False
2010-07-17,54,False
2010-07-18,58,False
2010-07-19,90,False
2010-07-20,81,False
2010-07-21,91,False
2010-07-22,89,False
2010-07-23,70,False
2010-07-24,50,False
2010-07-25,58,False
2010-07-26,93,False
2010-07-27,87,False
2010-07-28,88,False
2010-07-29,84,False
2010-07-30,75,False
2010-07-31,54,False
2010-08-01,53,False
2010-08-02,67,False
2010-08-03,86,False
2010-08-04,76,False
2010-08-05,95,False
2010-08-06,73,False
2010-08-07,55,False
2010-08-08,50,False
2010-08-09,84,False
2010-08-10,76,False
2010-08-11,75,False
2010-08-12,69,False
2010-08-13,83,False
2010-08-14,50,False
2010-08-15,49,False
2010-08-16,76,False
2010-08-17,71,False
2010-08-18,81,False
2010-08-19,79,False
2010-08-20,85,False
2010-08-21,53,False
2010-08-22,44,False
2010-08-23,82,False
2010-08-24,75,False
2010-08-25,83,False
2010-08-26,75,False
2010-08-27,72,False
2010-08-28,50,False
2010-08-29,50,False
2010-08-30,85,False
2010-08-31,75,False
2010-09-01,80,False
2010-09-02,77,False
2010-09-03,75,False
2010-09-04,50,False
2010-09-05,60,False
2010-09-06,88,False
2010-09-07,70,False
2010-09-08,80,False
2010-09-09,85,False
2010-09-10,74,False
2010-09-11,54,False
2010-09-12,50,False
2010-09-13,78,False
2010-09-14,91,False
2010-09-15,78,False
2010-09-16,95,False
2010-09-17,81,False
2010-09-18,50,False
2010-09-19,50,False
2010-09-20,80,False
2010-09-21,87,False
2010-09-22,71,False
2010-09-23,74,False
2010-09-24,76,False
2010-09-25,45,False
2010-09-26,52,False
2010-09-27,82,False
2010-09-28,89,False
2010-09-29,74,False
2010-09-30,85,False
2010-10-01,83,False
2010-10-02,48,False
2010-10-03,57,False
2010-10-04,77,False
2010-10-05,90,False
2010-10-06,90,False
2010-10-07,86,False
2010-10-08,85,False
2010-10-09,52,False
2010-10-10,59,False
2010-10-11,75,False
2010-10-12,88,False
2010-10-13,76,False
2010-10-14,97,False
2010-10-15,85,False
2010-10-16,54,False
2010-10-17,47,False
2010-10-18,87,False
2010-10-19,83,False
2010-10-20,90,False
2010-10-21,85,False
2010-10-22,64,False
2010-10-23,47,False
2010-10-24,50,False
2010-10-25,84,False
2010-10-26,90,False
2010-10-27,79,False
2010-10-28,98,False
2010-10-29,77,False
2010-10-30,51,False
2010-10-31,55,False
2010-11-01,83,False
2010-11-02,75,False
2010-11-03,75,False
2010-11-04,81,False
2010-11-05,77,False
2010-11-06,50,False
2010-11-07,59,False
2010-11-08,88,False
2010-11-09,79,False
2010-11-10,90,False
2010-11-11,80,False
2010-11-12,81,False
2010-11-13,64,False
2010-11-14,35,False
2010-11-15,82,False
2010-11-16,90,False
2010-11-17,79,False
2010-11-18,70,False
2010-11-19,76,False
2010-11-20,50,False
2010-11-21,49,False
2010-11-22,83,False
2010-11-23,69,False
2010-11-24,81,False
2010-11-25,81,False
2010-11-26,74,False
2010-11-27,56,False
2010-11-28,44,False
2010-11-29,75,False
2010-11-30,88,False
2010-12-01,75,False
2010-12-02,81,False
2010-12-03,63,False
2010-12-04,40,False
2010-12-05,51,False
2010-12-06,84,False
2010-12-07,83,False
2010-12-08,91,False
2010-12-09,86,False
2010-12-10,68,False
2010-12-11,47,False
2010-12-12,62,False
2010-12-13,75,False
2010-12-14,90,False
2010-12-15,93,False
2010-12-16,68,False
2010-12-17,74,False
2010-12-18,40,False
2010-12-19,54,False
2010-12-20,83,False
2010-12-21,83,False
2010-12-22,73,False
2010-12-23,68,False
2010-12-24,54,False
2010-12-25,66,False
2010-12-26,48,False
2010-12-27,67,False
2010-12-28,67,False
2010-12-29,70,False
2010-12-30,62,False
2010-12-31,47,False
2011-01-01,50,False
2011-01-02,55,False
2011-01-03,58,False
2011-01-04,80,False
2011-01-05,98,False
2011-01-06,74,False
2011-01-07,69,False
2011-01-08,56,False
2011-01-09,56,False
2011-01-10,80,False
2011-01-11,82,False
2011-01-12,87,False
2011-01-13,95,False
2011-01-14,86,False
2011-01-15,51,False
2011-01-16,53,False
2011-01-17,80,False
2011-01-18,76,False
2011-01-19,84,False
2011-01-20,77,False
2011-01-21,77,False
2011-01-22,51,False
2011-01-23,41,False
2011-01-24,84,False
2011-01-25,90,False
2011-01-26,79,False
2011-01-27,77,False
2011-01-28,79,False
2011-01-29,56,False
2011-01-30,58,False
2011-01-31,73,False
2011-02-01,77,False
2011-02-02,78,False
2011-02-03,80,False
2011-02-04,80,False
2011-02-05,55,False
2011-02-06,48,False
2011-02-07,74,False
2011-02-08,89,False
2011-02-09,76,False
2011-02-10,79,False
2011-02-11,79,False
2011-02-12,59,False
2011-02-13,44,False
2011-02-14,77,False
2011-02-15,84,False
2011-02-16,88,False
2011-02-17,87,False
2011-02-18,81,False
2011-02-19,45,False
2011-02-20,47,False
2011-02-21,85,False
2011-02-22,82,False
2011-02-23,100,False
2011-02-24,79,False
2011-02-25,75,False
2011-02-26,55,False
2011-02-27,60,False
2011-02-28,79,False
2011-03-01,93,False
2011-03-02,88,False
2011-03-03,78,False
2011-03-04,83,False
2011-03-05,54,False
2011-03-06,48,False
2011-03-07,68,False
2011-03-08,74,False
2011-03-09,93,False
2011-03-10,82,False
2011-03-11,79,False
2011-03-12,41,False
2011-03-13,55,False
2011-03-14,75,False
2011-03-15,77,False
2011-03-16,86,False
2011-03-17,69,False
2011-03-18,72,False
2011-03-19,47,False
2011-03-20,49,False
2011-03-21,69,False
2011-03-22,89,False
2011-03-23,80,False
2011-03-24,73,False
2011-03-25,78,False
2011-03-26,50,False
2011-03-27,46,False
2011-03-28,69,False
2011-03-29,78,False
2011-03-30,70,False
2011-03-31,81,False
2011-04-01,71,False
2011-04-02,51,False
2011-04-03,46,False
2011-04-04,62,False
2011-04-05,73,False
2011-04-06,86,False
2011-04-07,72,False
2011-04-08,74,False
2011-04-09,38,False
2011-04-10,49,False
2011-04-11,76,False
2011-04-12,71,False
2011-04-13,75,False
2011-04-14,75,False
2011-04-15,78,False
2011-04-16,48,False
2011-04-17,38,False
2011-04-18,65,False
2011-04-19,68,False
2011-04-20,92,False
2011-04-21,75,False
2011-04-22,55,False
2011-04-23,35,False
2011-04-24,45,False
2011-04-25,64,False
2011-04-26,67,False
2011-04-27,61,False
2011-04-28,73,False
2011-04-29,66,False
2011-04-30,42,False
2011-05-01,41,False
2011-05-02,65,False
2011-05-03,74,False
2011-05-04,85,False
2011-05-05,70,False
2011-05-06,67,False
2011-05-07,46,False
2011-05-08,43,False
2011-05-09,83,False
2011-05-10,88,False
2011-05-11,76,False
2011-05-12,85,False
2011-05-13,70,False
2011-05-14,39,False
2011-05-15,55,False
2011-05-16,72,False
2011-05-17,83,False
2011-05-18,87,False
2011-05-19,73,False
2011-05-20,82,False
2011-05-21,48,False
2011-05-22,50,False
2011-05-23,65,False
2011-05-24,80,False
2011-05-25,77,False
2011-05-26,71,False
2011-05-27,67,False
2011-05-28,48,False
2011-05-29,54,False
2011-05-30,68,False
2011-05-31,61,False
2011-06-01,75,False
2011-06-02,68,False
2011-06-03,67,False
2011-06-04,34,False
2011-06-05,52,False
2011-06-06,71,False
2011-06-07,80,False
2011-06-08,77,False
2011-06-09,80,False
2011-06-10,68,False
2011-06-11,43,False
2011-06-12,42,False
2011-06-13,66,False
2011-06-14,77,False
2011-06-15,74,False
2011-06-16,77,False
2011-06-17,62,False
2011-06-18,53,False
2011-06-19,50,False
2011-06-20,65,False
2011-06-21,72,False
2011-06-22,66,False
2011-06-23,60,False
