date,GOOGL,isPartial
2008-04-11,77,False
2008-04-12,95,False
2008-04-13,93,False
2008-04-14,69,False
2008-04-15,81,False
2008-04-16,62,False
2008-04-17,73,False
2008-04-18,68,False
2008-04-19,79,False
2008-04-20,78,False
2008-04-21,67,False
2008-04-22,73,False
2008-04-23,63,False
2008-04-24,74,False
2008-04-25,63,False
2008-04-26,71,False
2008-04-27,82,False
2008-04-28,67,False
2008-04-29,73,False
2008-04-30,73,False
2008-05-01,83,False
2008-05-02,73,False
2008-05-03,77,False
2008-05-04,74,False
2008-05-05,73,False
2008-05-06,62,False
2008-05-07,74,False
2008-05-08,77,False
2008-05-09,71,False
2008-05-10,78,False
2008-05-11,65,False
2008-05-12,76,False
2008-05-13,77,False
2008-05-14,68,False
2008-05-15,79,False
2008-05-16,75,False
2008-05-17,75,False
2008-05-18,79,False
2008-05-19,63,False
2008-05-20,66,False
2008-05-21,71,False
2008-05-22,74,False
2008-05-23,69,False
2008-05-24,86,False
2008-05-25,85,False
2008-05-26,73,False
2008-05-27,68,False
2008-05-28,67,False
2008-05-29,71,False
2008-05-30,61,False
2008-05-31,89,False
2008-06-01,93,False
2008-06-02,60,False
2008-06-03,66,False
2008-06-04,74,False
2008-06-05,75,False
2008-06-06,66,False
2008-06-07,83,False
2008-06-08,78,False
2008-06-09,63,False
2008-06-10,69,False
2008-06-11,66,False
2008-06-12,71,False
2008-06-13,73,False
2008-06-14,85,False
2008-06-15,72,False
2008-06-16,73,False
2008-06-17,76,False
2008-06-18,67,False
2008-06-19,69,False
2008-06-20,74,False
2008-06-21,90,False
2008-06-22,65,False
2008-06-23,69,False
2008-06-24,65,False
2008-06-25,65,False
2008-06-26,67,False
2008-06-27,67,False
2008-06-28,81,False
2008-06-29,69,False
2008-06-30,66,False
2008-07-01,60,False
2008-07-02,59,False
2008-07-03,54,False
2008-07-04,59,False
2008-07-05,71,False
2008-07-06,70,False
2008-07-07,61,False
2008-07-08,54,False
2008-07-09,61,False
2008-07-10,56,False
2008-07-11,63,False
2008-07-12,66,False
2008-07-13,78,False
2008-07-14,58,False
2008-07-15,67,False
2008-07-16,70,False
2008-07-17,69,False
2008-07-18,67,False
2008-07-19,65,False
2008-07-20,72,False
2008-07-21,62,False
2008-07-22,66,False
2008-07-23,67,False
2008-07-24,65,False
2008-07-25,66,False
2008-07-26,75,False
2008-07-27,71,False
2008-07-28,68,False
2008-07-29,63,False
2008-07-30,65,False
2008-07-31,57,False
2008-08-01,62,False
2008-08-02,87,False
2008-08-03,73,False
2008-08-04,60,False
2008-08-05,66,False
2008-08-06,63,False
2008-08-07,64,False
2008-08-08,70,False
2008-08-09,67,False
2008-08-10,74,False
2008-08-11,57,False
2008-08-12,57,False
2008-08-13,65,False
2008-08-14,63,False
2008-08-15,61,False
2008-08-16,76,False
2008-08-17,100,False
2008-08-18,65,False
2008-08-19,65,False
2008-08-20,71,False
2008-08-21,58,False
2008-08-22,62,False
2008-08-23,76,False
2008-08-24,74,False
2008-08-25,65,False
2008-08-26,59,False
2008-08-27,68,False
2008-08-28,68,False
2008-08-29,76,False
2008-08-30,70,False
2008-08-31,71,False
2008-09-01,67,False
2008-09-02,73,False
2008-09-03,78,False
2008-09-04,66,False
2008-09-05,80,False
2008-09-06,81,False
2008-09-07,81,False
2008-09-08,73,False
2008-09-09,74,False
2008-09-10,75,False
2008-09-11,74,False
2008-09-12,65,False
2008-09-13,82,False
2008-09-14,68,False
2008-09-15,61,False
2008-09-16,64,False
2008-09-17,63,False
2008-09-18,68,False
2008-09-19,72,False
2008-09-20,72,False
2008-09-21,92,False
2008-09-22,78,False
2008-09-23,71,False
2008-09-24,74,False
2008-09-25,73,False
2008-09-26,76,False
2008-09-27,89,False
2008-09-28,82,False
2008-09-29,73,False
2008-09-30,67,False
2008-10-01,67,False
2008-10-02,73,False
2008-10-03,74,False
2008-10-04,85,False
2008-10-05,78,False
2008-10-06,76,False
2008-10-07,71,False
2008-10-08,71,False
2008-10-09,70,False
2008-10-10,73,False
2008-10-11,77,False
2008-10-12,78,False
2008-10-13,66,False
2008-10-14,70,False
2008-10-15,72,False
2008-10-16,69,False
2008-10-17,73,False
2008-10-18,83,False
2008-10-19,91,False
2008-10-20,72,False
2008-10-21,61,False
2008-10-22,70,False
2008-10-23,73,False
2008-10-24,69,False
2008-10-25,76,False
2008-10-26,86,False
2008-10-27,66,False
2008-10-28,70,False
2008-10-29,74,False
2008-10-30,69,False
2008-10-31,75,False
2008-11-01,83,False
2008-11-02,73,False
2008-11-03,72,False
2008-11-04,73,False
2008-11-05,76,False
2008-11-06,63,False
2008-11-07,74,False
2008-11-08,78,False
2008-11-09,74,False
2008-11-10,71,False
2008-11-11,67,False
2008-11-12,71,False
2008-11-13,69,False
2008-11-14,73,False
2008-11-15,80,False
2008-11-16,84,False
2008-11-17,72,False
2008-11-18,73,False
2008-11-19,68,False
2008-11-20,77,False
2008-11-21,83,False
2008-11-22,93,False
2008-11-23,86,False
2008-11-24,65,False
2008-11-25,72,False
2008-11-26,74,False
2008-11-27,75,False
2008-11-28,74,False
2008-11-29,77,False
2008-11-30,75,False
2008-12-01,73,False
2008-12-02,70,False
2008-12-03,69,False
2008-12-04,71,False
2008-12-05,76,False
2008-12-06,81,False
2008-12-07,80,False
2008-12-08,76,False
2008-12-09,67,False
2008-12-10,76,False
2008-12-11,74,False
2008-12-12,87,False
2008-12-13,78,False
2008-12-14,82,False
2008-12-15,65,False
2008-12-16,64,False
2008-12-17,70,False
2008-12-18,71,False
2008-12-19,79,False
2008-12-20,77,False
2008-12-21,81,False
2008-12-22,69,False
2008-12-23,78,False
2008-12-24,80,False
2008-12-25,89,False
2008-12-26,76,False
2008-12-27,61,False
2008-12-28,71,False
2008-12-29,75,False
2008-12-30,67,False
2008-12-31,77,False
2009-01-01,65,False
2009-01-02,70,False
2009-01-03,67,False
2009-01-04,58,False
2009-01-05,65,False
2009-01-06,70,False
2009-01-07,59,False
2009-01-08,70,False
2009-01-09,67,False
2009-01-10,62,False
2009-01-11,66,False
2009-01-12,63,False
2009-01-13,63,False
2009-01-14,67,False
2009-01-15,62,False
2009-01-16,68,False
2009-01-17,68,False
2009-01-18,66,False
2009-01-19,59,False
2009-01-20,65,False
2009-01-21,64,False
2009-01-22,69,False
2009-01-23,76,False
2009-01-24,80,False
2009-01-25,81,False
2009-01-26,70,False
2009-01-27,71,False
2009-01-28,73,False
2009-01-29,75,False
2009-01-30,77,False
2009-01-31,100,False
2009-02-01,82,False
2009-02-02,69,False
2009-02-03,83,False
2009-02-04,82,False
2009-02-05,88,False
2009-02-06,85,False
2009-02-07,100,False
2009-02-08,97,False
2009-02-09,71,False
2009-02-10,84,False
2009-02-11,81,False
2009-02-12,81,False
2009-02-13,85,False
2009-02-14,89,False
2009-02-15,90,False
2009-02-16,78,False
2009-02-17,80,False
2009-02-18,78,False
2009-02-19,84,False
2009-02-20,81,False
2009-02-21,93,False
2009-02-22,85,False
2009-02-23,77,False
2009-02-24,83,False
2009-02-25,81,False
2009-02-26,75,False
2009-02-27,74,False
2009-02-28,96,False
2009-03-01,92,False
2009-03-02,70,False
2009-03-03,73,False
2009-03-04,67,False
2009-03-05,63,False
2009-03-06,65,False
2009-03-07,85,False
2009-03-08,78,False
2009-03-09,64,False
2009-03-10,71,False
2009-03-11,67,False
2009-03-12,68,False
2009-03-13,65,False
2009-03-14,78,False
2009-03-15,79,False
2009-03-16,61,False
2009-03-17,61,False
2009-03-18,70,False
2009-03-19,74,False
2009-03-20,86,False
2009-03-21,84,False
2009-03-22,86,False
2009-03-23,80,False
2009-03-24,80,False
2009-03-25,83,False
2009-03-26,75,False
2009-03-27,82,False
2009-03-28,82,False
2009-03-29,77,False
2009-03-30,71,False
2009-03-31,74,False
2009-04-01,84,False
2009-04-02,76,False
2009-04-03,83,False
2009-04-04,92,False
2009-04-05,88,False
2009-04-06,80,False
2009-04-07,79,False
2009-04-08,82,False
2009-04-09,82,False
2009-04-10,74,False
2009-04-11,82,False
2009-04-12,74,False
2009-04-13,61,False
2009-04-14,66,False
2009-04-15,63,False
2009-04-16,65,False
2009-04-17,68,False
2009-04-18,78,False
2009-04-19,73,False
2009-04-20,63,False
2009-04-21,71,False
2009-04-22,75,False
2009-04-23,74,False
2009-04-24,68,False
2009-04-25,78,False
2009-04-26,81,False
2009-04-27,86,False
2009-04-28,68,False
2009-04-29,76,False
2009-04-30,74,False
2009-05-01,79,False
2009-05-02,75,False
2009-05-03,72,False
2009-05-04,67,False
2009-05-05,70,False
2009-05-06,68,False
2009-05-07,68,False
2009-05-08,69,False
2009-05-09,90,False
2009-05-10,77,False
2009-05-11,64,False
2009-05-12,73,False
2009-05-13,68,False
2009-05-14,72,False
2009-05-15,72,False
2009-05-16,88,False
2009-05-17,73,False
2009-05-18,69,False
2009-05-19,65,False
2009-05-20,73,False
2009-05-21,75,False
2009-05-22,77,False
2009-05-23,70,False
2009-05-24,79,False
2009-05-25,73,False
2009-05-26,74,False
2009-05-27,66,False
2009-05-28,69,False
2009-05-29,69,False
2009-05-30,74,False
2009-05-31,79,False
2009-06-01,67,False
2009-06-02,69,False
2009-06-03,73,False
2009-06-04,70,False
2009-06-05,68,False
2009-06-06,81,False
2009-06-07,79,False
2009-06-08,66,False
2009-06-09,68,False
2009-06-10,73,False
2009-06-11,69,False
2009-06-12,75,False
2009-06-13,79,False
2009-06-14,80,False
2009-06-15,71,False
2009-06-16,64,False
2009-06-17,73,False
2009-06-18,69,False
2009-06-19,67,False
2009-06-20,75,False
2009-06-21,83,False
2009-06-22,65,False
2009-06-23,72,False
2009-06-24,69,False
2009-06-25,69,False
2009-06-26,68,False
2009-06-27,80,False
2009-06-28,76,False
2009-06-29,68,False
2009-06-30,65,False
2009-07-01,60,False
2009-07-02,62,False
2009-07-03,71,False
2009-07-04,75,False
2009-07-05,70,False
2009-07-06,65,False
2009-07-07,66,False
2009-07-08,59,False
2009-07-09,66,False
2009-07-10,71,False
2009-07-11,70,False
2009-07-12,84,False
2009-07-13,56,False
2009-07-14,60,False
2009-07-15,60,False
2009-07-16,61,False
2009-07-17,65,False
2009-07-18,68,False
2009-07-19,70,False
2009-07-20,65,False
2009-07-21,64,False
2009-07-22,64,False
2009-07-23,67,False
2009-07-24,69,False
2009-07-25,76,False
2009-07-26,65,False
2009-07-27,61,False
2009-07-28,59,False
2009-07-29,66,False
2009-07-30,65,False
2009-07-31,65,False
2009-08-01,69,False
2009-08-02,74,False
2009-08-03,57,False
2009-08-04,62,False
2009-08-05,60,False
2009-08-06,61,False
2009-08-07,77,False
2009-08-08,78,False
2009-08-09,79,False
2009-08-10,63,False
2009-08-11,61,False
2009-08-12,73,False
2009-08-13,60,False
2009-08-14,68,False
2009-08-15,72,False
2009-08-16,72,False
2009-08-17,64,False
2009-08-18,67,False
2009-08-19,61,False
2009-08-20,61,False
2009-08-21,63,False
2009-08-22,73,False
2009-08-23,65,False
2009-08-24,62,False
2009-08-25,66,False
2009-08-26,65,False
2009-08-27,68,False
2009-08-28,62,False
2009-08-29,73,False
2009-08-30,72,False
2009-08-31,68,False
2009-09-01,62,False
2009-09-02,66,False
2009-09-03,57,False
2009-09-04,60,False
2009-09-05,75,False
2009-09-06,71,False
2009-09-07,60,False
2009-09-08,67,False
2009-09-09,66,False
2009-09-10,66,False
2009-09-11,65,False
2009-09-12,72,False
2009-09-13,67,False
2009-09-14,71,False
2009-09-15,63,False
2009-09-16,70,False
2009-09-17,68,False
2009-09-18,69,False
2009-09-19,73,False
2009-09-20,81,False
2009-09-21,67,False
2009-09-22,73,False
2009-09-23,70,False
2009-09-24,69,False
2009-09-25,66,False
2009-09-26,80,False
2009-09-27,86,False
2009-09-28,73,False
2009-09-29,72,False
2009-09-30,67,False
2009-10-01,71,False
2009-10-02,75,False
2009-10-03,77,False
2009-10-04,85,False
2009-10-05,65,False
2009-10-06,74,False
2009-10-07,79,False
2009-10-08,70,False
2009-10-09,70,False
2009-10-10,84,False
2009-10-11,77,False
2009-10-12,73,False
2009-10-13,74,False
2009-10-14,76,False
2009-10-15,72,False
2009-10-16,77,False
2009-10-17,81,False
2009-10-18,82,False
2009-10-19,73,False
2009-10-20,69,False
2009-10-21,67,False
2009-10-22,69,False
2009-10-23,68,False
2009-10-24,76,False
2009-10-25,74,False
2009-10-26,67,False
2009-10-27,68,False
2009-10-28,73,False
2009-10-29,77,False
2009-10-30,73,False
2009-10-31,87,False
2009-11-01,81,False
2009-11-02,79,False
2009-11-03,72,False
2009-11-04,69,False
2009-11-05,79,False
2009-11-06,78,False
2009-11-07,80,False
2009-11-08,87,False
2009-11-09,81,False
2009-11-10,74,False
2009-11-11,81,False
2009-11-12,74,False
2009-11-13,74,False
2009-11-14,82,False
2009-11-15,82,False
2009-11-16,74,False
2009-11-17,73,False
2009-11-18,74,False
2009-11-19,77,False
2009-11-20,80,False
2009-11-21,91,False
2009-11-22,75,False
2009-11-23,76,False
2009-11-24,77,False
2009-11-25,80,False
2009-11-26,80,False
2009-11-27,87,False
2009-11-28,83,False
2009-11-29,79,False
2009-11-30,77,False
2009-12-01,76,False
2009-12-02,81,False
2009-12-03,76,False
2009-12-04,85,False
2009-12-05,89,False
2009-12-06,78,False
2009-12-07,79,False
2009-12-08,78,False
2009-12-09,83,False
2009-12-10,78,False
2009-12-11,86,False
2009-12-12,84,False
2009-12-13,91,False
2009-12-14,81,False
2009-12-15,85,False
2009-12-16,86,False
2009-12-17,76,False
2009-12-18,78,False
2009-12-19,87,False
2009-12-20,91,False
2009-12-21,88,False
2009-12-22,91,False
2009-12-23,85,False
2009-12-24,89,False
2009-12-25,99,False
2009-12-26,100,False
2009-12-27,93,False
2009-12-28,87,False
2009-12-29,86,False
2009-12-30,79,False
2009-12-31,84,False
2010-01-01,79,False
2010-01-02,65,False
2010-01-03,76,False
2010-01-04,64,False
2010-01-05,65,False
2010-01-06,71,False
2010-01-07,69,False
2010-01-08,71,False
2010-01-09,78,False
2010-01-10,79,False
2010-01-11,65,False
2010-01-12,66,False
2010-01-13,68,False
2010-01-14,66,False
2010-01-15,62,False
2010-01-16,76,False
2010-01-17,76,False
2010-01-18,61,False
2010-01-19,64,False
2010-01-20,64,False
2010-01-21,67,False
2010-01-22,69,False
2010-01-23,73,False
2010-01-24,73,False
2010-01-25,63,False
2010-01-26,67,False
2010-01-27,68,False
2010-01-28,65,False
2010-01-29,68,False
2010-01-30,76,False
2010-01-31,77,False
2010-02-01,70,False
2010-02-02,63,False
2010-02-03,71,False
2010-02-04,61,False
2010-02-05,68,False
2010-02-06,74,False
2010-02-07,77,False
2010-02-08,67,False
2010-02-09,71,False
2010-02-10,73,False
2010-02-11,71,False
2010-02-12,74,False
2010-02-13,79,False
2010-02-14,76,False
2010-02-15,71,False
2010-02-16,62,False
2010-02-17,70,False
2010-02-18,69,False
2010-02-19,70,False
2010-02-20,78,False
2010-02-21,74,False
2010-02-22,65,False
2010-02-23,67,False
2010-02-24,67,False
2010-02-25,73,False
2010-02-26,76,False
2010-02-27,76,False
2010-02-28,74,False
2010-03-01,68,False
2010-03-02,70,False
2010-03-03,69,False
2010-03-04,71,False
2010-03-05,71,False
2010-03-06,78,False
2010-03-07,76,False
2010-03-08,68,False
2010-03-09,67,False
2010-03-10,65,False
2010-03-11,67,False
2010-03-12,70,False
2010-03-13,76,False
2010-03-14,68,False
2010-03-15,71,False
2010-03-16,69,False
2010-03-17,70,False
2010-03-18,68,False
2010-03-19,66,False
2010-03-20,77,False
2010-03-21,77,False
2010-03-22,69,False
2010-03-23,65,False
2010-03-24,67,False
2010-03-25,70,False
2010-03-26,75,False
2010-03-27,86,False
2010-03-28,70,False
2010-03-29,66,False
2010-03-30,63,False
2010-03-31,70,False
2010-04-01,79,False
2010-04-02,85,False
2010-04-03,76,False
2010-04-04,85,False
2010-04-05,68,False
2010-04-06,74,False
2010-04-07,70,False
2010-04-08,66,False
2010-04-09,70,False
2010-04-10,74,False
2010-04-11,75,False
2010-04-12,67,False
2010-04-13,68,False
2010-04-14,71,False
2010-04-15,74,False
2010-04-16,74,False
2010-04-17,76,False
2010-04-18,71,False
2010-04-19,67,False
2010-04-20,69,False
2010-04-21,68,False
2010-04-22,75,False
2010-04-23,70,False
2010-04-24,80,False
2010-04-25,74,False
2010-04-26,66,False
2010-04-27,66,False
2010-04-28,71,False
2010-04-29,72,False
2010-04-30,69,False
2010-05-01,79,False
2010-05-02,78,False
2010-05-03,68,False
2010-05-04,72,False
2010-05-05,70,False
2010-05-06,72,False
2010-05-07,81,False
2010-05-08,72,False
2010-05-09,78,False
2010-05-10,69,False
2010-05-11,65,False
2010-05-12,67,False
2010-05-13,70,False
2010-05-14,72,False
2010-05-15,75,False
2010-05-16,77,False
2010-05-17,70,False
2010-05-18,65,False
2010-05-19,73,False
2010-05-20,78,False
2010-05-21,83,False
2010-05-22,100,False
2010-05-23,82,False
2010-05-24,70,False
2010-05-25,71,False
2010-05-26,72,False
2010-05-27,75,False
2010-05-28,75,False
2010-05-29,81,False
2010-05-30,82,False
2010-05-31,72,False
2010-06-01,72,False
2010-06-02,71,False
2010-06-03,69,False
2010-06-04,70,False
2010-06-05,84,False
2010-06-06,81,False
2010-06-07,72,False
2010-06-08,72,False
2010-06-09,69,False
2010-06-10,78,False
2010-06-11,67,False
2010-06-12,86,False
2010-06-13,83,False
2010-06-14,65,False
2010-06-15,70,False
2010-06-16,68,False
2010-06-17,71,False
2010-06-18,72,False
2010-06-19,76,False
2010-06-20,77,False
2010-06-21,68,False
2010-06-22,69,False
2010-06-23,69,False
2010-06-24,71,False
2010-06-25,66,False
2010-06-26,78,False
2010-06-27,77,False
2010-06-28,70,False
2010-06-29,72,False
2010-06-30,63,False
2010-07-01,58,False
2010-07-02,55,False
2010-07-03,61,False
2010-07-04,60,False
2010-07-05,54,False
2010-07-06,48,False
2010-07-07,53,False
2010-07-08,53,False
2010-07-09,56,False
2010-07-10,61,False
2010-07-11,65,False
2010-07-12,56,False
2010-07-13,54,False
2010-07-14,56,False
2010-07-15,63,False
2010-07-16,58,False
2010-07-17,68,False
2010-07-18,67,False
2010-07-19,59,False
2010-07-20,52,False
2010-07-21,55,False
2010-07-22,57,False
2010-07-23,56,False
2010-07-24,65,False
2010-07-25,65,False
2010-07-26,58,False
2010-07-27,56,False
2010-07-28,54,False
2010-07-29,59,False
2010-07-30,55,False
2010-07-31,65,False
2010-08-01,66,False
2010-08-02,58,False
2010-08-03,52,False
2010-08-04,57,False
2010-08-05,57,False
2010-08-06,60,False
2010-08-07,62,False
2010-08-08,65,False
2010-08-09,55,False
2010-08-10,56,False
2010-08-11,53,False
2010-08-12,59,False
2010-08-13,61,False
2010-08-14,57,False
2010-08-15,63,False
2010-08-16,55,False
2010-08-17,57,False
2010-08-18,55,False
2010-08-19,59,False
2010-08-20,59,False
2010-08-21,67,False
2010-08-22,60,False
2010-08-23,55,False
2010-08-24,59,False
2010-08-25,57,False
2010-08-26,55,False
2010-08-27,61,False
2010-08-28,62,False
2010-08-29,66,False
2010-08-30,53,False
2010-08-31,60,False
2010-09-01,52,False
2010-09-02,54,False
2010-09-03,62,False
2010-09-04,67,False
2010-09-05,68,False
2010-09-06,57,False
2010-09-07,68,False
2010-09-08,68,False
2010-09-09,66,False
2010-09-10,65,False
2010-09-11,68,False
2010-09-12,68,False
2010-09-13,63,False
2010-09-14,58,False
2010-09-15,64,False
2010-09-16,64,False
2010-09-17,64,False
2010-09-18,73,False
2010-09-19,65,False
2010-09-20,60,False
2010-09-21,64,False
2010-09-22,66,False
2010-09-23,66,False
2010-09-24,65,False
2010-09-25,69,False
2010-09-26,65,False
2010-09-27,68,False
2010-09-28,64,False
2010-09-29,65,False
2010-09-30,67,False
2010-10-01,68,False
2010-10-02,74,False
2010-10-03,73,False
2010-10-04,64,False
2010-10-05,65,False
2010-10-06,63,False
2010-10-07,67,False
2010-10-08,75,False
2010-10-09,78,False
2010-10-10,77,False
2010-10-11,64,False
2010-10-12,65,False
2010-10-13,70,False
2010-10-14,64,False
2010-10-15,68,False
2010-10-16,79,False
2010-10-17,75,False
2010-10-18,68,False
2010-10-19,68,False
2010-10-20,66,False
2010-10-21,67,False
2010-10-22,69,False
2010-10-23,74,False
2010-10-24,74,False
2010-10-25,70,False
2010-10-26,68,False
2010-10-27,68,False
2010-10-28,69,False
2010-10-29,69,False
2010-10-30,75,False
2010-10-31,80,False
2010-11-01,73,False
2010-11-02,72,False
2010-11-03,63,False
2010-11-04,73,False
2010-11-05,72,False
2010-11-06,81,False
2010-11-07,81,False
2010-11-08,71,False
2010-11-09,69,False
2010-11-10,71,False
2010-11-11,67,False
2010-11-12,74,False
2010-11-13,80,False
2010-11-14,79,False
2010-11-15,67,False
2010-11-16,74,False
2010-11-17,72,False
2010-11-18,72,False
2010-11-19,72,False
2010-11-20,80,False
2010-11-21,78,False
2010-11-22,71,False
2010-11-23,72,False
2010-11-24,75,False
2010-11-25,79,False
2010-11-26,77,False
2010-11-27,82,False
2010-11-28,78,False
2010-11-29,67,False
2010-11-30,72,False
2010-12-01,71,False
2010-12-02,74,False
2010-12-03,74,False
2010-12-04,84,False
2010-12-05,84,False
2010-12-06,73,False
2010-12-07,74,False
2010-12-08,75,False
2010-12-09,74,False
2010-12-10,74,False
2010-12-11,85,False
2010-12-12,84,False
2010-12-13,69,False
2010-12-14,71,False
2010-12-15,75,False
2010-12-16,79,False
2010-12-17,76,False
2010-12-18,85,False
2010-12-19,81,False
2010-12-20,73,False
2010-12-21,72,False
2010-12-22,74,False
2010-12-23,79,False
2010-12-24,87,False
2010-12-25,100,False
2010-12-26,87,False
2010-12-27,77,False
2010-12-28,81,False
2010-12-29,78,False
2010-12-30,79,False
2010-12-31,83,False
2011-01-01,84,False
2011-01-02,81,False
2011-01-03,71,False
2011-01-04,73,False
2011-01-05,67,False
2011-01-06,70,False
2011-01-07,70,False
2011-01-08,86,False
2011-01-09,76,False
2011-01-10,71,False
2011-01-11,75,False
2011-01-12,75,False
2011-01-13,74,False
2011-01-14,74,False
2011-01-15,82,False
2011-01-16,78,False
2011-01-17,69,False
2011-01-18,75,False
2011-01-19,76,False
2011-01-20,68,False
2011-01-21,78,False
2011-01-22,80,False
2011-01-23,77,False
2011-01-24,76,False
2011-01-25,74,False
2011-01-26,74,False
2011-01-27,77,False
2011-01-28,75,False
2011-01-29,91,False
2011-01-30,84,False
2011-01-31,79,False
2011-02-01,79,False
2011-02-02,88,False
2011-02-03,86,False
2011-02-04,87,False
2011-02-05,95,False
2011-02-06,96,False
2011-02-07,84,False
2011-02-08,81,False
2011-02-09,76,False
2011-02-10,72,False
2011-02-11,73,False
2011-02-12,80,False
2011-02-13,84,False
2011-02-14,78,False
2011-02-15,75,False
2011-02-16,74,False
2011-02-17,77,False
2011-02-18,77,False
2011-02-19,82,False
2011-02-20,80,False
2011-02-21,74,False
2011-02-22,72,False
2011-02-23,77,False
2011-02-24,74,False
2011-02-25,79,False
2011-02-26,84,False
2011-02-27,80,False
2011-02-28,74,False
2011-03-01,76,False
2011-03-02,74,False
2011-03-03,71,False
2011-03-04,68,False
2011-03-05,79,False
2011-03-06,76,False
2011-03-07,69,False
2011-03-08,72,False
2011-03-09,75,False
2011-03-10,67,False
2011-03-11,72,False
2011-03-12,77,False
2011-03-13,79,False
2011-03-14,69,False
2011-03-15,72,False
2011-03-16,72,False
2011-03-17,76,False
2011-03-18,73,False
2011-03-19,78,False
2011-03-20,73,False
2011-03-21,70,False
2011-03-22,70,False
2011-03-23,65,False
2011-03-24,66,False
2011-03-25,74,False
2011-03-26,74,False
2011-03-27,79,False
2011-03-28,69,False
2011-03-29,75,False
2011-03-30,77,False
2011-03-31,78,False
2011-04-01,76,False
2011-04-02,81,False
2011-04-03,78,False
2011-04-04,71,False
2011-04-05,76,False
2011-04-06,74,False
2011-04-07,73,False
2011-04-08,75,False
2011-04-09,82,False
2011-04-10,79,False
2011-04-11,76,False
2011-04-12,74,False
2011-04-13,71,False
2011-04-14,75,False
2011-04-15,81,False
2011-04-16,78,False
2011-04-17,79,False
2011-04-18,72,False
2011-04-19,71,False
2011-04-20,69,False
2011-04-21,76,False
2011-04-22,82,False
2011-04-23,80,False
2011-04-24,83,False
2011-04-25,78,False
2011-04-26,76,False
2011-04-27,74,False
2011-04-28,76,False
2011-04-29,74,False
2011-04-30,80,False
2011-05-01,82,False
2011-05-02,73,False
2011-05-03,73,False
2011-05-04,77,False
2011-05-05,74,False
2011-05-06,80,False
2011-05-07,78,False
2011-05-08,92,False
2011-05-09,76,False
2011-05-10,74,False
2011-05-11,80,False
2011-05-12,74,False
2011-05-13,77,False
2011-05-14,80,False
2011-05-15,84,False
2011-05-16,78,False
2011-05-17,75,False
2011-05-18,75,False
2011-05-19,74,False
2011-05-20,69,False
2011-05-21,80,False
2011-05-22,81,False
2011-05-23,77,False
2011-05-24,76,False
2011-05-25,75,False
2011-05-26,78,False
2011-05-27,78,False
2011-05-28,80,False
2011-05-29,80,False
2011-05-30,76,False
2011-05-31,73,False
2011-06-01,71,False
2011-06-02,75,False
2011-06-03,76,False
2011-06-04,80,False
2011-06-05,80,False
2011-06-06,74,False
2011-06-07,75,False
2011-06-08,78,False
2011-06-09,100,False
2011-06-10,85,False
2011-06-11,85,False
2011-06-12,87,False
2011-06-13,77,False
2011-06-14,76,False
2011-06-15,80,False
2011-06-16,80,False
2011-06-17,79,False
2011-06-18,84,False
2011-06-19,86,False
2011-06-20,79,False
2011-06-21,78,False
2011-06-22,76,False
2011-06-23,82,False
