date,ROP,isPartial
2008-12-20,54,False
2008-12-21,59,False
2008-12-22,63,False
2008-12-23,48,False
2008-12-24,45,False
2008-12-25,69,False
2008-12-26,42,False
2008-12-27,60,False
2008-12-28,47,False
2008-12-29,51,False
2008-12-30,91,False
2008-12-31,62,False
2009-01-01,58,False
2009-01-02,59,False
2009-01-03,52,False
2009-01-04,69,False
2009-01-05,71,False
2009-01-06,72,False
2009-01-07,69,False
2009-01-08,62,False
2009-01-09,65,False
2009-01-10,71,False
2009-01-11,44,False
2009-01-12,84,False
2009-01-13,85,False
2009-01-14,96,False
2009-01-15,100,False
2009-01-16,72,False
2009-01-17,65,False
2009-01-18,39,False
2009-01-19,57,False
2009-01-20,71,False
2009-01-21,79,False
2009-01-22,86,False
2009-01-23,64,False
2009-01-24,59,False
2009-01-25,48,False
2009-01-26,95,False
2009-01-27,70,False
2009-01-28,81,False
2009-01-29,62,False
2009-01-30,85,False
2009-01-31,34,False
2009-02-01,54,False
2009-02-02,62,False
2009-02-03,83,False
2009-02-04,82,False
2009-02-05,78,False
2009-02-06,79,False
2009-02-07,73,False
2009-02-08,63,False
2009-02-09,65,False
2009-02-10,62,False
2009-02-11,83,False
2009-02-12,53,False
2009-02-13,55,False
2009-02-14,83,False
2009-02-15,40,False
2009-02-16,64,False
2009-02-17,72,False
2009-02-18,59,False
2009-02-19,82,False
2009-02-20,49,False
2009-02-21,63,False
2009-02-22,38,False
2009-02-23,65,False
2009-02-24,75,False
2009-02-25,75,False
2009-02-26,74,False
2009-02-27,55,False
2009-02-28,66,False
2009-03-01,68,False
2009-03-02,80,False
2009-03-03,65,False
2009-03-04,94,False
2009-03-05,58,False
2009-03-06,75,False
2009-03-07,72,False
2009-03-08,55,False
2009-03-09,83,False
2009-03-10,94,False
2009-03-11,71,False
2009-03-12,69,False
2009-03-13,77,False
2009-03-14,57,False
2009-03-15,54,False
2009-03-16,62,False
2009-03-17,70,False
2009-03-18,70,False
2009-03-19,49,False
2009-03-20,82,False
2009-03-21,73,False
2009-03-22,35,False
2009-03-23,77,False
2009-03-24,63,False
2009-03-25,72,False
2009-03-26,62,False
2009-03-27,70,False
2009-03-28,60,False
2009-03-29,53,False
2009-03-30,70,False
2009-03-31,76,False
2009-04-01,81,False
2009-04-02,55,False
2009-04-03,52,False
2009-04-04,53,False
2009-04-05,53,False
2009-04-06,59,False
2009-04-07,65,False
2009-04-08,71,False
2009-04-09,71,False
2009-04-10,56,False
2009-04-11,45,False
2009-04-12,48,False
2009-04-13,65,False
2009-04-14,79,False
2009-04-15,67,False
2009-04-16,59,False
2009-04-17,65,False
2009-04-18,43,False
2009-04-19,65,False
2009-04-20,54,False
2009-04-21,70,False
2009-04-22,80,False
2009-04-23,82,False
2009-04-24,62,False
2009-04-25,47,False
2009-04-26,57,False
2009-04-27,77,False
2009-04-28,74,False
2009-04-29,75,False
2009-04-30,70,False
2009-05-01,89,False
2009-05-02,64,False
2009-05-03,59,False
2009-05-04,72,False
2009-05-05,79,False
2009-05-06,85,False
2009-05-07,79,False
2009-05-08,58,False
2009-05-09,55,False
2009-05-10,59,False
2009-05-11,43,False
2009-05-12,72,False
2009-05-13,59,False
2009-05-14,79,False
2009-05-15,60,False
2009-05-16,63,False
2009-05-17,52,False
2009-05-18,64,False
2009-05-19,58,False
2009-05-20,84,False
2009-05-21,70,False
2009-05-22,63,False
2009-05-23,57,False
2009-05-24,46,False
2009-05-25,42,False
2009-05-26,81,False
2009-05-27,61,False
2009-05-28,74,False
2009-05-29,58,False
2009-05-30,40,False
2009-05-31,44,False
2009-06-01,66,False
2009-06-02,70,False
2009-06-03,74,False
2009-06-04,69,False
2009-06-05,76,False
2009-06-06,65,False
2009-06-07,52,False
2009-06-08,69,False
2009-06-09,63,False
2009-06-10,77,False
2009-06-11,68,False
2009-06-12,63,False
2009-06-13,47,False
2009-06-14,39,False
2009-06-15,63,False
2009-06-16,74,False
2009-06-17,83,False
2009-06-18,81,False
2009-06-19,64,False
2009-06-20,75,False
2009-06-21,48,False
2009-06-22,61,False
2009-06-23,82,False
2009-06-24,70,False
2009-06-25,56,False
2009-06-26,60,False
2009-06-27,67,False
2009-06-28,41,False
2009-06-29,55,False
2009-06-30,79,False
2009-07-01,59,False
2009-07-02,78,False
2009-07-03,62,False
2009-07-04,68,False
2009-07-05,67,False
2009-07-06,76,False
2009-07-07,65,False
2009-07-08,62,False
2009-07-09,77,False
2009-07-10,57,False
2009-07-11,48,False
2009-07-12,55,False
2009-07-13,76,False
2009-07-14,89,False
2009-07-15,95,False
2009-07-16,70,False
2009-07-17,54,False
2009-07-18,53,False
2009-07-19,69,False
2009-07-20,62,False
2009-07-21,73,False
2009-07-22,82,False
2009-07-23,73,False
2009-07-24,69,False
2009-07-25,76,False
2009-07-26,48,False
2009-07-27,76,False
2009-07-28,71,False
2009-07-29,67,False
2009-07-30,62,False
2009-07-31,63,False
2009-08-01,73,False
2009-08-02,53,False
2009-08-03,86,False
2009-08-04,71,False
2009-08-05,86,False
2009-08-06,69,False
2009-08-07,84,False
2009-08-08,69,False
2009-08-09,62,False
2009-08-10,87,False
2009-08-11,71,False
2009-08-12,71,False
2009-08-13,76,False
2009-08-14,82,False
2009-08-15,66,False
2009-08-16,91,False
2009-08-17,92,False
2009-08-18,78,False
2009-08-19,100,False
2009-08-20,81,False
2009-08-21,94,False
2009-08-22,42,False
2009-08-23,66,False
2009-08-24,69,False
2009-08-25,89,False
2009-08-26,75,False
2009-08-27,76,False
2009-08-28,56,False
2009-08-29,64,False
2009-08-30,57,False
2009-08-31,70,False
2009-09-01,82,False
2009-09-02,59,False
2009-09-03,75,False
2009-09-04,85,False
2009-09-05,81,False
2009-09-06,64,False
2009-09-07,74,False
2009-09-08,84,False
2009-09-09,66,False
2009-09-10,64,False
2009-09-11,81,False
2009-09-12,57,False
2009-09-13,67,False
2009-09-14,84,False
2009-09-15,82,False
2009-09-16,69,False
2009-09-17,74,False
2009-09-18,67,False
2009-09-19,59,False
2009-09-20,69,False
2009-09-21,65,False
2009-09-22,53,False
2009-09-23,80,False
2009-09-24,40,False
2009-09-25,64,False
2009-09-26,68,False
2009-09-27,76,False
2009-09-28,77,False
2009-09-29,75,False
2009-09-30,75,False
2009-10-01,59,False
2009-10-02,74,False
2009-10-03,76,False
2009-10-04,64,False
2009-10-05,71,False
2009-10-06,65,False
2009-10-07,60,False
2009-10-08,72,False
2009-10-09,62,False
2009-10-10,53,False
2009-10-11,74,False
2009-10-12,73,False
2009-10-13,78,False
2009-10-14,59,False
2009-10-15,59,False
2009-10-16,64,False
2009-10-17,41,False
2009-10-18,74,False
2009-10-19,68,False
2009-10-20,77,False
2009-10-21,72,False
2009-10-22,65,False
2009-10-23,77,False
2009-10-24,65,False
2009-10-25,66,False
2009-10-26,88,False
2009-10-27,70,False
2009-10-28,61,False
2009-10-29,79,False
2009-10-30,44,False
2009-10-31,57,False
2009-11-01,61,False
2009-11-02,70,False
2009-11-03,70,False
2009-11-04,84,False
2009-11-05,68,False
2009-11-06,81,False
2009-11-07,63,False
2009-11-08,60,False
2009-11-09,61,False
2009-11-10,82,False
2009-11-11,60,False
2009-11-12,67,False
2009-11-13,44,False
2009-11-14,58,False
2009-11-15,62,False
2009-11-16,62,False
2009-11-17,95,False
2009-11-18,79,False
2009-11-19,67,False
2009-11-20,73,False
2009-11-21,73,False
2009-11-22,66,False
2009-11-23,65,False
2009-11-24,54,False
2009-11-25,60,False
2009-11-26,72,False
2009-11-27,62,False
2009-11-28,67,False
2009-11-29,63,False
2009-11-30,72,False
2009-12-01,73,False
2009-12-02,74,False
2009-12-03,72,False
2009-12-04,75,False
2009-12-05,61,False
2009-12-06,63,False
2009-12-07,59,False
2009-12-08,68,False
2009-12-09,75,False
2009-12-10,56,False
2009-12-11,71,False
2009-12-12,55,False
2009-12-13,67,False
2009-12-14,71,False
2009-12-15,52,False
2009-12-16,67,False
2009-12-17,43,False
2009-12-18,62,False
2009-12-19,52,False
2009-12-20,64,False
2009-12-21,73,False
2009-12-22,61,False
2009-12-23,48,False
2009-12-24,36,False
2009-12-25,42,False
2009-12-26,40,False
2009-12-27,67,False
2009-12-28,65,False
2009-12-29,68,False
2009-12-30,60,False
2009-12-31,52,False
2010-01-01,50,False
2010-01-02,72,False
2010-01-03,30,False
2010-01-04,82,False
2010-01-05,81,False
2010-01-06,88,False
2010-01-07,83,False
2010-01-08,65,False
2010-01-09,65,False
2010-01-10,59,False
2010-01-11,80,False
2010-01-12,76,False
2010-01-13,100,False
2010-01-14,84,False
2010-01-15,67,False
2010-01-16,76,False
2010-01-17,79,False
2010-01-18,57,False
2010-01-19,71,False
2010-01-20,68,False
2010-01-21,68,False
2010-01-22,67,False
2010-01-23,55,False
2010-01-24,46,False
2010-01-25,76,False
2010-01-26,67,False
2010-01-27,72,False
2010-01-28,70,False
2010-01-29,54,False
2010-01-30,48,False
2010-01-31,66,False
2010-02-01,68,False
2010-02-02,85,False
2010-02-03,74,False
2010-02-04,94,False
2010-02-05,88,False
2010-02-06,60,False
2010-02-07,71,False
2010-02-08,58,False
2010-02-09,89,False
2010-02-10,87,False
2010-02-11,56,False
2010-02-12,60,False
2010-02-13,70,False
2010-02-14,48,False
2010-02-15,70,False
2010-02-16,54,False
2010-02-17,88,False
2010-02-18,58,False
2010-02-19,68,False
2010-02-20,56,False
2010-02-21,51,False
2010-02-22,76,False
2010-02-23,84,False
2010-02-24,59,False
2010-02-25,67,False
2010-02-26,72,False
2010-02-27,43,False
2010-02-28,66,False
2010-03-01,74,False
2010-03-02,73,False
2010-03-03,81,False
2010-03-04,69,False
2010-03-05,67,False
2010-03-06,74,False
2010-03-07,40,False
2010-03-08,70,False
2010-03-09,81,False
2010-03-10,70,False
2010-03-11,81,False
2010-03-12,66,False
2010-03-13,41,False
2010-03-14,45,False
2010-03-15,80,False
2010-03-16,91,False
2010-03-17,77,False
2010-03-18,76,False
2010-03-19,77,False
2010-03-20,53,False
2010-03-21,54,False
2010-03-22,71,False
2010-03-23,81,False
2010-03-24,73,False
2010-03-25,83,False
2010-03-26,76,False
2010-03-27,71,False
2010-03-28,63,False
2010-03-29,94,False
2010-03-30,74,False
2010-03-31,79,False
2010-04-01,76,False
2010-04-02,76,False
2010-04-03,56,False
2010-04-04,55,False
2010-04-05,71,False
2010-04-06,88,False
2010-04-07,68,False
2010-04-08,57,False
2010-04-09,62,False
2010-04-10,59,False
2010-04-11,65,False
2010-04-12,85,False
2010-04-13,86,False
2010-04-14,74,False
2010-04-15,76,False
2010-04-16,72,False
2010-04-17,69,False
2010-04-18,50,False
2010-04-19,84,False
2010-04-20,93,False
2010-04-21,81,False
2010-04-22,70,False
2010-04-23,62,False
2010-04-24,70,False
2010-04-25,73,False
2010-04-26,60,False
2010-04-27,76,False
2010-04-28,87,False
2010-04-29,58,False
2010-04-30,77,False
2010-05-01,50,False
2010-05-02,87,False
2010-05-03,67,False
2010-05-04,79,False
2010-05-05,99,False
2010-05-06,75,False
2010-05-07,69,False
2010-05-08,68,False
2010-05-09,61,False
2010-05-10,65,False
2010-05-11,64,False
2010-05-12,100,False
2010-05-13,63,False
2010-05-14,64,False
2010-05-15,58,False
2010-05-16,76,False
2010-05-17,60,False
2010-05-18,74,False
2010-05-19,69,False
2010-05-20,61,False
2010-05-21,56,False
2010-05-22,79,False
2010-05-23,73,False
2010-05-24,72,False
2010-05-25,82,False
2010-05-26,76,False
2010-05-27,71,False
2010-05-28,69,False
2010-05-29,65,False
2010-05-30,71,False
2010-05-31,66,False
2010-06-01,77,False
2010-06-02,71,False
2010-06-03,72,False
2010-06-04,72,False
2010-06-05,92,False
2010-06-06,83,False
2010-06-07,71,False
2010-06-08,78,False
2010-06-09,76,False
2010-06-10,76,False
2010-06-11,86,False
2010-06-12,68,False
2010-06-13,61,False
2010-06-14,80,False
2010-06-15,84,False
2010-06-16,76,False
2010-06-17,73,False
2010-06-18,71,False
2010-06-19,67,False
2010-06-20,58,False
2010-06-21,71,False
2010-06-22,78,False
2010-06-23,64,False
2010-06-24,72,False
2010-06-25,63,False
2010-06-26,63,False
2010-06-27,73,False
2010-06-28,71,False
2010-06-29,84,False
2010-06-30,80,False
2010-07-01,62,False
2010-07-02,73,False
2010-07-03,80,False
2010-07-04,67,False
2010-07-05,51,False
2010-07-06,62,False
2010-07-07,68,False
2010-07-08,66,False
2010-07-09,62,False
2010-07-10,65,False
2010-07-11,65,False
2010-07-12,75,False
2010-07-13,65,False
2010-07-14,67,False
2010-07-15,63,False
2010-07-16,70,False
2010-07-17,53,False
2010-07-18,68,False
2010-07-19,68,False
2010-07-20,70,False
2010-07-21,61,False
2010-07-22,65,False
2010-07-23,67,False
2010-07-24,53,False
2010-07-25,24,False
2010-07-26,70,False
2010-07-27,72,False
2010-07-28,72,False
2010-07-29,61,False
2010-07-30,71,False
2010-07-31,69,False
2010-08-01,70,False
2010-08-02,81,False
2010-08-03,75,False
2010-08-04,57,False
2010-08-05,74,False
2010-08-06,70,False
2010-08-07,63,False
2010-08-08,47,False
2010-08-09,66,False
2010-08-10,85,False
2010-08-11,64,False
2010-08-12,72,False
2010-08-13,59,False
2010-08-14,60,False
2010-08-15,67,False
2010-08-16,76,False
2010-08-17,86,False
2010-08-18,80,False
2010-08-19,75,False
2010-08-20,92,False
2010-08-21,60,False
2010-08-22,69,False
2010-08-23,82,False
2010-08-24,72,False
2010-08-25,77,False
2010-08-26,93,False
2010-08-27,79,False
2010-08-28,65,False
2010-08-29,58,False
2010-08-30,64,False
2010-08-31,67,False
2010-09-01,89,False
2010-09-02,93,False
2010-09-03,74,False
2010-09-04,75,False
2010-09-05,60,False
2010-09-06,70,False
2010-09-07,59,False
2010-09-08,100,False
2010-09-09,77,False
2010-09-10,63,False
2010-09-11,53,False
2010-09-12,60,False
2010-09-13,67,False
2010-09-14,61,False
2010-09-15,72,False
2010-09-16,65,False
2010-09-17,81,False
2010-09-18,57,False
2010-09-19,58,False
2010-09-20,70,False
2010-09-21,64,False
2010-09-22,69,False
2010-09-23,56,False
2010-09-24,61,False
2010-09-25,57,False
2010-09-26,43,False
2010-09-27,63,False
2010-09-28,65,False
2010-09-29,68,False
2010-09-30,68,False
2010-10-01,57,False
2010-10-02,64,False
2010-10-03,62,False
2010-10-04,70,False
2010-10-05,68,False
2010-10-06,71,False
2010-10-07,51,False
2010-10-08,40,False
2010-10-09,74,False
2010-10-10,68,False
2010-10-11,64,False
2010-10-12,67,False
2010-10-13,67,False
2010-10-14,78,False
2010-10-15,56,False
2010-10-16,55,False
2010-10-17,56,False
2010-10-18,80,False
2010-10-19,77,False
2010-10-20,63,False
2010-10-21,64,False
2010-10-22,70,False
2010-10-23,58,False
2010-10-24,49,False
2010-10-25,55,False
2010-10-26,85,False
2010-10-27,72,False
2010-10-28,61,False
2010-10-29,64,False
2010-10-30,65,False
2010-10-31,56,False
2010-11-01,67,False
2010-11-02,71,False
2010-11-03,79,False
2010-11-04,61,False
2010-11-05,71,False
2010-11-06,61,False
2010-11-07,54,False
2010-11-08,81,False
2010-11-09,71,False
2010-11-10,67,False
2010-11-11,67,False
2010-11-12,59,False
2010-11-13,65,False
2010-11-14,62,False
2010-11-15,69,False
2010-11-16,64,False
2010-11-17,66,False
2010-11-18,62,False
2010-11-19,65,False
2010-11-20,73,False
2010-11-21,49,False
2010-11-22,60,False
2010-11-23,77,False
2010-11-24,60,False
2010-11-25,52,False
2010-11-26,57,False
2010-11-27,56,False
2010-11-28,65,False
2010-11-29,68,False
2010-11-30,51,False
2010-12-01,63,False
2010-12-02,71,False
2010-12-03,53,False
2010-12-04,72,False
2010-12-05,54,False
2010-12-06,55,False
2010-12-07,79,False
2010-12-08,64,False
2010-12-09,71,False
2010-12-10,60,False
2010-12-11,49,False
2010-12-12,57,False
2010-12-13,78,False
2010-12-14,72,False
2010-12-15,64,False
2010-12-16,66,False
2010-12-17,64,False
2010-12-18,71,False
2010-12-19,45,False
2010-12-20,63,False
2010-12-21,62,False
2010-12-22,55,False
2010-12-23,55,False
2010-12-24,60,False
2010-12-25,48,False
2010-12-26,55,False
2010-12-27,46,False
2010-12-28,56,False
2010-12-29,57,False
2010-12-30,67,False
2010-12-31,62,False
2011-01-01,70,False
2011-01-02,79,False
2011-01-03,77,False
2011-01-04,81,False
2011-01-05,83,False
2011-01-06,81,False
2011-01-07,75,False
2011-01-08,95,False
2011-01-09,74,False
2011-01-10,99,False
2011-01-11,100,False
2011-01-12,85,False
2011-01-13,68,False
2011-01-14,70,False
2011-01-15,70,False
2011-01-16,62,False
2011-01-17,68,False
2011-01-18,69,False
2011-01-19,90,False
2011-01-20,77,False
2011-01-21,50,False
2011-01-22,54,False
2011-01-23,49,False
2011-01-24,65,False
2011-01-25,80,False
2011-01-26,72,False
2011-01-27,78,False
2011-01-28,73,False
2011-01-29,67,False
2011-01-30,62,False
2011-01-31,67,False
2011-02-01,69,False
2011-02-02,89,False
2011-02-03,65,False
2011-02-04,63,False
2011-02-05,57,False
2011-02-06,69,False
2011-02-07,68,False
2011-02-08,67,False
2011-02-09,79,False
2011-02-10,63,False
2011-02-11,66,False
2011-02-12,80,False
2011-02-13,52,False
2011-02-14,72,False
2011-02-15,70,False
2011-02-16,75,False
2011-02-17,72,False
2011-02-18,80,False
2011-02-19,51,False
2011-02-20,64,False
2011-02-21,73,False
2011-02-22,81,False
2011-02-23,92,False
2011-02-24,71,False
2011-02-25,71,False
2011-02-26,69,False
2011-02-27,57,False
2011-02-28,93,False
2011-03-01,77,False
2011-03-02,90,False
2011-03-03,77,False
2011-03-04,70,False
2011-03-05,65,False
2011-03-06,65,False
2011-03-07,70,False
2011-03-08,71,False
2011-03-09,61,False
2011-03-10,78,False
2011-03-11,69,False
2011-03-12,72,False
2011-03-13,49,False
2011-03-14,87,False
2011-03-15,65,False
2011-03-16,74,False
2011-03-17,67,False
2011-03-18,63,False
2011-03-19,51,False
2011-03-20,77,False
2011-03-21,67,False
2011-03-22,66,False
2011-03-23,73,False
2011-03-24,74,False
2011-03-25,61,False
2011-03-26,64,False
2011-03-27,72,False
2011-03-28,63,False
2011-03-29,81,False
2011-03-30,66,False
2011-03-31,63,False
2011-04-01,70,False
2011-04-02,58,False
2011-04-03,62,False
2011-04-04,69,False
2011-04-05,82,False
2011-04-06,82,False
2011-04-07,73,False
2011-04-08,65,False
2011-04-09,61,False
2011-04-10,68,False
2011-04-11,74,False
2011-04-12,72,False
2011-04-13,81,False
2011-04-14,74,False
2011-04-15,72,False
2011-04-16,61,False
2011-04-17,73,False
2011-04-18,60,False
2011-04-19,71,False
2011-04-20,64,False
2011-04-21,69,False
2011-04-22,64,False
2011-04-23,66,False
2011-04-24,78,False
2011-04-25,78,False
2011-04-26,81,False
2011-04-27,69,False
2011-04-28,44,False
2011-04-29,69,False
2011-04-30,67,False
2011-05-01,71,False
2011-05-02,77,False
2011-05-03,78,False
2011-05-04,74,False
2011-05-05,68,False
2011-05-06,76,False
2011-05-07,60,False
2011-05-08,56,False
2011-05-09,74,False
2011-05-10,84,False
2011-05-11,88,False
2011-05-12,79,False
2011-05-13,61,False
2011-05-14,63,False
2011-05-15,59,False
2011-05-16,72,False
2011-05-17,84,False
2011-05-18,78,False
2011-05-19,79,False
2011-05-20,66,False
2011-05-21,82,False
2011-05-22,62,False
2011-05-23,77,False
2011-05-24,82,False
2011-05-25,69,False
2011-05-26,72,False
2011-05-27,74,False
2011-05-28,61,False
2011-05-29,60,False
2011-05-30,53,False
2011-05-31,82,False
2011-06-01,69,False
2011-06-02,69,False
2011-06-03,83,False
2011-06-04,66,False
2011-06-05,56,False
2011-06-06,79,False
2011-06-07,74,False
2011-06-08,70,False
2011-06-09,71,False
2011-06-10,75,False
2011-06-11,60,False
2011-06-12,70,False
2011-06-13,72,False
2011-06-14,86,False
2011-06-15,76,False
2011-06-16,74,False
2011-06-17,53,False
2011-06-18,74,False
2011-06-19,67,False
2011-06-20,72,False
2011-06-21,76,False
2011-06-22,88,False
2011-06-23,74,False
