date,GOOG,isPartial
2008-06-14,27,False
2008-06-15,29,False
2008-06-16,39,False
2008-06-17,32,False
2008-06-18,33,False
2008-06-19,34,False
2008-06-20,33,False
2008-06-21,34,False
2008-06-22,29,False
2008-06-23,35,False
2008-06-24,38,False
2008-06-25,34,False
2008-06-26,41,False
2008-06-27,34,False
2008-06-28,32,False
2008-06-29,26,False
2008-06-30,32,False
2008-07-01,53,False
2008-07-02,48,False
2008-07-03,49,False
2008-07-04,42,False
2008-07-05,41,False
2008-07-06,41,False
2008-07-07,48,False
2008-07-08,46,False
2008-07-09,50,False
2008-07-10,53,False
2008-07-11,53,False
2008-07-12,45,False
2008-07-13,41,False
2008-07-14,60,False
2008-07-15,49,False
2008-07-16,51,False
2008-07-17,75,False
2008-07-18,93,False
2008-07-19,57,False
2008-07-20,45,False
2008-07-21,50,False
2008-07-22,55,False
2008-07-23,55,False
2008-07-24,52,False
2008-07-25,53,False
2008-07-26,43,False
2008-07-27,42,False
2008-07-28,54,False
2008-07-29,50,False
2008-07-30,55,False
2008-07-31,52,False
2008-08-01,45,False
2008-08-02,43,False
2008-08-03,43,False
2008-08-04,45,False
2008-08-05,59,False
2008-08-06,53,False
2008-08-07,49,False
2008-08-08,46,False
2008-08-09,49,False
2008-08-10,51,False
2008-08-11,48,False
2008-08-12,43,False
2008-08-13,50,False
2008-08-14,51,False
2008-08-15,54,False
2008-08-16,46,False
2008-08-17,42,False
2008-08-18,47,False
2008-08-19,50,False
2008-08-20,48,False
2008-08-21,44,False
2008-08-22,49,False
2008-08-23,38,False
2008-08-24,41,False
2008-08-25,50,False
2008-08-26,45,False
2008-08-27,42,False
2008-08-28,48,False
2008-08-29,44,False
2008-08-30,41,False
2008-08-31,44,False
2008-09-01,38,False
2008-09-02,58,False
2008-09-03,62,False
2008-09-04,62,False
2008-09-05,61,False
2008-09-06,54,False
2008-09-07,52,False
2008-09-08,56,False
2008-09-09,55,False
2008-09-10,50,False
2008-09-11,52,False
2008-09-12,53,False
2008-09-13,45,False
2008-09-14,38,False
2008-09-15,58,False
2008-09-16,64,False
2008-09-17,54,False
2008-09-18,62,False
2008-09-19,55,False
2008-09-20,45,False
2008-09-21,42,False
2008-09-22,50,False
2008-09-23,55,False
2008-09-24,49,False
2008-09-25,53,False
2008-09-26,52,False
2008-09-27,42,False
2008-09-28,38,False
2008-09-29,72,False
2008-09-30,100,False
2008-10-01,97,False
2008-10-02,76,False
2008-10-03,65,False
2008-10-04,45,False
2008-10-05,43,False
2008-10-06,65,False
2008-10-07,64,False
2008-10-08,68,False
2008-10-09,73,False
2008-10-10,78,False
2008-10-11,47,False
2008-10-12,44,False
2008-10-13,68,False
2008-10-14,72,False
2008-10-15,67,False
2008-10-16,87,False
2008-10-17,90,False
2008-10-18,57,False
2008-10-19,49,False
2008-10-20,59,False
2008-10-21,63,False
2008-10-22,56,False
2008-10-23,59,False
2008-10-24,60,False
2008-10-25,44,False
2008-10-26,37,False
2008-10-27,54,False
2008-10-28,58,False
2008-10-29,60,False
2008-10-30,47,False
2008-10-31,53,False
2008-11-01,37,False
2008-11-02,36,False
2008-11-03,49,False
2008-11-04,51,False
2008-11-05,54,False
2008-11-06,60,False
2008-11-07,54,False
2008-11-08,49,False
2008-11-09,54,False
2008-11-10,56,False
2008-11-11,60,False
2008-11-12,71,False
2008-11-13,67,False
2008-11-14,58,False
2008-11-15,47,False
2008-11-16,41,False
2008-11-17,51,False
2008-11-18,50,False
2008-11-19,53,False
2008-11-20,62,False
2008-11-21,64,False
2008-11-22,50,False
2008-11-23,36,False
2008-11-24,56,False
2008-11-25,55,False
2008-11-26,54,False
2008-11-27,36,False
2008-11-28,41,False
2008-11-29,38,False
2008-11-30,34,False
2008-12-01,50,False
2008-12-02,49,False
2008-12-03,48,False
2008-12-04,48,False
2008-12-05,47,False
2008-12-06,36,False
2008-12-07,33,False
2008-12-08,48,False
2008-12-09,50,False
2008-12-10,47,False
2008-12-11,47,False
2008-12-12,55,False
2008-12-13,54,False
2008-12-14,36,False
2008-12-15,46,False
2008-12-16,55,False
2008-12-17,53,False
2008-12-18,51,False
2008-12-19,43,False
2008-12-20,38,False
2008-12-21,38,False
2008-12-22,48,False
2008-12-23,60,False
2008-12-24,51,False
2008-12-25,46,False
2008-12-26,44,False
2008-12-27,33,False
2008-12-28,35,False
2008-12-29,43,False
2008-12-30,45,False
2008-12-31,47,False
2009-01-01,54,False
2009-01-02,63,False
2009-01-03,58,False
2009-01-04,44,False
2009-01-05,57,False
2009-01-06,57,False
2009-01-07,56,False
2009-01-08,67,False
2009-01-09,71,False
2009-01-10,58,False
2009-01-11,66,False
2009-01-12,56,False
2009-01-13,63,False
2009-01-14,71,False
2009-01-15,74,False
2009-01-16,75,False
2009-01-17,59,False
2009-01-18,60,False
2009-01-19,47,False
2009-01-20,59,False
2009-01-21,75,False
2009-01-22,81,False
2009-01-23,92,False
2009-01-24,72,False
2009-01-25,60,False
2009-01-26,72,False
2009-01-27,68,False
2009-01-28,61,False
2009-01-29,78,False
2009-01-30,65,False
2009-01-31,70,False
2009-02-01,63,False
2009-02-02,67,False
2009-02-03,65,False
2009-02-04,67,False
2009-02-05,73,False
2009-02-06,75,False
2009-02-07,73,False
2009-02-08,65,False
2009-02-09,68,False
2009-02-10,75,False
2009-02-11,66,False
2009-02-12,71,False
2009-02-13,67,False
2009-02-14,67,False
2009-02-15,63,False
2009-02-16,58,False
2009-02-17,72,False
2009-02-18,72,False
2009-02-19,68,False
2009-02-20,75,False
2009-02-21,64,False
2009-02-22,71,False
2009-02-23,73,False
2009-02-24,77,False
2009-02-25,69,False
2009-02-26,69,False
2009-02-27,66,False
2009-02-28,72,False
2009-03-01,63,False
2009-03-02,63,False
2009-03-03,63,False
2009-03-04,68,False
2009-03-05,70,False
2009-03-06,69,False
2009-03-07,44,False
2009-03-08,52,False
2009-03-09,65,False
2009-03-10,65,False
2009-03-11,73,False
2009-03-12,77,False
2009-03-13,81,False
2009-03-14,69,False
2009-03-15,61,False
2009-03-16,68,False
2009-03-17,71,False
2009-03-18,63,False
2009-03-19,70,False
2009-03-20,77,False
2009-03-21,70,False
2009-03-22,55,False
2009-03-23,78,False
2009-03-24,77,False
2009-03-25,75,False
2009-03-26,76,False
2009-03-27,76,False
2009-03-28,61,False
2009-03-29,56,False
2009-03-30,73,False
2009-03-31,73,False
2009-04-01,71,False
2009-04-02,77,False
2009-04-03,84,False
2009-04-04,68,False
2009-04-05,64,False
2009-04-06,75,False
2009-04-07,76,False
2009-04-08,64,False
2009-04-09,70,False
2009-04-10,74,False
2009-04-11,66,False
2009-04-12,70,False
2009-04-13,77,False
2009-04-14,79,False
2009-04-15,78,False
2009-04-16,100,False
2009-04-17,96,False
2009-04-18,74,False
2009-04-19,64,False
2009-04-20,75,False
2009-04-21,75,False
2009-04-22,74,False
2009-04-23,71,False
2009-04-24,75,False
2009-04-25,68,False
2009-04-26,65,False
2009-04-27,73,False
2009-04-28,67,False
2009-04-29,73,False
2009-04-30,73,False
2009-05-01,84,False
2009-05-02,65,False
2009-05-03,68,False
2009-05-04,71,False
2009-05-05,71,False
2009-05-06,69,False
2009-05-07,74,False
2009-05-08,78,False
2009-05-09,70,False
2009-05-10,67,False
2009-05-11,67,False
2009-05-12,69,False
2009-05-13,77,False
2009-05-14,69,False
2009-05-15,73,False
2009-05-16,69,False
2009-05-17,58,False
2009-05-18,64,False
2009-05-19,66,False
2009-05-20,68,False
2009-05-21,74,False
2009-05-22,66,False
2009-05-23,61,False
2009-05-24,59,False
2009-05-25,55,False
2009-05-26,65,False
2009-05-27,67,False
2009-05-28,67,False
2009-05-29,71,False
2009-05-30,68,False
2009-05-31,66,False
2009-06-01,73,False
2009-06-02,67,False
2009-06-03,68,False
2009-06-04,69,False
2009-06-05,74,False
2009-06-06,69,False
2009-06-07,60,False
2009-06-08,67,False
2009-06-09,72,False
2009-06-10,66,False
2009-06-11,65,False
2009-06-12,74,False
2009-06-13,70,False
2009-06-14,70,False
2009-06-15,69,False
2009-06-16,67,False
2009-06-17,62,False
2009-06-18,66,False
2009-06-19,70,False
2009-06-20,66,False
2009-06-21,69,False
2009-06-22,66,False
2009-06-23,66,False
2009-06-24,67,False
2009-06-25,70,False
2009-06-26,69,False
2009-06-27,64,False
2009-06-28,63,False
2009-06-29,64,False
2009-06-30,61,False
2009-07-01,70,False
2009-07-02,70,False
2009-07-03,61,False
2009-07-04,63,False
2009-07-05,56,False
2009-07-06,67,False
2009-07-07,69,False
2009-07-08,71,False
2009-07-09,76,False
2009-07-10,74,False
2009-07-11,73,False
2009-07-12,67,False
2009-07-13,71,False
2009-07-14,75,False
2009-07-15,74,False
2009-07-16,83,False
2009-07-17,95,False
2009-07-18,72,False
2009-07-19,67,False
2009-07-20,73,False
2009-07-21,71,False
2009-07-22,74,False
2009-07-23,74,False
2009-07-24,75,False
2009-07-25,68,False
2009-07-26,71,False
2009-07-27,69,False
2009-07-28,76,False
2009-07-29,76,False
2009-07-30,73,False
2009-07-31,77,False
2009-08-01,71,False
2009-08-02,71,False
2009-08-03,75,False
2009-08-04,71,False
2009-08-05,71,False
2009-08-06,68,False
2009-08-07,71,False
2009-08-08,59,False
2009-08-09,67,False
2009-08-10,68,False
2009-08-11,67,False
2009-08-12,79,False
2009-08-13,72,False
2009-08-14,73,False
2009-08-15,67,False
2009-08-16,64,False
2009-08-17,64,False
2009-08-18,70,False
2009-08-19,69,False
2009-08-20,66,False
2009-08-21,72,False
2009-08-22,75,False
2009-08-23,71,False
2009-08-24,66,False
2009-08-25,72,False
2009-08-26,66,False
2009-08-27,62,False
2009-08-28,63,False
2009-08-29,72,False
2009-08-30,58,False
2009-08-31,67,False
2009-09-01,74,False
2009-09-02,67,False
2009-09-03,64,False
2009-09-04,67,False
2009-09-05,69,False
2009-09-06,71,False
2009-09-07,64,False
2009-09-08,68,False
2009-09-09,57,False
2009-09-10,68,False
2009-09-11,67,False
2009-09-12,66,False
2009-09-13,66,False
2009-09-14,62,False
2009-09-15,60,False
2009-09-16,79,False
2009-09-17,74,False
2009-09-18,70,False
2009-09-19,68,False
2009-09-20,76,False
2009-09-21,75,False
2009-09-22,78,False
2009-09-23,71,False
2009-09-24,76,False
2009-09-25,76,False
2009-09-26,74,False
2009-09-27,77,False
2009-09-28,69,False
2009-09-29,75,False
2009-09-30,77,False
2009-10-01,74,False
2009-10-02,79,False
2009-10-03,70,False
2009-10-04,75,False
2009-10-05,68,False
2009-10-06,76,False
2009-10-07,83,False
2009-10-08,82,False
2009-10-09,78,False
2009-10-10,74,False
2009-10-11,79,False
2009-10-12,85,False
2009-10-13,79,False
2009-10-14,86,False
2009-10-15,93,False
2009-10-16,100,False
2009-10-17,86,False
2009-10-18,80,False
2009-10-19,85,False
2009-10-20,80,False
2009-10-21,86,False
2009-10-22,87,False
2009-10-23,81,False
2009-10-24,82,False
2009-10-25,76,False
2009-10-26,70,False
2009-10-27,82,False
2009-10-28,83,False
2009-10-29,85,False
2009-10-30,77,False
2009-10-31,86,False
2009-11-01,78,False
2009-11-02,85,False
2009-11-03,81,False
2009-11-04,77,False
2009-11-05,72,False
2009-11-06,79,False
2009-11-07,77,False
2009-11-08,77,False
2009-11-09,84,False
2009-11-10,79,False
2009-11-11,88,False
2009-11-12,84,False
2009-11-13,91,False
2009-11-14,87,False
2009-11-15,83,False
2009-11-16,89,False
2009-11-17,79,False
2009-11-18,85,False
2009-11-19,89,False
2009-11-20,80,False
2009-11-21,78,False
2009-11-22,78,False
2009-11-23,83,False
2009-11-24,79,False
2009-11-25,76,False
2009-11-26,74,False
2009-11-27,80,False
2009-11-28,79,False
2009-11-29,82,False
2009-11-30,78,False
2009-12-01,83,False
2009-12-02,76,False
2009-12-03,82,False
2009-12-04,88,False
2009-12-05,86,False
2009-12-06,79,False
2009-12-07,83,False
2009-12-08,86,False
2009-12-09,83,False
2009-12-10,85,False
2009-12-11,83,False
2009-12-12,78,False
2009-12-13,85,False
2009-12-14,84,False
2009-12-15,90,False
2009-12-16,83,False
2009-12-17,78,False
2009-12-18,89,False
2009-12-19,86,False
2009-12-20,87,False
2009-12-21,84,False
2009-12-22,84,False
2009-12-23,84,False
2009-12-24,92,False
2009-12-25,92,False
2009-12-26,93,False
2009-12-27,82,False
2009-12-28,88,False
2009-12-29,85,False
2009-12-30,87,False
2009-12-31,90,False
2010-01-01,78,False
2010-01-02,69,False
2010-01-03,63,False
2010-01-04,70,False
2010-01-05,81,False
2010-01-06,74,False
2010-01-07,74,False
2010-01-08,77,False
2010-01-09,71,False
2010-01-10,72,False
2010-01-11,62,False
2010-01-12,68,False
2010-01-13,87,False
2010-01-14,77,False
2010-01-15,74,False
2010-01-16,78,False
2010-01-17,69,False
2010-01-18,63,False
2010-01-19,70,False
2010-01-20,74,False
2010-01-21,77,False
2010-01-22,92,False
2010-01-23,78,False
2010-01-24,74,False
2010-01-25,75,False
2010-01-26,74,False
2010-01-27,71,False
2010-01-28,74,False
2010-01-29,73,False
2010-01-30,68,False
2010-01-31,76,False
2010-02-01,68,False
2010-02-02,73,False
2010-02-03,73,False
2010-02-04,70,False
2010-02-05,75,False
2010-02-06,74,False
2010-02-07,68,False
2010-02-08,73,False
2010-02-09,69,False
2010-02-10,71,False
2010-02-11,74,False
2010-02-12,70,False
2010-02-13,78,False
2010-02-14,70,False
2010-02-15,71,False
2010-02-16,73,False
2010-02-17,71,False
2010-02-18,70,False
2010-02-19,72,False
2010-02-20,71,False
2010-02-21,69,False
2010-02-22,71,False
2010-02-23,69,False
2010-02-24,67,False
2010-02-25,67,False
2010-02-26,72,False
2010-02-27,74,False
2010-02-28,70,False
2010-03-01,68,False
2010-03-02,69,False
2010-03-03,68,False
2010-03-04,69,False
2010-03-05,72,False
2010-03-06,72,False
2010-03-07,71,False
2010-03-08,70,False
2010-03-09,71,False
2010-03-10,66,False
2010-03-11,71,False
2010-03-12,77,False
2010-03-13,73,False
2010-03-14,66,False
2010-03-15,72,False
2010-03-16,74,False
2010-03-17,67,False
2010-03-18,71,False
2010-03-19,75,False
2010-03-20,69,False
2010-03-21,76,False
2010-03-22,70,False
2010-03-23,75,False
2010-03-24,80,False
2010-03-25,84,False
2010-03-26,69,False
2010-03-27,80,False
2010-03-28,75,False
2010-03-29,72,False
2010-03-30,68,False
2010-03-31,68,False
2010-04-01,80,False
2010-04-02,82,False
2010-04-03,79,False
2010-04-04,76,False
2010-04-05,75,False
2010-04-06,76,False
2010-04-07,73,False
2010-04-08,74,False
2010-04-09,71,False
2010-04-10,78,False
2010-04-11,75,False
2010-04-12,75,False
2010-04-13,72,False
2010-04-14,82,False
2010-04-15,92,False
2010-04-16,100,False
2010-04-17,83,False
2010-04-18,78,False
2010-04-19,86,False
2010-04-20,71,False
2010-04-21,72,False
2010-04-22,75,False
2010-04-23,80,False
2010-04-24,82,False
2010-04-25,72,False
2010-04-26,70,False
2010-04-27,73,False
2010-04-28,72,False
2010-04-29,76,False
2010-04-30,72,False
2010-05-01,81,False
2010-05-02,76,False
2010-05-03,73,False
2010-05-04,71,False
2010-05-05,75,False
2010-05-06,88,False
2010-05-07,90,False
2010-05-08,76,False
2010-05-09,73,False
2010-05-10,83,False
2010-05-11,74,False
2010-05-12,73,False
2010-05-13,80,False
2010-05-14,82,False
2010-05-15,77,False
2010-05-16,76,False
2010-05-17,81,False
2010-05-18,74,False
2010-05-19,77,False
2010-05-20,78,False
2010-05-21,95,False
2010-05-22,94,False
2010-05-23,81,False
2010-05-24,75,False
2010-05-25,76,False
2010-05-26,74,False
2010-05-27,76,False
2010-05-28,79,False
2010-05-29,77,False
2010-05-30,74,False
2010-05-31,63,False
2010-06-01,83,False
2010-06-02,76,False
2010-06-03,73,False
2010-06-04,78,False
2010-06-05,79,False
2010-06-06,79,False
2010-06-07,77,False
2010-06-08,73,False
2010-06-09,66,False
2010-06-10,79,False
2010-06-11,70,False
2010-06-12,79,False
2010-06-13,77,False
2010-06-14,73,False
2010-06-15,72,False
2010-06-16,74,False
2010-06-17,71,False
2010-06-18,74,False
2010-06-19,82,False
2010-06-20,74,False
2010-06-21,77,False
2010-06-22,86,False
2010-06-23,74,False
2010-06-24,78,False
2010-06-25,74,False
2010-06-26,83,False
2010-06-27,80,False
2010-06-28,73,False
2010-06-29,76,False
2010-06-30,77,False
2010-07-01,56,False
2010-07-02,60,False
2010-07-03,61,False
2010-07-04,60,False
2010-07-05,53,False
2010-07-06,58,False
2010-07-07,62,False
2010-07-08,53,False
2010-07-09,70,False
2010-07-10,62,False
2010-07-11,64,False
2010-07-12,54,False
2010-07-13,64,False
2010-07-14,63,False
2010-07-15,68,False
2010-07-16,67,False
2010-07-17,64,False
2010-07-18,64,False
2010-07-19,60,False
2010-07-20,63,False
2010-07-21,65,False
2010-07-22,63,False
2010-07-23,62,False
2010-07-24,57,False
2010-07-25,63,False
2010-07-26,64,False
2010-07-27,62,False
2010-07-28,63,False
2010-07-29,65,False
2010-07-30,65,False
2010-07-31,66,False
2010-08-01,64,False
2010-08-02,61,False
2010-08-03,62,False
2010-08-04,63,False
2010-08-05,65,False
2010-08-06,63,False
2010-08-07,63,False
2010-08-08,61,False
2010-08-09,59,False
2010-08-10,62,False
2010-08-11,61,False
2010-08-12,61,False
2010-08-13,66,False
2010-08-14,65,False
2010-08-15,65,False
2010-08-16,61,False
2010-08-17,64,False
2010-08-18,61,False
2010-08-19,61,False
2010-08-20,63,False
2010-08-21,68,False
2010-08-22,64,False
2010-08-23,63,False
2010-08-24,63,False
2010-08-25,59,False
2010-08-26,64,False
2010-08-27,60,False
2010-08-28,63,False
2010-08-29,63,False
2010-08-30,59,False
2010-08-31,60,False
2010-09-01,62,False
2010-09-02,65,False
2010-09-03,60,False
2010-09-04,63,False
2010-09-05,65,False
2010-09-06,60,False
2010-09-07,67,False
2010-09-08,69,False
2010-09-09,66,False
2010-09-10,68,False
2010-09-11,65,False
2010-09-12,68,False
2010-09-13,64,False
2010-09-14,63,False
2010-09-15,64,False
2010-09-16,68,False
2010-09-17,67,False
2010-09-18,62,False
2010-09-19,69,False
2010-09-20,68,False
2010-09-21,67,False
2010-09-22,74,False
2010-09-23,70,False
2010-09-24,69,False
2010-09-25,68,False
2010-09-26,69,False
2010-09-27,69,False
2010-09-28,70,False
2010-09-29,69,False
2010-09-30,69,False
2010-10-01,68,False
2010-10-02,71,False
2010-10-03,66,False
2010-10-04,71,False
2010-10-05,69,False
2010-10-06,70,False
2010-10-07,71,False
2010-10-08,73,False
2010-10-09,78,False
2010-10-10,76,False
2010-10-11,71,False
2010-10-12,71,False
2010-10-13,72,False
2010-10-14,88,False
2010-10-15,100,False
2010-10-16,82,False
2010-10-17,78,False
2010-10-18,78,False
2010-10-19,78,False
2010-10-20,72,False
2010-10-21,76,False
2010-10-22,71,False
2010-10-23,76,False
2010-10-24,74,False
2010-10-25,75,False
2010-10-26,74,False
2010-10-27,75,False
2010-10-28,79,False
2010-10-29,76,False
2010-10-30,74,False
2010-10-31,77,False
2010-11-01,77,False
2010-11-02,78,False
2010-11-03,76,False
2010-11-04,80,False
2010-11-05,76,False
2010-11-06,76,False
2010-11-07,76,False
2010-11-08,72,False
2010-11-09,77,False
2010-11-10,79,False
2010-11-11,73,False
2010-11-12,76,False
2010-11-13,77,False
2010-11-14,77,False
2010-11-15,75,False
2010-11-16,77,False
2010-11-17,75,False
2010-11-18,78,False
2010-11-19,79,False
2010-11-20,79,False
2010-11-21,76,False
2010-11-22,71,False
2010-11-23,77,False
2010-11-24,71,False
2010-11-25,74,False
2010-11-26,73,False
2010-11-27,78,False
2010-11-28,77,False
2010-11-29,74,False
2010-11-30,75,False
2010-12-01,76,False
2010-12-02,80,False
2010-12-03,77,False
2010-12-04,80,False
2010-12-05,81,False
2010-12-06,78,False
2010-12-07,78,False
2010-12-08,79,False
2010-12-09,77,False
2010-12-10,81,False
2010-12-11,79,False
2010-12-12,79,False
2010-12-13,77,False
2010-12-14,74,False
2010-12-15,77,False
2010-12-16,77,False
2010-12-17,77,False
2010-12-18,80,False
2010-12-19,78,False
2010-12-20,75,False
2010-12-21,78,False
2010-12-22,71,False
2010-12-23,79,False
2010-12-24,86,False
2010-12-25,95,False
2010-12-26,86,False
2010-12-27,81,False
2010-12-28,78,False
2010-12-29,84,False
2010-12-30,84,False
2010-12-31,86,False
2011-01-01,88,False
2011-01-02,87,False
2011-01-03,78,False
2011-01-04,79,False
2011-01-05,81,False
2011-01-06,79,False
2011-01-07,82,False
2011-01-08,78,False
2011-01-09,86,False
2011-01-10,80,False
2011-01-11,81,False
2011-01-12,81,False
2011-01-13,75,False
2011-01-14,81,False
2011-01-15,88,False
2011-01-16,90,False
2011-01-17,78,False
2011-01-18,79,False
2011-01-19,84,False
2011-01-20,90,False
2011-01-21,94,False
2011-01-22,94,False
2011-01-23,81,False
2011-01-24,82,False
2011-01-25,81,False
2011-01-26,81,False
2011-01-27,80,False
2011-01-28,81,False
2011-01-29,92,False
2011-01-30,85,False
2011-01-31,91,False
2011-02-01,84,False
2011-02-02,84,False
2011-02-03,90,False
2011-02-04,84,False
2011-02-05,94,False
2011-02-06,91,False
2011-02-07,92,False
2011-02-08,89,False
2011-02-09,83,False
2011-02-10,81,False
2011-02-11,83,False
2011-02-12,89,False
2011-02-13,88,False
2011-02-14,80,False
2011-02-15,81,False
2011-02-16,80,False
2011-02-17,85,False
2011-02-18,85,False
2011-02-19,84,False
2011-02-20,82,False
2011-02-21,77,False
2011-02-22,81,False
2011-02-23,79,False
2011-02-24,82,False
2011-02-25,80,False
2011-02-26,85,False
2011-02-27,91,False
2011-02-28,82,False
2011-03-01,80,False
2011-03-02,78,False
2011-03-03,81,False
2011-03-04,80,False
2011-03-05,89,False
2011-03-06,84,False
2011-03-07,82,False
2011-03-08,83,False
2011-03-09,79,False
2011-03-10,80,False
2011-03-11,78,False
2011-03-12,84,False
2011-03-13,87,False
2011-03-14,79,False
2011-03-15,77,False
2011-03-16,76,False
2011-03-17,76,False
2011-03-18,79,False
2011-03-19,83,False
2011-03-20,79,False
2011-03-21,77,False
2011-03-22,78,False
2011-03-23,79,False
2011-03-24,79,False
2011-03-25,78,False
2011-03-26,86,False
2011-03-27,82,False
2011-03-28,78,False
2011-03-29,79,False
2011-03-30,77,False
2011-03-31,78,False
2011-04-01,81,False
2011-04-02,86,False
2011-04-03,80,False
2011-04-04,83,False
2011-04-05,84,False
2011-04-06,80,False
2011-04-07,77,False
2011-04-08,84,False
2011-04-09,84,False
2011-04-10,85,False
2011-04-11,78,False
2011-04-12,81,False
2011-04-13,79,False
2011-04-14,89,False
2011-04-15,99,False
2011-04-16,94,False
2011-04-17,83,False
2011-04-18,87,False
2011-04-19,82,False
2011-04-20,84,False
2011-04-21,84,False
2011-04-22,86,False
2011-04-23,90,False
2011-04-24,84,False
2011-04-25,82,False
2011-04-26,81,False
2011-04-27,80,False
2011-04-28,86,False
2011-04-29,82,False
2011-04-30,86,False
2011-05-01,86,False
2011-05-02,89,False
2011-05-03,81,False
2011-05-04,79,False
2011-05-05,82,False
2011-05-06,83,False
2011-05-07,90,False
2011-05-08,86,False
2011-05-09,85,False
2011-05-10,82,False
2011-05-11,82,False
2011-05-12,81,False
2011-05-13,84,False
2011-05-14,87,False
2011-05-15,83,False
2011-05-16,82,False
2011-05-17,79,False
2011-05-18,81,False
2011-05-19,83,False
2011-05-20,81,False
2011-05-21,95,False
2011-05-22,86,False
2011-05-23,87,False
2011-05-24,81,False
2011-05-25,79,False
2011-05-26,82,False
2011-05-27,84,False
2011-05-28,84,False
2011-05-29,88,False
2011-05-30,80,False
2011-05-31,82,False
2011-06-01,76,False
2011-06-02,86,False
2011-06-03,83,False
2011-06-04,83,False
2011-06-05,90,False
2011-06-06,82,False
2011-06-07,81,False
2011-06-08,83,False
2011-06-09,100,False
2011-06-10,92,False
2011-06-11,85,False
2011-06-12,91,False
2011-06-13,88,False
2011-06-14,90,False
2011-06-15,84,False
2011-06-16,88,False
2011-06-17,87,False
2011-06-18,90,False
2011-06-19,92,False
2011-06-20,84,False
2011-06-21,88,False
2011-06-22,85,False
2011-06-23,92,False
