date,QCOM,isPartial
2008-06-07,0,False
2008-06-08,0,False
2008-06-09,0,False
2008-06-10,0,False
2008-06-11,0,False
2008-06-12,46,False
2008-06-13,50,False
2008-06-14,0,False
2008-06-15,0,False
2008-06-16,54,False
2008-06-17,0,False
2008-06-18,0,False
2008-06-19,0,False
2008-06-20,0,False
2008-06-21,0,False
2008-06-22,0,False
2008-06-23,0,False
2008-06-24,0,False
2008-06-25,0,False
2008-06-26,46,False
2008-06-27,0,False
2008-06-28,0,False
2008-06-29,0,False
2008-06-30,0,False
2008-07-01,0,False
2008-07-02,0,False
2008-07-03,0,False
2008-07-04,0,False
2008-07-05,0,False
2008-07-06,0,False
2008-07-07,0,False
2008-07-08,0,False
2008-07-09,0,False
2008-07-10,0,False
2008-07-11,0,False
2008-07-12,0,False
2008-07-13,0,False
2008-07-14,31,False
2008-07-15,0,False
2008-07-16,0,False
2008-07-17,0,False
2008-07-18,0,False
2008-07-19,0,False
2008-07-20,0,False
2008-07-21,0,False
2008-07-22,30,False
2008-07-23,55,False
2008-07-24,100,False
2008-07-25,54,False
2008-07-26,0,False
2008-07-27,0,False
2008-07-28,0,False
2008-07-29,0,False
2008-07-30,36,False
2008-07-31,36,False
2008-08-01,32,False
2008-08-02,0,False
2008-08-03,0,False
2008-08-04,47,False
2008-08-05,0,False
2008-08-06,0,False
2008-08-07,0,False
2008-08-08,33,False
2008-08-09,0,False
2008-08-10,0,False
2008-08-11,0,False
2008-08-12,0,False
2008-08-13,0,False
2008-08-14,33,False
2008-08-15,0,False
2008-08-16,0,False
2008-08-17,40,False
2008-08-18,0,False
2008-08-19,0,False
2008-08-20,0,False
2008-08-21,0,False
2008-08-22,0,False
2008-08-23,0,False
2008-08-24,0,False
2008-08-25,0,False
2008-08-26,0,False
2008-08-27,0,False
2008-08-28,0,False
2008-08-29,0,False
2008-08-30,0,False
2008-08-31,0,False
2008-09-01,0,False
2008-09-02,0,False
2008-09-03,30,False
2008-09-04,30,False
2008-09-05,0,False
2008-09-06,0,False
2008-09-07,0,False
2008-09-08,37,False
2008-09-09,0,False
2008-09-10,0,False
2008-09-11,0,False
2008-09-12,0,False
2008-09-13,0,False
2008-09-14,0,False
2008-09-15,0,False
2008-09-16,0,False
2008-09-17,0,False
2008-09-18,0,False
2008-09-19,38,False
2008-09-20,0,False
2008-09-21,0,False
2008-09-22,0,False
2008-09-23,0,False
2008-09-24,0,False
2008-09-25,0,False
2008-09-26,27,False
2008-09-27,0,False
2008-09-28,0,False
2008-09-29,0,False
2008-09-30,35,False
2008-10-01,0,False
2008-10-02,0,False
2008-10-03,0,False
2008-10-04,0,False
2008-10-05,0,False
2008-10-06,0,False
2008-10-07,28,False
2008-10-08,0,False
2008-10-09,32,False
2008-10-10,31,False
2008-10-11,0,False
2008-10-12,0,False
2008-10-13,0,False
2008-10-14,0,False
2008-10-15,30,False
2008-10-16,42,False
2008-10-17,0,False
2008-10-18,0,False
2008-10-19,0,False
2008-10-20,0,False
2008-10-21,25,False
2008-10-22,0,False
2008-10-23,27,False
2008-10-24,0,False
2008-10-25,0,False
2008-10-26,0,False
2008-10-27,27,False
2008-10-28,0,False
2008-10-29,34,False
2008-10-30,0,False
2008-10-31,0,False
2008-11-01,0,False
2008-11-02,0,False
2008-11-03,0,False
2008-11-04,36,False
2008-11-05,0,False
2008-11-06,32,False
2008-11-07,0,False
2008-11-08,0,False
2008-11-09,0,False
2008-11-10,24,False
2008-11-11,0,False
2008-11-12,0,False
2008-11-13,0,False
2008-11-14,0,False
2008-11-15,0,False
2008-11-16,0,False
2008-11-17,0,False
2008-11-18,0,False
2008-11-19,0,False
2008-11-20,0,False
2008-11-21,0,False
2008-11-22,0,False
2008-11-23,0,False
2008-11-24,0,False
2008-11-25,0,False
2008-11-26,0,False
2008-11-27,0,False
2008-11-28,0,False
2008-11-29,0,False
2008-11-30,0,False
2008-12-01,0,False
2008-12-02,0,False
2008-12-03,0,False
2008-12-04,34,False
2008-12-05,0,False
2008-12-06,0,False
2008-12-07,0,False
2008-12-08,0,False
2008-12-09,0,False
2008-12-10,0,False
2008-12-11,0,False
2008-12-12,31,False
2008-12-13,0,False
2008-12-14,0,False
2008-12-15,0,False
2008-12-16,0,False
2008-12-17,0,False
2008-12-18,0,False
2008-12-19,0,False
2008-12-20,0,False
2008-12-21,0,False
2008-12-22,0,False
2008-12-23,0,False
2008-12-24,0,False
2008-12-25,0,False
2008-12-26,0,False
2008-12-27,0,False
2008-12-28,0,False
2008-12-29,0,False
2008-12-30,0,False
2008-12-31,0,False
2009-01-01,0,False
2009-01-02,0,False
2009-01-03,0,False
2009-01-04,0,False
2009-01-05,0,False
2009-01-06,85,False
2009-01-07,0,False
2009-01-08,0,False
2009-01-09,0,False
2009-01-10,0,False
2009-01-11,0,False
2009-01-12,0,False
2009-01-13,0,False
2009-01-14,0,False
2009-01-15,0,False
2009-01-16,0,False
2009-01-17,0,False
2009-01-18,0,False
2009-01-19,0,False
2009-01-20,0,False
2009-01-21,0,False
2009-01-22,0,False
2009-01-23,0,False
2009-01-24,0,False
2009-01-25,0,False
2009-01-26,0,False
2009-01-27,0,False
2009-01-28,0,False
2009-01-29,87,False
2009-01-30,75,False
2009-01-31,0,False
2009-02-01,0,False
2009-02-02,0,False
2009-02-03,65,False
2009-02-04,0,False
2009-02-05,63,False
2009-02-06,0,False
2009-02-07,0,False
2009-02-08,0,False
2009-02-09,0,False
2009-02-10,0,False
2009-02-11,0,False
2009-02-12,0,False
2009-02-13,0,False
2009-02-14,0,False
2009-02-15,0,False
2009-02-16,0,False
2009-02-17,0,False
2009-02-18,0,False
2009-02-19,0,False
2009-02-20,0,False
2009-02-21,0,False
2009-02-22,0,False
2009-02-23,0,False
2009-02-24,0,False
2009-02-25,72,False
2009-02-26,0,False
2009-02-27,0,False
2009-02-28,0,False
2009-03-01,0,False
2009-03-02,0,False
2009-03-03,0,False
2009-03-04,0,False
2009-03-05,0,False
2009-03-06,0,False
2009-03-07,0,False
2009-03-08,0,False
2009-03-09,0,False
2009-03-10,68,False
2009-03-11,0,False
2009-03-12,0,False
2009-03-13,0,False
2009-03-14,0,False
2009-03-15,0,False
2009-03-16,0,False
2009-03-17,0,False
2009-03-18,0,False
2009-03-19,0,False
2009-03-20,0,False
2009-03-21,0,False
2009-03-22,0,False
2009-03-23,0,False
2009-03-24,0,False
2009-03-25,0,False
2009-03-26,0,False
2009-03-27,65,False
2009-03-28,0,False
2009-03-29,0,False
2009-03-30,0,False
2009-03-31,0,False
2009-04-01,0,False
2009-04-02,0,False
2009-04-03,0,False
2009-04-04,0,False
2009-04-05,0,False
2009-04-06,0,False
2009-04-07,0,False
2009-04-08,0,False
2009-04-09,0,False
2009-04-10,0,False
2009-04-11,0,False
2009-04-12,0,False
2009-04-13,100,False
2009-04-14,0,False
2009-04-15,0,False
2009-04-16,0,False
2009-04-17,69,False
2009-04-18,0,False
2009-04-19,0,False
2009-04-20,0,False
2009-04-21,0,False
2009-04-22,0,False
2009-04-23,0,False
2009-04-24,0,False
2009-04-25,0,False
2009-04-26,0,False
2009-04-27,94,False
2009-04-28,62,False
2009-04-29,0,False
2009-04-30,68,False
2009-05-01,0,False
2009-05-02,0,False
2009-05-03,0,False
2009-05-04,0,False
2009-05-05,0,False
2009-05-06,0,False
2009-05-07,0,False
2009-05-08,0,False
2009-05-09,0,False
2009-05-10,0,False
2009-05-11,67,False
2009-05-12,0,False
2009-05-13,0,False
2009-05-14,0,False
2009-05-15,0,False
2009-05-16,0,False
2009-05-17,0,False
2009-05-18,0,False
2009-05-19,0,False
2009-05-20,0,False
2009-05-21,0,False
2009-05-22,0,False
2009-05-23,0,False
2009-05-24,0,False
2009-05-25,0,False
2009-05-26,0,False
2009-05-27,0,False
2009-05-28,0,False
2009-05-29,0,False
2009-05-30,0,False
2009-05-31,0,False
2009-06-01,95,False
2009-06-02,0,False
2009-06-03,0,False
2009-06-04,0,False
2009-06-05,0,False
2009-06-06,0,False
2009-06-07,0,False
2009-06-08,0,False
2009-06-09,0,False
2009-06-10,0,False
2009-06-11,0,False
2009-06-12,0,False
2009-06-13,0,False
2009-06-14,0,False
2009-06-15,0,False
2009-06-16,0,False
2009-06-17,0,False
2009-06-18,75,False
2009-06-19,0,False
2009-06-20,0,False
2009-06-21,0,False
2009-06-22,0,False
2009-06-23,0,False
2009-06-24,0,False
2009-06-25,0,False
2009-06-26,0,False
2009-06-27,0,False
2009-06-28,0,False
2009-06-29,0,False
2009-06-30,0,False
2009-07-01,0,False
2009-07-02,0,False
2009-07-03,0,False
2009-07-04,0,False
2009-07-05,0,False
2009-07-06,0,False
2009-07-07,0,False
2009-07-08,61,False
2009-07-09,0,False
2009-07-10,0,False
2009-07-11,0,False
2009-07-12,0,False
2009-07-13,0,False
2009-07-14,0,False
2009-07-15,0,False
2009-07-16,0,False
2009-07-17,0,False
2009-07-18,0,False
2009-07-19,0,False
2009-07-20,0,False
2009-07-21,0,False
2009-07-22,100,False
2009-07-23,81,False
2009-07-24,0,False
2009-07-25,0,False
2009-07-26,0,False
2009-07-27,79,False
2009-07-28,0,False
2009-07-29,0,False
2009-07-30,0,False
2009-07-31,0,False
2009-08-01,0,False
2009-08-02,0,False
2009-08-03,73,False
2009-08-04,0,False
2009-08-05,0,False
2009-08-06,0,False
2009-08-07,0,False
2009-08-08,0,False
2009-08-09,0,False
2009-08-10,0,False
2009-08-11,70,False
2009-08-12,0,False
2009-08-13,0,False
2009-08-14,0,False
2009-08-15,0,False
2009-08-16,0,False
2009-08-17,0,False
2009-08-18,0,False
2009-08-19,0,False
2009-08-20,0,False
2009-08-21,0,False
2009-08-22,0,False
2009-08-23,0,False
2009-08-24,0,False
2009-08-25,0,False
2009-08-26,0,False
2009-08-27,0,False
2009-08-28,0,False
2009-08-29,0,False
2009-08-30,0,False
2009-08-31,0,False
2009-09-01,0,False
2009-09-02,59,False
2009-09-03,0,False
2009-09-04,0,False
2009-09-05,0,False
2009-09-06,0,False
2009-09-07,92,False
2009-09-08,0,False
2009-09-09,59,False
2009-09-10,0,False
2009-09-11,62,False
2009-09-12,0,False
2009-09-13,0,False
2009-09-14,0,False
2009-09-15,0,False
2009-09-16,65,False
2009-09-17,0,False
2009-09-18,0,False
2009-09-19,0,False
2009-09-20,0,False
2009-09-21,0,False
2009-09-22,0,False
2009-09-23,0,False
2009-09-24,0,False
2009-09-25,0,False
2009-09-26,0,False
2009-09-27,0,False
2009-09-28,0,False
2009-09-29,0,False
2009-09-30,0,False
2009-10-01,0,False
2009-10-02,0,False
2009-10-03,0,False
2009-10-04,0,False
2009-10-05,0,False
2009-10-06,0,False
2009-10-07,0,False
2009-10-08,0,False
2009-10-09,0,False
2009-10-10,0,False
2009-10-11,0,False
2009-10-12,0,False
2009-10-13,0,False
2009-10-14,0,False
2009-10-15,0,False
2009-10-16,0,False
2009-10-17,0,False
2009-10-18,0,False
2009-10-19,0,False
2009-10-20,0,False
2009-10-21,0,False
2009-10-22,0,False
2009-10-23,0,False
2009-10-24,0,False
2009-10-25,0,False
2009-10-26,0,False
2009-10-27,0,False
2009-10-28,0,False
2009-10-29,66,False
2009-10-30,0,False
2009-10-31,0,False
2009-11-01,0,False
2009-11-02,0,False
2009-11-03,59,False
2009-11-04,72,False
2009-11-05,86,False
2009-11-06,0,False
2009-11-07,0,False
2009-11-08,0,False
2009-11-09,0,False
2009-11-10,0,False
2009-11-11,0,False
2009-11-12,0,False
2009-11-13,0,False
2009-11-14,0,False
2009-11-15,0,False
2009-11-16,57,False
2009-11-17,0,False
2009-11-18,0,False
2009-11-19,0,False
2009-11-20,0,False
2009-11-21,0,False
2009-11-22,0,False
2009-11-23,0,False
2009-11-24,0,False
2009-11-25,0,False
2009-11-26,0,False
2009-11-27,0,False
2009-11-28,0,False
2009-11-29,0,False
2009-11-30,0,False
2009-12-01,55,False
2009-12-02,0,False
2009-12-03,0,False
2009-12-04,0,False
2009-12-05,0,False
2009-12-06,0,False
2009-12-07,0,False
2009-12-08,0,False
2009-12-09,0,False
2009-12-10,0,False
2009-12-11,0,False
2009-12-12,0,False
2009-12-13,0,False
2009-12-14,0,False
2009-12-15,0,False
2009-12-16,0,False
2009-12-17,0,False
2009-12-18,0,False
2009-12-19,0,False
2009-12-20,0,False
2009-12-21,0,False
2009-12-22,0,False
2009-12-23,0,False
2009-12-24,0,False
2009-12-25,0,False
2009-12-26,0,False
2009-12-27,0,False
2009-12-28,0,False
2009-12-29,0,False
2009-12-30,0,False
2009-12-31,0,False
2010-01-01,0,False
2010-01-02,0,False
2010-01-03,0,False
2010-01-04,0,False
2010-01-05,0,False
2010-01-06,30,False
2010-01-07,34,False
2010-01-08,44,False
2010-01-09,0,False
2010-01-10,0,False
2010-01-11,0,False
2010-01-12,0,False
2010-01-13,31,False
2010-01-14,0,False
2010-01-15,0,False
2010-01-16,0,False
2010-01-17,0,False
2010-01-18,0,False
2010-01-19,30,False
2010-01-20,33,False
2010-01-21,0,False
2010-01-22,29,False
2010-01-23,0,False
2010-01-24,0,False
2010-01-25,39,False
2010-01-26,28,False
2010-01-27,0,False
2010-01-28,100,False
2010-01-29,72,False
2010-01-30,40,False
2010-01-31,0,False
2010-02-01,44,False
2010-02-02,36,False
2010-02-03,31,False
2010-02-04,31,False
2010-02-05,30,False
2010-02-06,0,False
2010-02-07,0,False
2010-02-08,36,False
2010-02-09,0,False
2010-02-10,49,False
2010-02-11,40,False
2010-02-12,34,False
2010-02-13,0,False
2010-02-14,0,False
2010-02-15,0,False
2010-02-16,43,False
2010-02-17,29,False
2010-02-18,0,False
2010-02-19,49,False
2010-02-20,0,False
2010-02-21,0,False
2010-02-22,0,False
2010-02-23,0,False
2010-02-24,33,False
2010-02-25,0,False
2010-02-26,0,False
2010-02-27,0,False
2010-02-28,0,False
2010-03-01,0,False
2010-03-02,81,False
2010-03-03,47,False
2010-03-04,35,False
2010-03-05,44,False
2010-03-06,0,False
2010-03-07,0,False
2010-03-08,37,False
2010-03-09,28,False
2010-03-10,0,False
2010-03-11,0,False
2010-03-12,0,False
2010-03-13,0,False
2010-03-14,0,False
2010-03-15,0,False
2010-03-16,0,False
2010-03-17,0,False
2010-03-18,33,False
2010-03-19,0,False
2010-03-20,0,False
2010-03-21,0,False
2010-03-22,0,False
2010-03-23,27,False
2010-03-24,29,False
2010-03-25,61,False
2010-03-26,36,False
2010-03-27,0,False
2010-03-28,0,False
2010-03-29,0,False
2010-03-30,31,False
2010-03-31,0,False
2010-04-01,0,False
2010-04-02,0,False
2010-04-03,0,False
2010-04-04,0,False
2010-04-05,0,False
2010-04-06,0,False
2010-04-07,0,False
2010-04-08,0,False
2010-04-09,0,False
2010-04-10,0,False
2010-04-11,0,False
2010-04-12,0,False
2010-04-13,38,False
2010-04-14,0,False
2010-04-15,0,False
2010-04-16,0,False
2010-04-17,0,False
2010-04-18,0,False
2010-04-19,31,False
2010-04-20,34,False
2010-04-21,82,False
2010-04-22,59,False
2010-04-23,0,False
2010-04-24,0,False
2010-04-25,0,False
2010-04-26,41,False
2010-04-27,0,False
2010-04-28,0,False
2010-04-29,0,False
2010-04-30,31,False
2010-05-01,0,False
2010-05-02,0,False
2010-05-03,28,False
2010-05-04,0,False
2010-05-05,28,False
2010-05-06,0,False
2010-05-07,36,False
2010-05-08,0,False
2010-05-09,0,False
2010-05-10,34,False
2010-05-11,27,False
2010-05-12,0,False
2010-05-13,0,False
2010-05-14,0,False
2010-05-15,0,False
2010-05-16,0,False
2010-05-17,0,False
2010-05-18,32,False
2010-05-19,0,False
2010-05-20,0,False
2010-05-21,0,False
2010-05-22,0,False
2010-05-23,0,False
2010-05-24,0,False
2010-05-25,0,False
2010-05-26,0,False
2010-05-27,38,False
2010-05-28,0,False
2010-05-29,0,False
2010-05-30,0,False
2010-05-31,0,False
2010-06-01,0,False
2010-06-02,0,False
2010-06-03,0,False
2010-06-04,0,False
2010-06-05,0,False
2010-06-06,0,False
2010-06-07,0,False
2010-06-08,0,False
2010-06-09,0,False
2010-06-10,28,False
2010-06-11,0,False
2010-06-12,0,False
2010-06-13,0,False
2010-06-14,0,False
2010-06-15,0,False
2010-06-16,31,False
2010-06-17,0,False
2010-06-18,0,False
2010-06-19,0,False
2010-06-20,0,False
2010-06-21,0,False
2010-06-22,0,False
2010-06-23,0,False
2010-06-24,0,False
2010-06-25,0,False
2010-06-26,0,False
2010-06-27,0,False
2010-06-28,31,False
2010-06-29,0,False
2010-06-30,0,False
2010-07-01,38,False
2010-07-02,0,False
2010-07-03,0,False
2010-07-04,0,False
2010-07-05,0,False
2010-07-06,51,False
2010-07-07,0,False
2010-07-08,0,False
2010-07-09,0,False
2010-07-10,0,False
2010-07-11,0,False
2010-07-12,54,False
2010-07-13,0,False
2010-07-14,0,False
2010-07-15,44,False
2010-07-16,0,False
2010-07-17,0,False
2010-07-18,0,False
2010-07-19,0,False
2010-07-20,43,False
2010-07-21,79,False
2010-07-22,82,False
2010-07-23,0,False
2010-07-24,0,False
2010-07-25,0,False
2010-07-26,0,False
2010-07-27,0,False
2010-07-28,0,False
2010-07-29,0,False
2010-07-30,0,False
2010-07-31,0,False
2010-08-01,0,False
2010-08-02,34,False
2010-08-03,0,False
2010-08-04,0,False
2010-08-05,0,False
2010-08-06,35,False
2010-08-07,0,False
2010-08-08,0,False
2010-08-09,0,False
2010-08-10,0,False
2010-08-11,40,False
2010-08-12,36,False
2010-08-13,0,False
2010-08-14,0,False
2010-08-15,0,False
2010-08-16,0,False
2010-08-17,0,False
2010-08-18,0,False
2010-08-19,40,False
2010-08-20,0,False
2010-08-21,0,False
2010-08-22,0,False
2010-08-23,0,False
2010-08-24,0,False
2010-08-25,0,False
2010-08-26,0,False
2010-08-27,0,False
2010-08-28,0,False
2010-08-29,0,False
2010-08-30,0,False
2010-08-31,0,False
2010-09-01,40,False
2010-09-02,0,False
2010-09-03,35,False
2010-09-04,0,False
2010-09-05,0,False
2010-09-06,0,False
2010-09-07,0,False
2010-09-08,36,False
2010-09-09,0,False
2010-09-10,0,False
2010-09-11,0,False
2010-09-12,0,False
2010-09-13,0,False
2010-09-14,0,False
2010-09-15,0,False
2010-09-16,50,False
2010-09-17,0,False
2010-09-18,0,False
2010-09-19,0,False
2010-09-20,0,False
2010-09-21,0,False
2010-09-22,0,False
2010-09-23,35,False
2010-09-24,57,False
2010-09-25,0,False
2010-09-26,0,False
2010-09-27,31,False
2010-09-28,31,False
2010-09-29,41,False
2010-09-30,47,False
2010-10-01,0,False
2010-10-02,0,False
2010-10-03,0,False
2010-10-04,0,False
2010-10-05,29,False
2010-10-06,47,False
2010-10-07,45,False
2010-10-08,38,False
2010-10-09,0,False
2010-10-10,0,False
2010-10-11,34,False
2010-10-12,43,False
2010-10-13,0,False
2010-10-14,41,False
2010-10-15,0,False
2010-10-16,0,False
2010-10-17,0,False
2010-10-18,0,False
2010-10-19,0,False
2010-10-20,33,False
2010-10-21,0,False
2010-10-22,0,False
2010-10-23,0,False
2010-10-24,0,False
2010-10-25,0,False
2010-10-26,40,False
2010-10-27,35,False
2010-10-28,0,False
2010-10-29,0,False
2010-10-30,0,False
2010-10-31,38,False
2010-11-01,33,False
2010-11-02,31,False
2010-11-03,99,False
2010-11-04,100,False
2010-11-05,52,False
2010-11-06,42,False
2010-11-07,42,False
2010-11-08,34,False
2010-11-09,51,False
2010-11-10,0,False
2010-11-11,43,False
2010-11-12,46,False
2010-11-13,0,False
2010-11-14,0,False
2010-11-15,47,False
2010-11-16,0,False
2010-11-17,42,False
2010-11-18,46,False
2010-11-19,31,False
2010-11-20,0,False
2010-11-21,0,False
2010-11-22,30,False
2010-11-23,0,False
2010-11-24,0,False
2010-11-25,0,False
2010-11-26,0,False
2010-11-27,0,False
2010-11-28,0,False
2010-11-29,0,False
2010-11-30,0,False
2010-12-01,0,False
2010-12-02,42,False
2010-12-03,38,False
2010-12-04,0,False
2010-12-05,0,False
2010-12-06,35,False
2010-12-07,0,False
2010-12-08,34,False
2010-12-09,32,False
2010-12-10,44,False
2010-12-11,0,False
2010-12-12,46,False
2010-12-13,0,False
2010-12-14,37,False
2010-12-15,0,False
2010-12-16,0,False
2010-12-17,0,False
2010-12-18,0,False
2010-12-19,0,False
2010-12-20,53,False
2010-12-21,0,False
2010-12-22,37,False
2010-12-23,0,False
2010-12-24,0,False
2010-12-25,0,False
2010-12-26,0,False
2010-12-27,0,False
2010-12-28,0,False
2010-12-29,39,False
2010-12-30,0,False
2010-12-31,0,False
2011-01-01,0,False
2011-01-02,0,False
2011-01-03,28,False
2011-01-04,42,False
2011-01-05,62,False
2011-01-06,55,False
2011-01-07,59,False
2011-01-08,0,False
2011-01-09,0,False
2011-01-10,0,False
2011-01-11,46,False
2011-01-12,30,False
2011-01-13,30,False
2011-01-14,36,False
2011-01-15,0,False
2011-01-16,0,False
2011-01-17,22,False
2011-01-18,37,False
2011-01-19,45,False
2011-01-20,31,False
2011-01-21,39,False
2011-01-22,0,False
2011-01-23,0,False
2011-01-24,24,False
2011-01-25,0,False
2011-01-26,74,False
2011-01-27,100,False
2011-01-28,55,False
2011-01-29,33,False
2011-01-30,0,False
2011-01-31,41,False
2011-02-01,40,False
2011-02-02,55,False
2011-02-03,29,False
2011-02-04,29,False
2011-02-05,0,False
2011-02-06,0,False
2011-02-07,45,False
2011-02-08,49,False
2011-02-09,49,False
2011-02-10,57,False
2011-02-11,44,False
2011-02-12,38,False
2011-02-13,0,False
2011-02-14,55,False
2011-02-15,64,False
2011-02-16,50,False
2011-02-17,59,False
2011-02-18,31,False
2011-02-19,0,False
2011-02-20,0,False
2011-02-21,32,False
2011-02-22,34,False
2011-02-23,41,False
2011-02-24,53,False
2011-02-25,30,False
2011-02-26,0,False
2011-02-27,0,False
2011-02-28,29,False
2011-03-01,35,False
2011-03-02,42,False
2011-03-03,50,False
2011-03-04,35,False
2011-03-05,0,False
2011-03-06,0,False
2011-03-07,27,False
2011-03-08,50,False
2011-03-09,42,False
2011-03-10,32,False
2011-03-11,48,False
2011-03-12,0,False
2011-03-13,0,False
2011-03-14,31,False
2011-03-15,37,False
2011-03-16,51,False
2011-03-17,39,False
2011-03-18,41,False
2011-03-19,44,False
2011-03-20,0,False
2011-03-21,28,False
2011-03-22,0,False
2011-03-23,34,False
2011-03-24,21,False
2011-03-25,28,False
2011-03-26,35,False
2011-03-27,0,False
2011-03-28,0,False
2011-03-29,0,False
2011-03-30,27,False
2011-03-31,31,False
2011-04-01,0,False
2011-04-02,0,False
2011-04-03,0,False
2011-04-04,47,False
2011-04-05,41,False
2011-04-06,26,False
2011-04-07,25,False
2011-04-08,34,False
2011-04-09,0,False
2011-04-10,0,False
2011-04-11,0,False
2011-04-12,0,False
2011-04-13,24,False
2011-04-14,27,False
2011-04-15,33,False
2011-04-16,0,False
2011-04-17,0,False
2011-04-18,23,False
2011-04-19,27,False
2011-04-20,68,False
2011-04-21,79,False
2011-04-22,40,False
2011-04-23,0,False
2011-04-24,0,False
2011-04-25,47,False
2011-04-26,32,False
2011-04-27,35,False
2011-04-28,60,False
2011-04-29,24,False
2011-04-30,0,False
2011-05-01,0,False
2011-05-02,37,False
2011-05-03,23,False
2011-05-04,24,False
2011-05-05,24,False
2011-05-06,23,False
2011-05-07,0,False
2011-05-08,0,False
2011-05-09,0,False
2011-05-10,0,False
2011-05-11,0,False
2011-05-12,31,False
2011-05-13,0,False
2011-05-14,0,False
2011-05-15,0,False
2011-05-16,0,False
2011-05-17,21,False
2011-05-18,24,False
2011-05-19,40,False
2011-05-20,28,False
2011-05-21,0,False
2011-05-22,0,False
2011-05-23,24,False
2011-05-24,0,False
2011-05-25,23,False
2011-05-26,32,False
2011-05-27,26,False
2011-05-28,0,False
2011-05-29,0,False
2011-05-30,0,False
2011-05-31,30,False
2011-06-01,32,False
2011-06-02,35,False
2011-06-03,24,False
2011-06-04,0,False
2011-06-05,0,False
2011-06-06,0,False
2011-06-07,0,False
2011-06-08,22,False
2011-06-09,0,False
2011-06-10,0,False
2011-06-11,0,False
2011-06-12,0,False
2011-06-13,0,False
2011-06-14,22,False
2011-06-15,0,False
2011-06-16,28,False
2011-06-17,0,False
2011-06-18,0,False
2011-06-19,0,False
2011-06-20,0,False
2011-06-21,31,False
2011-06-22,33,False
2011-06-23,42,False
