date,MSFT,isPartial
2011-06-24,22,False
2011-06-25,12,False
2011-06-26,13,False
2011-06-27,30,False
2011-06-28,37,False
2011-06-29,30,False
2011-06-30,28,False
2011-07-01,43,False
2011-07-02,19,False
2011-07-03,0,False
2011-07-04,19,False
2011-07-05,32,False
2011-07-06,42,False
2011-07-07,39,False
2011-07-08,41,False
2011-07-09,17,False
2011-07-10,12,False
2011-07-11,26,False
2011-07-12,35,False
2011-07-13,41,False
2011-07-14,32,False
2011-07-15,38,False
2011-07-16,25,False
2011-07-17,13,False
2011-07-18,32,False
2011-07-19,38,False
2011-07-20,55,False
2011-07-21,100,False
2011-07-22,85,False
2011-07-23,20,False
2011-07-24,16,False
2011-07-25,43,False
2011-07-26,43,False
2011-07-27,45,False
2011-07-28,43,False
2011-07-29,47,False
2011-07-30,22,False
2011-07-31,0,False
2011-08-01,38,False
2011-08-02,41,False
2011-08-03,38,False
2011-08-04,60,False
2011-08-05,53,False
2011-08-06,26,False
2011-08-07,12,False
2011-08-08,75,False
2011-08-09,69,False
2011-08-10,51,False
2011-08-11,52,False
2011-08-12,39,False
2011-08-13,17,False
2011-08-14,13,False
2011-08-15,36,False
2011-08-16,25,False
2011-08-17,38,False
2011-08-18,41,False
2011-08-19,51,False
2011-08-20,14,False
2011-08-21,10,False
2011-08-22,34,False
2011-08-23,28,False
2011-08-24,33,False
2011-08-25,43,False
2011-08-26,28,False
2011-08-27,15,False
2011-08-28,15,False
2011-08-29,27,False
2011-08-30,35,False
2011-08-31,41,False
2011-09-01,40,False
2011-09-02,31,False
2011-09-03,12,False
2011-09-04,0,False
2011-09-05,19,False
2011-09-06,26,False
2011-09-07,31,False
2011-09-08,34,False
2011-09-09,41,False
2011-09-10,15,False
2011-09-11,10,False
2011-09-12,36,False
2011-09-13,41,False
2011-09-14,42,False
2011-09-15,46,False
2011-09-16,42,False
2011-09-17,13,False
2011-09-18,14,False
2011-09-19,37,False
2011-09-20,44,False
2011-09-21,54,False
2011-09-22,45,False
2011-09-23,37,False
2011-09-24,10,False
2011-09-25,18,False
2011-09-26,34,False
2011-09-27,44,False
2011-09-28,32,False
2011-09-29,42,False
2011-09-30,33,False
2011-10-01,14,False
2011-10-02,12,False
2011-10-03,39,False
2011-10-04,40,False
2011-10-05,41,False
2011-10-06,60,False
2011-10-07,41,False
2011-10-08,20,False
2011-10-09,12,False
2011-10-10,32,False
2011-10-11,36,False
2011-10-12,31,False
2011-10-13,32,False
2011-10-14,37,False
2011-10-15,20,False
2011-10-16,14,False
2011-10-17,40,False
2011-10-18,35,False
2011-10-19,34,False
2011-10-20,65,False
2011-10-21,59,False
2011-10-22,14,False
2011-10-23,0,False
2011-10-24,30,False
2011-10-25,29,False
2011-10-26,30,False
2011-10-27,38,False
2011-10-28,29,False
2011-10-29,9,False
2011-10-30,0,False
2011-10-31,31,False
2011-11-01,36,False
2011-11-02,26,False
2011-11-03,36,False
2011-11-04,30,False
2011-11-05,0,False
2011-11-06,10,False
2011-11-07,25,False
2011-11-08,26,False
2011-11-09,28,False
2011-11-10,31,False
2011-11-11,30,False
2011-11-12,13,False
2011-11-13,9,False
2011-11-14,24,False
2011-11-15,26,False
2011-11-16,29,False
2011-11-17,27,False
2011-11-18,29,False
2011-11-19,11,False
2011-11-20,11,False
2011-11-21,23,False
2011-11-22,28,False
2011-11-23,28,False
2011-11-24,23,False
2011-11-25,17,False
2011-11-26,15,False
2011-11-27,0,False
2011-11-28,28,False
2011-11-29,29,False
2011-11-30,28,False
2011-12-01,26,False
2011-12-02,35,False
2011-12-03,17,False
2011-12-04,13,False
2011-12-05,28,False
2011-12-06,28,False
2011-12-07,28,False
2011-12-08,28,False
2011-12-09,27,False
2011-12-10,13,False
2011-12-11,10,False
2011-12-12,25,False
2011-12-13,24,False
2011-12-14,23,False
2011-12-15,30,False
2011-12-16,28,False
2011-12-17,23,False
2011-12-18,0,False
2011-12-19,21,False
2011-12-20,28,False
2011-12-21,27,False
2011-12-22,29,False
2011-12-23,19,False
2011-12-24,14,False
2011-12-25,0,False
2011-12-26,10,False
2011-12-27,23,False
2011-12-28,25,False
2011-12-29,21,False
2011-12-30,25,False
2011-12-31,13,False
2012-01-01,9,False
2012-01-02,10,False
2012-01-03,21,False
2012-01-04,23,False
2012-01-05,26,False
2012-01-06,33,False
2012-01-07,15,False
2012-01-08,13,False
2012-01-09,30,False
2012-01-10,28,False
2012-01-11,31,False
2012-01-12,30,False
2012-01-13,25,False
2012-01-14,11,False
2012-01-15,10,False
2012-01-16,15,False
2012-01-17,27,False
2012-01-18,26,False
2012-01-19,48,False
2012-01-20,63,False
2012-01-21,19,False
2012-01-22,15,False
2012-01-23,33,False
2012-01-24,34,False
2012-01-25,38,False
2012-01-26,29,False
2012-01-27,29,False
2012-01-28,10,False
2012-01-29,7,False
2012-01-30,29,False
2012-01-31,33,False
2012-02-01,30,False
2012-02-02,35,False
2012-02-03,33,False
2012-02-04,14,False
2012-02-05,10,False
2012-02-06,29,False
2012-02-07,35,False
2012-02-08,33,False
2012-02-09,36,False
2012-02-10,25,False
2012-02-11,7,False
2012-02-12,8,False
2012-02-13,24,False
2012-02-14,27,False
2012-02-15,23,False
2012-02-16,40,False
2012-02-17,33,False
2012-02-18,15,False
2012-02-19,12,False
2012-02-20,21,False
2012-02-21,31,False
2012-02-22,32,False
2012-02-23,29,False
2012-02-24,29,False
2012-02-25,10,False
2012-02-26,11,False
2012-02-27,19,False
2012-02-28,25,False
2012-02-29,45,False
2012-03-01,42,False
2012-03-02,31,False
2012-03-03,14,False
2012-03-04,10,False
2012-03-05,26,False
2012-03-06,30,False
2012-03-07,30,False
2012-03-08,24,False
2012-03-09,27,False
2012-03-10,14,False
2012-03-11,10,False
2012-03-12,23,False
2012-03-13,35,False
2012-03-14,30,False
2012-03-15,35,False
2012-03-16,30,False
2012-03-17,13,False
2012-03-18,10,False
2012-03-19,32,False
2012-03-20,25,False
2012-03-21,24,False
2012-03-22,25,False
2012-03-23,22,False
2012-03-24,9,False
2012-03-25,0,False
2012-03-26,30,False
2012-03-27,31,False
2012-03-28,23,False
2012-03-29,22,False
2012-03-30,28,False
2012-03-31,9,False
2012-04-01,10,False
2012-04-02,23,False
2012-04-03,27,False
2012-04-04,29,False
2012-04-05,23,False
2012-04-06,17,False
2012-04-07,10,False
2012-04-08,10,False
2012-04-09,28,False
2012-04-10,26,False
2012-04-11,29,False
2012-04-12,26,False
2012-04-13,35,False
2012-04-14,15,False
2012-04-15,11,False
2012-04-16,25,False
2012-04-17,32,False
2012-04-18,29,False
2012-04-19,54,False
2012-04-20,67,False
2012-04-21,21,False
2012-04-22,11,False
2012-04-23,37,False
2012-04-24,33,False
2012-04-25,31,False
2012-04-26,28,False
2012-04-27,34,False
2012-04-28,13,False
2012-04-29,0,False
2012-04-30,29,False
2012-05-01,35,False
2012-05-02,31,False
2012-05-03,24,False
2012-05-04,26,False
2012-05-05,17,False
2012-05-06,7,False
2012-05-07,24,False
2012-05-08,25,False
2012-05-09,23,False
2012-05-10,22,False
2012-05-11,27,False
2012-05-12,8,False
2012-05-13,7,False
2012-05-14,18,False
2012-05-15,23,False
2012-05-16,22,False
2012-05-17,23,False
2012-05-18,31,False
2012-05-19,15,False
2012-05-20,9,False
2012-05-21,30,False
2012-05-22,24,False
2012-05-23,31,False
2012-05-24,22,False
2012-05-25,21,False
2012-05-26,10,False
2012-05-27,7,False
2012-05-28,11,False
2012-05-29,23,False
2012-05-30,28,False
2012-05-31,19,False
2012-06-01,29,False
2012-06-02,7,False
2012-06-03,9,False
2012-06-04,25,False
2012-06-05,32,False
2012-06-06,26,False
2012-06-07,20,False
2012-06-08,20,False
2012-06-09,10,False
2012-06-10,9,False
2012-06-11,23,False
2012-06-12,24,False
2012-06-13,25,False
2012-06-14,18,False
2012-06-15,29,False
2012-06-16,12,False
2012-06-17,7,False
2012-06-18,57,False
2012-06-19,100,False
2012-06-20,54,False
2012-06-21,45,False
2012-06-22,33,False
2012-06-23,12,False
2012-06-24,10,False
2012-06-25,30,False
2012-06-26,32,False
2012-06-27,37,False
2012-06-28,32,False
2012-06-29,26,False
2012-06-30,11,False
2012-07-01,8,False
2012-07-02,42,False
2012-07-03,53,False
2012-07-04,18,False
2012-07-05,35,False
2012-07-06,34,False
2012-07-07,14,False
2012-07-08,16,False
2012-07-09,27,False
2012-07-10,41,False
2012-07-11,32,False
2012-07-12,36,False
2012-07-13,36,False
2012-07-14,8,False
2012-07-15,8,False
2012-07-16,38,False
2012-07-17,36,False
2012-07-18,36,False
2012-07-19,92,False
2012-07-20,91,False
2012-07-21,25,False
2012-07-22,18,False
2012-07-23,34,False
2012-07-24,35,False
2012-07-25,30,False
2012-07-26,38,False
2012-07-27,40,False
2012-07-28,20,False
2012-07-29,11,False
2012-07-30,19,False
2012-07-31,44,False
2012-08-01,31,False
2012-08-02,26,False
2012-08-03,35,False
2012-08-04,14,False
2012-08-05,13,False
2012-08-06,28,False
2012-08-07,33,False
2012-08-08,28,False
2012-08-09,33,False
2012-08-10,30,False
2012-08-11,11,False
2012-08-12,0,False
2012-08-13,28,False
2012-08-14,31,False
2012-08-15,30,False
2012-08-16,33,False
2012-08-17,37,False
2012-08-18,20,False
2012-08-19,14,False
2012-08-20,39,False
2012-08-21,38,False
2012-08-22,37,False
2012-08-23,28,False
2012-08-24,36,False
2012-08-25,15,False
2012-08-26,13,False
2012-08-27,29,False
2012-08-28,32,False
2012-08-29,34,False
2012-08-30,35,False
2012-08-31,25,False
2012-09-01,14,False
2012-09-02,12,False
2012-09-03,20,False
2012-09-04,34,False
2012-09-05,42,False
2012-09-06,41,False
2012-09-07,43,False
2012-09-08,16,False
2012-09-09,7,False
2012-09-10,32,False
2012-09-11,33,False
2012-09-12,36,False
2012-09-13,31,False
2012-09-14,31,False
2012-09-15,16,False
2012-09-16,14,False
2012-09-17,44,False
2012-09-18,48,False
2012-09-19,30,False
2012-09-20,42,False
2012-09-21,36,False
2012-09-22,19,False
2012-09-23,10,False
2012-09-24,32,False
2012-09-25,36,False
2012-09-26,37,False
2012-09-27,40,False
2012-09-28,34,False
2012-09-29,16,False
2012-09-30,19,False
2012-10-01,48,False
2012-10-02,36,False
2012-10-03,35,False
2012-10-04,39,False
2012-10-05,47,False
2012-10-06,12,False
2012-10-07,13,False
2012-10-08,23,False
2012-10-09,39,False
2012-10-10,37,False
2012-10-11,34,False
2012-10-12,31,False
2012-10-13,9,False
2012-10-14,7,False
2012-10-15,43,False
2012-10-16,50,False
2012-10-17,46,False
2012-10-18,80,False
2012-10-19,85,False
2012-10-20,26,False
2012-10-21,15,False
2012-10-22,50,False
2012-10-23,55,False
2012-10-24,63,False
2012-10-25,68,False
2012-10-26,81,False
2012-10-27,30,False
2012-10-28,16,False
2012-10-29,50,False
2012-10-30,30,False
2012-10-31,55,False
2012-11-01,58,False
2012-11-02,54,False
2012-11-03,23,False
2012-11-04,17,False
2012-11-05,47,False
2012-11-06,43,False
2012-11-07,66,False
2012-11-08,56,False
2012-11-09,48,False
2012-11-10,20,False
2012-11-11,14,False
2012-11-12,38,False
2012-11-13,100,False
2012-11-14,66,False
2012-11-15,56,False
2012-11-16,59,False
2012-11-17,22,False
2012-11-18,12,False
2012-11-19,39,False
2012-11-20,52,False
2012-11-21,38,False
2012-11-22,20,False
2012-11-23,36,False
2012-11-24,17,False
2012-11-25,13,False
2012-11-26,44,False
2012-11-27,40,False
2012-11-28,59,False
2012-11-29,52,False
2012-11-30,48,False
2012-12-01,22,False
2012-12-02,6,False
2012-12-03,38,False
2012-12-04,58,False
2012-12-05,50,False
2012-12-06,50,False
2012-12-07,41,False
2012-12-08,24,False
2012-12-09,14,False
2012-12-10,40,False
2012-12-11,59,False
2012-12-12,57,False
2012-12-13,48,False
2012-12-14,38,False
2012-12-15,21,False
2012-12-16,12,False
2012-12-17,42,False
2012-12-18,37,False
2012-12-19,37,False
2012-12-20,35,False
2012-12-21,37,False
2012-12-22,19,False
2012-12-23,14,False
2012-12-24,24,False
2012-12-25,16,False
2012-12-26,28,False
2012-12-27,32,False
2012-12-28,29,False
2012-12-29,24,False
2012-12-30,11,False
2012-12-31,30,False
2013-01-01,18,False
2013-01-02,42,False
2013-01-03,46,False
2013-01-04,36,False
2013-01-05,22,False
2013-01-06,14,False
2013-01-07,31,False
2013-01-08,40,False
2013-01-09,37,False
2013-01-10,47,False
2013-01-11,49,False
2013-01-12,20,False
2013-01-13,12,False
2013-01-14,40,False
2013-01-15,41,False
2013-01-16,34,False
2013-01-17,39,False
2013-01-18,33,False
2013-01-19,11,False
2013-01-20,11,False
2013-01-21,24,False
2013-01-22,38,False
2013-01-23,38,False
2013-01-24,100,False
2013-01-25,85,False
2013-01-26,29,False
2013-01-27,20,False
2013-01-28,40,False
2013-01-29,37,False
2013-01-30,39,False
2013-01-31,37,False
2013-02-01,40,False
2013-02-02,21,False
2013-02-03,12,False
2013-02-04,39,False
2013-02-05,38,False
2013-02-06,33,False
2013-02-07,42,False
2013-02-08,36,False
2013-02-09,18,False
2013-02-10,16,False
2013-02-11,36,False
2013-02-12,36,False
2013-02-13,39,False
2013-02-14,34,False
2013-02-15,26,False
2013-02-16,15,False
2013-02-17,14,False
2013-02-18,17,False
2013-02-19,29,False
2013-02-20,30,False
2013-02-21,33,False
2013-02-22,26,False
2013-02-23,12,False
2013-02-24,15,False
2013-02-25,32,False
2013-02-26,26,False
2013-02-27,26,False
2013-02-28,28,False
2013-03-01,33,False
2013-03-02,17,False
2013-03-03,11,False
2013-03-04,28,False
2013-03-05,44,False
2013-03-06,44,False
2013-03-07,36,False
2013-03-08,29,False
2013-03-09,16,False
2013-03-10,13,False
2013-03-11,30,False
2013-03-12,32,False
2013-03-13,28,False
2013-03-14,32,False
2013-03-15,28,False
2013-03-16,16,False
2013-03-17,11,False
2013-03-18,30,False
2013-03-19,26,False
2013-03-20,25,False
2013-03-21,30,False
2013-03-22,33,False
2013-03-23,12,False
2013-03-24,11,False
2013-03-25,28,False
2013-03-26,27,False
2013-03-27,24,False
2013-03-28,31,False
2013-03-29,19,False
2013-03-30,14,False
2013-03-31,12,False
2013-04-01,29,False
2013-04-02,34,False
2013-04-03,35,False
2013-04-04,28,False
2013-04-05,29,False
2013-04-06,11,False
2013-04-07,14,False
2013-04-08,27,False
2013-04-09,43,False
2013-04-10,56,False
2013-04-11,82,False
2013-04-12,54,False
2013-04-13,21,False
2013-04-14,12,False
2013-04-15,40,False
2013-04-16,43,False
2013-04-17,39,False
2013-04-18,68,False
2013-04-19,70,False
2013-04-20,26,False
2013-04-21,18,False
2013-04-22,60,False
2013-04-23,62,False
2013-04-24,57,False
2013-04-25,69,False
2013-04-26,51,False
2013-04-27,23,False
2013-04-28,10,False
2013-04-29,48,False
2013-04-30,57,False
2013-05-01,58,False
2013-05-02,55,False
2013-05-03,55,False
2013-05-04,19,False
2013-05-05,10,False
2013-05-06,55,False
2013-05-07,52,False
2013-05-08,48,False
2013-05-09,42,False
2013-05-10,43,False
2013-05-11,17,False
2013-05-12,9,False
2013-05-13,41,False
2013-05-14,43,False
2013-05-15,42,False
2013-05-16,57,False
2013-05-17,80,False
2013-05-18,22,False
2013-05-19,15,False
2013-05-20,63,False
2013-05-21,100,False
2013-05-22,75,False
2013-05-23,57,False
2013-05-24,49,False
2013-05-25,20,False
2013-05-26,16,False
2013-05-27,22,False
2013-05-28,45,False
2013-05-29,43,False
2013-05-30,45,False
2013-05-31,44,False
2013-06-01,17,False
2013-06-02,11,False
2013-06-03,39,False
2013-06-04,43,False
2013-06-05,38,False
2013-06-06,46,False
2013-06-07,43,False
2013-06-08,23,False
2013-06-09,16,False
2013-06-10,47,False
2013-06-11,67,False
2013-06-12,49,False
2013-06-13,43,False
2013-06-14,36,False
2013-06-15,18,False
2013-06-16,16,False
2013-06-17,39,False
2013-06-18,32,False
2013-06-19,36,False
2013-06-20,43,False
2013-06-21,38,False
2013-06-22,13,False
2013-06-23,13,False
2013-06-24,38,False
2013-06-25,36,False
2013-06-26,46,False
2013-06-27,36,False
2013-06-28,38,False
2013-06-29,15,False
2013-06-30,12,False
2013-07-01,14,False
2013-07-02,13,False
2013-07-03,12,False
2013-07-04,6,False
2013-07-05,9,False
2013-07-06,5,False
2013-07-07,4,False
2013-07-08,12,False
2013-07-09,10,False
2013-07-10,11,False
2013-07-11,26,False
2013-07-12,21,False
2013-07-13,8,False
2013-07-14,4,False
2013-07-15,15,False
2013-07-16,18,False
2013-07-17,15,False
2013-07-18,33,False
2013-07-19,66,False
2013-07-20,26,False
2013-07-21,14,False
2013-07-22,31,False
2013-07-23,27,False
2013-07-24,20,False
2013-07-25,20,False
2013-07-26,17,False
2013-07-27,6,False
2013-07-28,8,False
2013-07-29,15,False
2013-07-30,17,False
2013-07-31,16,False
2013-08-01,14,False
2013-08-02,13,False
2013-08-03,9,False
2013-08-04,6,False
2013-08-05,14,False
2013-08-06,12,False
2013-08-07,12,False
2013-08-08,17,False
2013-08-09,15,False
2013-08-10,6,False
2013-08-11,5,False
2013-08-12,12,False
2013-08-13,15,False
2013-08-14,16,False
2013-08-15,17,False
2013-08-16,15,False
2013-08-17,5,False
2013-08-18,4,False
2013-08-19,14,False
2013-08-20,14,False
2013-08-21,13,False
2013-08-22,15,False
2013-08-23,100,False
2013-08-24,25,False
2013-08-25,12,False
2013-08-26,29,False
2013-08-27,24,False
2013-08-28,19,False
2013-08-29,16,False
2013-08-30,15,False
2013-08-31,7,False
2013-09-01,6,False
2013-09-02,6,False
2013-09-03,71,False
2013-09-04,36,False
2013-09-05,22,False
2013-09-06,20,False
2013-09-07,7,False
2013-09-08,8,False
2013-09-09,16,False
2013-09-10,18,False
2013-09-11,20,False
2013-09-12,18,False
2013-09-13,15,False
2013-09-14,6,False
2013-09-15,7,False
2013-09-16,17,False
2013-09-17,28,False
2013-09-18,22,False
2013-09-19,19,False
2013-09-20,18,False
2013-09-21,7,False
2013-09-22,6,False
2013-09-23,20,False
2013-09-24,18,False
2013-09-25,15,False
2013-09-26,15,False
2013-09-27,16,False
2013-09-28,7,False
2013-09-29,4,False
2013-09-30,16,False
2013-10-01,17,False
2013-10-02,18,False
2013-10-03,14,False
2013-10-04,15,False
2013-10-05,6,False
2013-10-06,4,False
2013-10-07,14,False
2013-10-08,15,False
2013-10-09,15,False
2013-10-10,16,False
2013-10-11,16,False
2013-10-12,8,False
2013-10-13,4,False
2013-10-14,15,False
2013-10-15,16,False
2013-10-16,17,False
2013-10-17,20,False
2013-10-18,17,False
2013-10-19,8,False
2013-10-20,6,False
2013-10-21,16,False
2013-10-22,17,False
2013-10-23,17,False
2013-10-24,35,False
2013-10-25,45,False
2013-10-26,11,False
2013-10-27,9,False
2013-10-28,19,False
2013-10-29,21,False
2013-10-30,15,False
2013-10-31,15,False
2013-11-01,11,False
2013-11-02,7,False
2013-11-03,6,False
2013-11-04,12,False
2013-11-05,20,False
2013-11-06,29,False
2013-11-07,26,False
2013-11-08,19,False
2013-11-09,8,False
2013-11-10,6,False
2013-11-11,14,False
2013-11-12,16,False
2013-11-13,17,False
2013-11-14,17,False
2013-11-15,17,False
2013-11-16,7,False
2013-11-17,5,False
2013-11-18,16,False
2013-11-19,17,False
2013-11-20,19,False
2013-11-21,20,False
2013-11-22,20,False
2013-11-23,10,False
2013-11-24,9,False
2013-11-25,15,False
2013-11-26,17,False
2013-11-27,12,False
2013-11-28,8,False
2013-11-29,11,False
2013-11-30,8,False
2013-12-01,6,False
2013-12-02,16,False
2013-12-03,14,False
2013-12-04,15,False
2013-12-05,22,False
2013-12-06,17,False
2013-12-07,7,False
2013-12-08,5,False
2013-12-09,13,False
2013-12-10,17,False
2013-12-11,15,False
2013-12-12,19,False
2013-12-13,12,False
2013-12-14,6,False
2013-12-15,5,False
2013-12-16,13,False
2013-12-17,12,False
2013-12-18,15,False
2013-12-19,15,False
2013-12-20,14,False
2013-12-21,6,False
2013-12-22,4,False
2013-12-23,13,False
2013-12-24,13,False
2013-12-25,7,False
2013-12-26,13,False
2013-12-27,12,False
2013-12-28,7,False
2013-12-29,5,False
2013-12-30,11,False
2013-12-31,13,False
2014-01-01,12,False
2014-01-02,26,False
2014-01-03,29,False
2014-01-04,15,False
2014-01-05,11,False
2014-01-06,28,False
2014-01-07,35,False
2014-01-08,34,False
2014-01-09,22,False
2014-01-10,26,False
2014-01-11,11,False
2014-01-12,9,False
2014-01-13,28,False
2014-01-14,31,False
2014-01-15,28,False
2014-01-16,33,False
2014-01-17,26,False
2014-01-18,13,False
2014-01-19,7,False
2014-01-20,16,False
2014-01-21,26,False
2014-01-22,26,False
2014-01-23,65,False
2014-01-24,82,False
2014-01-25,17,False
2014-01-26,11,False
2014-01-27,33,False
2014-01-28,32,False
2014-01-29,27,False
2014-01-30,39,False
2014-01-31,50,False
2014-02-01,15,False
2014-02-02,12,False
2014-02-03,29,False
2014-02-04,100,False
2014-02-05,51,False
2014-02-06,31,False
2014-02-07,33,False
2014-02-08,10,False
2014-02-09,12,False
2014-02-10,28,False
2014-02-11,30,False
2014-02-12,28,False
2014-02-13,29,False
2014-02-14,25,False
2014-02-15,15,False
2014-02-16,10,False
2014-02-17,15,False
2014-02-18,28,False
2014-02-19,28,False
2014-02-20,30,False
2014-02-21,26,False
2014-02-22,11,False
2014-02-23,12,False
2014-02-24,27,False
2014-02-25,24,False
2014-02-26,26,False
2014-02-27,25,False
2014-02-28,32,False
2014-03-01,15,False
2014-03-02,12,False
2014-03-03,30,False
2014-03-04,32,False
2014-03-05,29,False
2014-03-06,25,False
2014-03-07,26,False
2014-03-08,11,False
2014-03-09,8,False
2014-03-10,18,False
2014-03-11,24,False
2014-03-12,28,False
2014-03-13,25,False
2014-03-14,24,False
2014-03-15,10,False
2014-03-16,8,False
2014-03-17,20,False
2014-03-18,48,False
2014-03-19,41,False
2014-03-20,42,False
2014-03-21,33,False
2014-03-22,12,False
2014-03-23,8,False
2014-03-24,28,False
2014-03-25,31,False
2014-03-26,33,False
2014-03-27,49,False
2014-03-28,41,False
2014-03-29,15,False
2014-03-30,9,False
2014-03-31,37,False
2014-04-01,36,False
2014-04-02,39,False
2014-04-03,40,False
2014-04-04,40,False
2014-04-05,15,False
2014-04-06,9,False
2014-04-07,33,False
2014-04-08,35,False
2014-04-09,28,False
2014-04-10,32,False
2014-04-11,28,False
2014-04-12,13,False
2014-04-13,11,False
2014-04-14,26,False
2014-04-15,30,False
2014-04-16,31,False
2014-04-17,32,False
2014-04-18,18,False
2014-04-19,9,False
2014-04-20,9,False
2014-04-21,26,False
2014-04-22,27,False
2014-04-23,31,False
2014-04-24,57,False
2014-04-25,54,False
2014-04-26,19,False
2014-04-27,9,False
2014-04-28,30,False
2014-04-29,32,False
2014-04-30,31,False
2014-05-01,30,False
2014-05-02,24,False
2014-05-03,13,False
2014-05-04,10,False
2014-05-05,21,False
2014-05-06,26,False
2014-05-07,27,False
2014-05-08,32,False
2014-05-09,23,False
2014-05-10,9,False
2014-05-11,8,False
2014-05-12,24,False
2014-05-13,28,False
2014-05-14,26,False
2014-05-15,27,False
2014-05-16,22,False
2014-05-17,9,False
2014-05-18,5,False
2014-05-19,26,False
2014-05-20,28,False
2014-05-21,28,False
2014-05-22,27,False
2014-05-23,25,False
2014-05-24,10,False
2014-05-25,6,False
2014-05-26,9,False
2014-05-27,23,False
2014-05-28,30,False
2014-05-29,25,False
2014-05-30,25,False
2014-05-31,12,False
2014-06-01,10,False
2014-06-02,23,False
2014-06-03,22,False
2014-06-04,23,False
2014-06-05,25,False
2014-06-06,31,False
2014-06-07,10,False
2014-06-08,9,False
2014-06-09,23,False
2014-06-10,26,False
2014-06-11,24,False
2014-06-12,24,False
2014-06-13,25,False
2014-06-14,10,False
2014-06-15,6,False
2014-06-16,23,False
2014-06-17,28,False
2014-06-18,23,False
2014-06-19,21,False
2014-06-20,24,False
2014-06-21,11,False
2014-06-22,5,False
2014-06-23,18,False
2014-06-24,19,False
2014-06-25,21,False
2014-06-26,19,False
2014-06-27,24,False
2014-06-28,11,False
2014-06-29,10,False
2014-06-30,24,False
2014-07-01,24,False
2014-07-02,21,False
2014-07-03,24,False
2014-07-04,12,False
2014-07-05,10,False
2014-07-06,7,False
2014-07-07,21,False
2014-07-08,23,False
2014-07-09,20,False
2014-07-10,24,False
2014-07-11,21,False
2014-07-12,9,False
2014-07-13,6,False
2014-07-14,21,False
2014-07-15,31,False
2014-07-16,43,False
2014-07-17,100,False
2014-07-18,55,False
2014-07-19,20,False
2014-07-20,12,False
2014-07-21,34,False
2014-07-22,75,False
2014-07-23,56,False
2014-07-24,34,False
2014-07-25,30,False
2014-07-26,11,False
2014-07-27,10,False
2014-07-28,26,False
2014-07-29,26,False
2014-07-30,24,False
2014-07-31,23,False
2014-08-01,23,False
2014-08-02,10,False
2014-08-03,4,False
2014-08-04,27,False
2014-08-05,26,False
2014-08-06,22,False
2014-08-07,18,False
2014-08-08,22,False
2014-08-09,8,False
2014-08-10,10,False
2014-08-11,20,False
2014-08-12,21,False
2014-08-13,20,False
2014-08-14,22,False
2014-08-15,23,False
2014-08-16,9,False
2014-08-17,6,False
2014-08-18,23,False
2014-08-19,31,False
2014-08-20,27,False
2014-08-21,24,False
2014-08-22,21,False
2014-08-23,9,False
2014-08-24,7,False
2014-08-25,21,False
2014-08-26,22,False
2014-08-27,22,False
2014-08-28,22,False
2014-08-29,21,False
2014-08-30,7,False
2014-08-31,7,False
2014-09-01,11,False
2014-09-02,21,False
2014-09-03,24,False
2014-09-04,26,False
2014-09-05,27,False
2014-09-06,10,False
2014-09-07,9,False
2014-09-08,27,False
2014-09-09,29,False
2014-09-10,33,False
2014-09-11,25,False
2014-09-12,25,False
2014-09-13,12,False
2014-09-14,8,False
2014-09-15,35,False
2014-09-16,31,False
2014-09-17,31,False
2014-09-18,32,False
2014-09-19,34,False
2014-09-20,14,False
2014-09-21,8,False
2014-09-22,27,False
2014-09-23,25,False
2014-09-24,21,False
2014-09-25,25,False
2014-09-26,27,False
2014-09-27,14,False
2014-09-28,8,False
2014-09-29,23,False
2014-09-30,29,False
2014-10-01,29,False
2014-10-02,28,False
2014-10-03,21,False
2014-10-04,12,False
2014-10-05,10,False
2014-10-06,21,False
2014-10-07,27,False
2014-10-08,24,False
2014-10-09,28,False
2014-10-10,28,False
2014-10-11,13,False
2014-10-12,13,False
2014-10-13,24,False
2014-10-14,25,False
2014-10-15,31,False
2014-10-16,26,False
2014-10-17,25,False
2014-10-18,9,False
2014-10-19,6,False
2014-10-20,24,False
2014-10-21,27,False
2014-10-22,25,False
2014-10-23,57,False
2014-10-24,63,False
2014-10-25,12,False
2014-10-26,11,False
2014-10-27,27,False
2014-10-28,28,False
2014-10-29,26,False
2014-10-30,33,False
2014-10-31,30,False
2014-11-01,12,False
2014-11-02,9,False
2014-11-03,25,False
2014-11-04,29,False
2014-11-05,28,False
2014-11-06,28,False
2014-11-07,32,False
2014-11-08,15,False
2014-11-09,8,False
2014-11-10,29,False
2014-11-11,27,False
2014-11-12,28,False
2014-11-13,32,False
2014-11-14,32,False
2014-11-15,18,False
2014-11-16,6,False
2014-11-17,24,False
2014-11-18,31,False
2014-11-19,27,False
2014-11-20,22,False
2014-11-21,27,False
2014-11-22,15,False
2014-11-23,9,False
2014-11-24,23,False
2014-11-25,24,False
2014-11-26,25,False
2014-11-27,16,False
2014-11-28,15,False
2014-11-29,9,False
2014-11-30,11,False
2014-12-01,21,False
2014-12-02,28,False
2014-12-03,24,False
2014-12-04,26,False
2014-12-05,27,False
2014-12-06,14,False
2014-12-07,6,False
2014-12-08,22,False
2014-12-09,20,False
2014-12-10,18,False
2014-12-11,21,False
2014-12-12,22,False
2014-12-13,7,False
2014-12-14,7,False
2014-12-15,16,False
