date,META,isPartial
2008-05-01,84,False
2008-05-02,85,False
2008-05-03,84,False
2008-05-04,79,False
2008-05-05,81,False
2008-05-06,90,False
2008-05-07,90,False
2008-05-08,90,False
2008-05-09,86,False
2008-05-10,86,False
2008-05-11,80,False
2008-05-12,86,False
2008-05-13,87,False
2008-05-14,93,False
2008-05-15,87,False
2008-05-16,83,False
2008-05-17,73,False
2008-05-18,81,False
2008-05-19,90,False
2008-05-20,84,False
2008-05-21,90,False
2008-05-22,94,False
2008-05-23,87,False
2008-05-24,87,False
2008-05-25,74,False
2008-05-26,93,False
2008-05-27,88,False
2008-05-28,90,False
2008-05-29,86,False
2008-05-30,85,False
2008-05-31,75,False
2008-06-01,78,False
2008-06-02,82,False
2008-06-03,89,False
2008-06-04,86,False
2008-06-05,90,False
2008-06-06,82,False
2008-06-07,80,False
2008-06-08,84,False
2008-06-09,81,False
2008-06-10,79,False
2008-06-11,90,False
2008-06-12,94,False
2008-06-13,90,False
2008-06-14,86,False
2008-06-15,75,False
2008-06-16,83,False
2008-06-17,93,False
2008-06-18,96,False
2008-06-19,82,False
2008-06-20,85,False
2008-06-21,82,False
2008-06-22,70,False
2008-06-23,84,False
2008-06-24,86,False
2008-06-25,95,False
2008-06-26,93,False
2008-06-27,91,False
2008-06-28,88,False
2008-06-29,78,False
2008-06-30,86,False
2008-07-01,87,False
2008-07-02,87,False
2008-07-03,95,False
2008-07-04,95,False
2008-07-05,80,False
2008-07-06,81,False
2008-07-07,89,False
2008-07-08,89,False
2008-07-09,88,False
2008-07-10,94,False
2008-07-11,90,False
2008-07-12,81,False
2008-07-13,76,False
2008-07-14,86,False
2008-07-15,92,False
2008-07-16,84,False
2008-07-17,90,False
2008-07-18,88,False
2008-07-19,91,False
2008-07-20,80,False
2008-07-21,80,False
2008-07-22,85,False
2008-07-23,100,False
2008-07-24,87,False
2008-07-25,84,False
2008-07-26,79,False
2008-07-27,81,False
2008-07-28,85,False
2008-07-29,84,False
2008-07-30,92,False
2008-07-31,96,False
2008-08-01,90,False
2008-08-02,79,False
2008-08-03,75,False
2008-08-04,84,False
2008-08-05,89,False
2008-08-06,90,False
2008-08-07,91,False
2008-08-08,90,False
2008-08-09,82,False
2008-08-10,74,False
2008-08-11,86,False
2008-08-12,88,False
2008-08-13,84,False
2008-08-14,88,False
2008-08-15,91,False
2008-08-16,80,False
2008-08-17,83,False
2008-08-18,84,False
2008-08-19,94,False
2008-08-20,90,False
2008-08-21,85,False
2008-08-22,92,False
2008-08-23,79,False
2008-08-24,75,False
2008-08-25,88,False
2008-08-26,87,False
2008-08-27,84,False
2008-08-28,89,False
2008-08-29,83,False
2008-08-30,81,False
2008-08-31,82,False
2008-09-01,84,False
2008-09-02,87,False
2008-09-03,89,False
2008-09-04,97,False
2008-09-05,91,False
2008-09-06,77,False
2008-09-07,82,False
2008-09-08,78,False
2008-09-09,97,False
2008-09-10,82,False
2008-09-11,91,False
2008-09-12,87,False
2008-09-13,86,False
2008-09-14,70,False
2008-09-15,78,False
2008-09-16,90,False
2008-09-17,83,False
2008-09-18,89,False
2008-09-19,90,False
2008-09-20,79,False
2008-09-21,73,False
2008-09-22,89,False
2008-09-23,87,False
2008-09-24,86,False
2008-09-25,92,False
2008-09-26,87,False
2008-09-27,74,False
2008-09-28,73,False
2008-09-29,88,False
2008-09-30,90,False
2008-10-01,88,False
2008-10-02,93,False
2008-10-03,87,False
2008-10-04,78,False
2008-10-05,74,False
2008-10-06,88,False
2008-10-07,84,False
2008-10-08,83,False
2008-10-09,96,False
2008-10-10,82,False
2008-10-11,84,False
2008-10-12,76,False
2008-10-13,83,False
2008-10-14,90,False
2008-10-15,88,False
2008-10-16,87,False
2008-10-17,91,False
2008-10-18,81,False
2008-10-19,74,False
2008-10-20,89,False
2008-10-21,84,False
2008-10-22,88,False
2008-10-23,87,False
2008-10-24,91,False
2008-10-25,80,False
2008-10-26,81,False
2008-10-27,82,False
2008-10-28,84,False
2008-10-29,95,False
2008-10-30,84,False
2008-10-31,81,False
2008-11-01,75,False
2008-11-02,71,False
2008-11-03,88,False
2008-11-04,83,False
2008-11-05,82,False
2008-11-06,87,False
2008-11-07,86,False
2008-11-08,74,False
2008-11-09,72,False
2008-11-10,88,False
2008-11-11,83,False
2008-11-12,82,False
2008-11-13,91,False
2008-11-14,84,False
2008-11-15,77,False
2008-11-16,75,False
2008-11-17,83,False
2008-11-18,87,False
2008-11-19,83,False
2008-11-20,83,False
2008-11-21,91,False
2008-11-22,73,False
2008-11-23,80,False
2008-11-24,87,False
2008-11-25,84,False
2008-11-26,88,False
2008-11-27,87,False
2008-11-28,81,False
2008-11-29,73,False
2008-11-30,77,False
2008-12-01,82,False
2008-12-02,84,False
2008-12-03,90,False
2008-12-04,97,False
2008-12-05,84,False
2008-12-06,77,False
2008-12-07,89,False
2008-12-08,84,False
2008-12-09,80,False
2008-12-10,77,False
2008-12-11,88,False
2008-12-12,87,False
2008-12-13,75,False
2008-12-14,73,False
2008-12-15,80,False
2008-12-16,80,False
2008-12-17,83,False
2008-12-18,84,False
2008-12-19,79,False
2008-12-20,66,False
2008-12-21,75,False
2008-12-22,77,False
2008-12-23,74,False
2008-12-24,68,False
2008-12-25,77,False
2008-12-26,72,False
2008-12-27,72,False
2008-12-28,76,False
2008-12-29,75,False
2008-12-30,75,False
2008-12-31,70,False
2009-01-01,72,False
2009-01-02,79,False
2009-01-03,73,False
2009-01-04,64,False
2009-01-05,74,False
2009-01-06,79,False
2009-01-07,82,False
2009-01-08,86,False
2009-01-09,83,False
2009-01-10,79,False
2009-01-11,79,False
2009-01-12,82,False
2009-01-13,81,False
2009-01-14,87,False
2009-01-15,86,False
2009-01-16,80,False
2009-01-17,83,False
2009-01-18,77,False
2009-01-19,87,False
2009-01-20,81,False
2009-01-21,87,False
2009-01-22,91,False
2009-01-23,79,False
2009-01-24,79,False
2009-01-25,77,False
2009-01-26,78,False
2009-01-27,87,False
2009-01-28,83,False
2009-01-29,89,False
2009-01-30,84,False
2009-01-31,82,False
2009-02-01,84,False
2009-02-02,82,False
2009-02-03,84,False
2009-02-04,86,False
2009-02-05,90,False
2009-02-06,85,False
2009-02-07,84,False
2009-02-08,77,False
2009-02-09,85,False
2009-02-10,88,False
2009-02-11,87,False
2009-02-12,93,False
2009-02-13,88,False
2009-02-14,81,False
2009-02-15,73,False
2009-02-16,85,False
2009-02-17,89,False
2009-02-18,84,False
2009-02-19,92,False
2009-02-20,84,False
2009-02-21,79,False
2009-02-22,85,False
2009-02-23,88,False
2009-02-24,86,False
2009-02-25,87,False
2009-02-26,98,False
2009-02-27,87,False
2009-02-28,78,False
2009-03-01,77,False
2009-03-02,95,False
2009-03-03,80,False
2009-03-04,87,False
2009-03-05,98,False
2009-03-06,91,False
2009-03-07,79,False
2009-03-08,73,False
2009-03-09,88,False
2009-03-10,92,False
2009-03-11,82,False
2009-03-12,96,False
2009-03-13,93,False
2009-03-14,79,False
2009-03-15,76,False
2009-03-16,86,False
2009-03-17,86,False
2009-03-18,89,False
2009-03-19,100,False
2009-03-20,88,False
2009-03-21,77,False
2009-03-22,76,False
2009-03-23,81,False
2009-03-24,96,False
2009-03-25,95,False
2009-03-26,86,False
2009-03-27,90,False
2009-03-28,76,False
2009-03-29,78,False
2009-03-30,85,False
2009-03-31,83,False
2009-04-01,89,False
2009-04-02,90,False
2009-04-03,92,False
2009-04-04,79,False
2009-04-05,79,False
2009-04-06,95,False
2009-04-07,91,False
2009-04-08,79,False
2009-04-09,82,False
2009-04-10,76,False
2009-04-11,69,False
2009-04-12,73,False
2009-04-13,78,False
2009-04-14,82,False
2009-04-15,84,False
2009-04-16,88,False
2009-04-17,76,False
2009-04-18,75,False
2009-04-19,72,False
2009-04-20,85,False
2009-04-21,85,False
2009-04-22,81,False
2009-04-23,87,False
2009-04-24,79,False
2009-04-25,72,False
2009-04-26,70,False
2009-04-27,84,False
2009-04-28,86,False
2009-04-29,80,False
2009-04-30,86,False
2009-05-01,81,False
2009-05-02,67,False
2009-05-03,68,False
2009-05-04,77,False
2009-05-05,81,False
2009-05-06,85,False
2009-05-07,87,False
2009-05-08,82,False
2009-05-09,72,False
2009-05-10,75,False
2009-05-11,78,False
2009-05-12,89,False
2009-05-13,84,False
2009-05-14,99,False
2009-05-15,78,False
2009-05-16,68,False
2009-05-17,71,False
2009-05-18,77,False
2009-05-19,88,False
2009-05-20,81,False
2009-05-21,89,False
2009-05-22,83,False
2009-05-23,74,False
2009-05-24,72,False
2009-05-25,83,False
2009-05-26,86,False
2009-05-27,78,False
2009-05-28,81,False
2009-05-29,83,False
2009-05-30,80,False
2009-05-31,77,False
2009-06-01,81,False
2009-06-02,78,False
2009-06-03,79,False
2009-06-04,91,False
2009-06-05,77,False
2009-06-06,72,False
2009-06-07,75,False
2009-06-08,92,False
2009-06-09,86,False
2009-06-10,82,False
2009-06-11,80,False
2009-06-12,84,False
2009-06-13,74,False
2009-06-14,70,False
2009-06-15,80,False
2009-06-16,78,False
2009-06-17,82,False
2009-06-18,91,False
2009-06-19,81,False
2009-06-20,66,False
2009-06-21,74,False
2009-06-22,75,False
2009-06-23,78,False
2009-06-24,83,False
2009-06-25,91,False
2009-06-26,75,False
2009-06-27,71,False
2009-06-28,66,False
2009-06-29,76,False
2009-06-30,76,False
2009-07-01,87,False
2009-07-02,87,False
2009-07-03,80,False
2009-07-04,75,False
2009-07-05,74,False
2009-07-06,85,False
2009-07-07,84,False
2009-07-08,79,False
2009-07-09,88,False
2009-07-10,78,False
2009-07-11,76,False
2009-07-12,70,False
2009-07-13,87,False
2009-07-14,90,False
2009-07-15,80,False
2009-07-16,83,False
2009-07-17,80,False
2009-07-18,75,False
2009-07-19,77,False
2009-07-20,82,False
2009-07-21,84,False
2009-07-22,89,False
2009-07-23,84,False
2009-07-24,84,False
2009-07-25,80,False
2009-07-26,75,False
2009-07-27,83,False
2009-07-28,90,False
2009-07-29,88,False
2009-07-30,90,False
2009-07-31,87,False
2009-08-01,79,False
2009-08-02,74,False
2009-08-03,83,False
2009-08-04,85,False
2009-08-05,86,False
2009-08-06,88,False
2009-08-07,86,False
2009-08-08,75,False
2009-08-09,72,False
2009-08-10,84,False
2009-08-11,86,False
2009-08-12,88,False
2009-08-13,90,False
2009-08-14,86,False
2009-08-15,74,False
2009-08-16,72,False
2009-08-17,81,False
2009-08-18,87,False
2009-08-19,87,False
2009-08-20,100,False
2009-08-21,86,False
2009-08-22,78,False
2009-08-23,83,False
2009-08-24,79,False
2009-08-25,86,False
2009-08-26,83,False
2009-08-27,89,False
2009-08-28,85,False
2009-08-29,73,False
2009-08-30,72,False
2009-08-31,78,False
2009-09-01,84,False
2009-09-02,85,False
2009-09-03,93,False
2009-09-04,76,False
2009-09-05,75,False
2009-09-06,73,False
2009-09-07,81,False
2009-09-08,81,False
2009-09-09,80,False
2009-09-10,95,False
2009-09-11,89,False
2009-09-12,74,False
2009-09-13,73,False
2009-09-14,81,False
2009-09-15,82,False
2009-09-16,83,False
2009-09-17,95,False
2009-09-18,88,False
2009-09-19,79,False
2009-09-20,77,False
2009-09-21,82,False
2009-09-22,83,False
2009-09-23,82,False
2009-09-24,96,False
2009-09-25,85,False
2009-09-26,71,False
2009-09-27,66,False
2009-09-28,79,False
2009-09-29,91,False
2009-09-30,93,False
2009-10-01,95,False
2009-10-02,85,False
2009-10-03,74,False
2009-10-04,70,False
2009-10-05,81,False
2009-10-06,89,False
2009-10-07,94,False
2009-10-08,94,False
2009-10-09,87,False
2009-10-10,72,False
2009-10-11,71,False
2009-10-12,73,False
2009-10-13,92,False
2009-10-14,83,False
2009-10-15,93,False
2009-10-16,81,False
2009-10-17,71,False
2009-10-18,72,False
2009-10-19,87,False
2009-10-20,99,False
2009-10-21,85,False
2009-10-22,94,False
2009-10-23,78,False
2009-10-24,73,False
2009-10-25,74,False
2009-10-26,94,False
2009-10-27,89,False
2009-10-28,92,False
2009-10-29,97,False
2009-10-30,79,False
2009-10-31,72,False
2009-11-01,72,False
2009-11-02,89,False
2009-11-03,86,False
2009-11-04,86,False
2009-11-05,91,False
2009-11-06,81,False
2009-11-07,73,False
2009-11-08,68,False
2009-11-09,88,False
2009-11-10,92,False
2009-11-11,93,False
2009-11-12,99,False
2009-11-13,80,False
2009-11-14,75,False
2009-11-15,67,False
2009-11-16,85,False
2009-11-17,94,False
2009-11-18,87,False
2009-11-19,95,False
2009-11-20,81,False
2009-11-21,76,False
2009-11-22,71,False
2009-11-23,85,False
2009-11-24,91,False
2009-11-25,79,False
2009-11-26,94,False
2009-11-27,78,False
2009-11-28,64,False
2009-11-29,66,False
2009-11-30,76,False
2009-12-01,74,False
2009-12-02,86,False
2009-12-03,89,False
2009-12-04,80,False
2009-12-05,69,False
2009-12-06,95,False
2009-12-07,92,False
2009-12-08,81,False
2009-12-09,74,False
2009-12-10,78,False
2009-12-11,80,False
2009-12-12,69,False
2009-12-13,70,False
2009-12-14,75,False
2009-12-15,77,False
2009-12-16,78,False
2009-12-17,82,False
2009-12-18,76,False
2009-12-19,59,False
2009-12-20,70,False
2009-12-21,68,False
2009-12-22,76,False
2009-12-23,69,False
2009-12-24,78,False
2009-12-25,63,False
2009-12-26,66,False
2009-12-27,70,False
2009-12-28,68,False
2009-12-29,72,False
2009-12-30,66,False
2009-12-31,68,False
2010-01-01,58,False
2010-01-02,65,False
2010-01-03,64,False
2010-01-04,76,False
2010-01-05,75,False
2010-01-06,76,False
2010-01-07,84,False
2010-01-08,78,False
2010-01-09,74,False
2010-01-10,68,False
2010-01-11,78,False
2010-01-12,83,False
2010-01-13,84,False
2010-01-14,91,False
2010-01-15,80,False
2010-01-16,68,False
2010-01-17,65,False
2010-01-18,82,False
2010-01-19,88,False
2010-01-20,84,False
2010-01-21,95,False
2010-01-22,89,False
2010-01-23,71,False
2010-01-24,71,False
2010-01-25,86,False
2010-01-26,80,False
2010-01-27,83,False
2010-01-28,91,False
2010-01-29,77,False
2010-01-30,74,False
2010-01-31,73,False
2010-02-01,89,False
2010-02-02,86,False
2010-02-03,88,False
2010-02-04,97,False
2010-02-05,91,False
2010-02-06,77,False
2010-02-07,73,False
2010-02-08,92,False
2010-02-09,88,False
2010-02-10,84,False
2010-02-11,91,False
2010-02-12,94,False
2010-02-13,75,False
2010-02-14,73,False
2010-02-15,79,False
2010-02-16,85,False
2010-02-17,93,False
2010-02-18,100,False
2010-02-19,96,False
2010-02-20,79,False
2010-02-21,77,False
2010-02-22,86,False
2010-02-23,90,False
2010-02-24,86,False
2010-02-25,95,False
2010-02-26,86,False
2010-02-27,72,False
2010-02-28,79,False
2010-03-01,91,False
2010-03-02,91,False
2010-03-03,89,False
2010-03-04,99,False
2010-03-05,94,False
2010-03-06,80,False
2010-03-07,83,False
2010-03-08,90,False
2010-03-09,91,False
2010-03-10,91,False
2010-03-11,93,False
2010-03-12,89,False
2010-03-13,76,False
2010-03-14,71,False
2010-03-15,92,False
2010-03-16,87,False
2010-03-17,87,False
2010-03-18,100,False
2010-03-19,88,False
2010-03-20,64,False
2010-03-21,65,False
2010-03-22,86,False
2010-03-23,90,False
2010-03-24,88,False
2010-03-25,97,False
2010-03-26,86,False
2010-03-27,75,False
2010-03-28,65,False
2010-03-29,86,False
2010-03-30,85,False
2010-03-31,75,False
2010-04-01,81,False
2010-04-02,70,False
2010-04-03,74,False
2010-04-04,70,False
2010-04-05,79,False
2010-04-06,77,False
2010-04-07,86,False
2010-04-08,95,False
2010-04-09,84,False
2010-04-10,67,False
2010-04-11,70,False
2010-04-12,85,False
2010-04-13,89,False
2010-04-14,88,False
2010-04-15,93,False
2010-04-16,88,False
2010-04-17,65,False
2010-04-18,71,False
2010-04-19,85,False
2010-04-20,88,False
2010-04-21,90,False
2010-04-22,90,False
2010-04-23,83,False
2010-04-24,75,False
2010-04-25,69,False
2010-04-26,81,False
2010-04-27,85,False
2010-04-28,84,False
2010-04-29,83,False
2010-04-30,76,False
2010-05-01,66,False
2010-05-02,69,False
2010-05-03,83,False
2010-05-04,85,False
2010-05-05,83,False
2010-05-06,88,False
2010-05-07,87,False
2010-05-08,72,False
2010-05-09,65,False
2010-05-10,85,False
2010-05-11,88,False
2010-05-12,87,False
2010-05-13,92,False
2010-05-14,83,False
2010-05-15,68,False
2010-05-16,65,False
2010-05-17,78,False
2010-05-18,87,False
2010-05-19,83,False
2010-05-20,87,False
2010-05-21,79,False
2010-05-22,70,False
2010-05-23,71,False
2010-05-24,85,False
2010-05-25,87,False
2010-05-26,88,False
2010-05-27,90,False
2010-05-28,80,False
2010-05-29,68,False
2010-05-30,71,False
2010-05-31,73,False
2010-06-01,84,False
2010-06-02,84,False
2010-06-03,84,False
2010-06-04,81,False
2010-06-05,71,False
2010-06-06,71,False
2010-06-07,86,False
2010-06-08,87,False
2010-06-09,85,False
2010-06-10,91,False
2010-06-11,70,False
2010-06-12,70,False
2010-06-13,67,False
2010-06-14,73,False
2010-06-15,84,False
2010-06-16,87,False
2010-06-17,88,False
2010-06-18,76,False
2010-06-19,67,False
2010-06-20,64,False
2010-06-21,82,False
2010-06-22,82,False
2010-06-23,85,False
2010-06-24,91,False
2010-06-25,77,False
2010-06-26,68,False
2010-06-27,66,False
2010-06-28,83,False
2010-06-29,88,False
2010-06-30,81,False
2010-07-01,88,False
2010-07-02,67,False
2010-07-03,60,False
2010-07-04,56,False
2010-07-05,66,False
2010-07-06,68,False
2010-07-07,66,False
2010-07-08,73,False
2010-07-09,71,False
2010-07-10,63,False
2010-07-11,60,False
2010-07-12,72,False
2010-07-13,73,False
2010-07-14,74,False
2010-07-15,77,False
2010-07-16,76,False
2010-07-17,59,False
2010-07-18,61,False
2010-07-19,73,False
2010-07-20,73,False
2010-07-21,70,False
2010-07-22,81,False
2010-07-23,70,False
2010-07-24,64,False
2010-07-25,57,False
2010-07-26,66,False
2010-07-27,74,False
2010-07-28,74,False
2010-07-29,81,False
2010-07-30,73,False
2010-07-31,58,False
2010-08-01,60,False
2010-08-02,71,False
2010-08-03,78,False
2010-08-04,77,False
2010-08-05,88,False
2010-08-06,68,False
2010-08-07,62,False
2010-08-08,62,False
2010-08-09,71,False
2010-08-10,74,False
2010-08-11,74,False
2010-08-12,82,False
2010-08-13,79,False
2010-08-14,57,False
2010-08-15,61,False
2010-08-16,74,False
2010-08-17,76,False
2010-08-18,80,False
2010-08-19,78,False
2010-08-20,67,False
2010-08-21,60,False
2010-08-22,62,False
2010-08-23,69,False
2010-08-24,75,False
2010-08-25,78,False
2010-08-26,77,False
2010-08-27,79,False
2010-08-28,52,False
2010-08-29,61,False
2010-08-30,73,False
2010-08-31,71,False
2010-09-01,72,False
2010-09-02,80,False
2010-09-03,71,False
2010-09-04,58,False
2010-09-05,59,False
2010-09-06,79,False
2010-09-07,74,False
2010-09-08,78,False
2010-09-09,81,False
2010-09-10,73,False
2010-09-11,61,False
2010-09-12,59,False
2010-09-13,76,False
2010-09-14,73,False
2010-09-15,72,False
2010-09-16,86,False
2010-09-17,67,False
2010-09-18,58,False
2010-09-19,56,False
2010-09-20,72,False
2010-09-21,74,False
2010-09-22,74,False
2010-09-23,81,False
2010-09-24,77,False
2010-09-25,64,False
2010-09-26,61,False
2010-09-27,78,False
2010-09-28,74,False
2010-09-29,78,False
2010-09-30,79,False
2010-10-01,71,False
2010-10-02,60,False
2010-10-03,56,False
2010-10-04,73,False
2010-10-05,76,False
2010-10-06,74,False
2010-10-07,82,False
2010-10-08,75,False
2010-10-09,59,False
2010-10-10,61,False
2010-10-11,68,False
2010-10-12,76,False
2010-10-13,75,False
2010-10-14,81,False
2010-10-15,75,False
2010-10-16,61,False
2010-10-17,56,False
2010-10-18,70,False
2010-10-19,73,False
2010-10-20,75,False
2010-10-21,82,False
2010-10-22,73,False
2010-10-23,62,False
2010-10-24,61,False
2010-10-25,74,False
2010-10-26,75,False
2010-10-27,78,False
2010-10-28,76,False
2010-10-29,72,False
2010-10-30,60,False
2010-10-31,57,False
2010-11-01,73,False
2010-11-02,66,False
2010-11-03,72,False
2010-11-04,79,False
2010-11-05,77,False
2010-11-06,60,False
2010-11-07,62,False
2010-11-08,74,False
2010-11-09,75,False
2010-11-10,78,False
2010-11-11,74,False
2010-11-12,71,False
2010-11-13,56,False
2010-11-14,58,False
2010-11-15,69,False
2010-11-16,76,False
2010-11-17,72,False
2010-11-18,82,False
2010-11-19,72,False
2010-11-20,58,False
2010-11-21,58,False
2010-11-22,74,False
2010-11-23,72,False
2010-11-24,81,False
2010-11-25,82,False
2010-11-26,72,False
2010-11-27,62,False
2010-11-28,57,False
2010-11-29,77,False
2010-11-30,67,False
2010-12-01,70,False
2010-12-02,78,False
2010-12-03,71,False
2010-12-04,61,False
2010-12-05,100,False
2010-12-06,80,False
2010-12-07,70,False
2010-12-08,65,False
2010-12-09,70,False
2010-12-10,71,False
2010-12-11,59,False
2010-12-12,58,False
2010-12-13,72,False
2010-12-14,67,False
2010-12-15,71,False
2010-12-16,75,False
2010-12-17,62,False
2010-12-18,55,False
2010-12-19,54,False
2010-12-20,66,False
2010-12-21,59,False
2010-12-22,62,False
2010-12-23,66,False
2010-12-24,49,False
2010-12-25,48,False
2010-12-26,51,False
2010-12-27,60,False
2010-12-28,59,False
2010-12-29,61,False
2010-12-30,68,False
2010-12-31,65,False
2011-01-01,70,False
2011-01-02,65,False
2011-01-03,84,False
2011-01-04,91,False
2011-01-05,88,False
2011-01-06,85,False
2011-01-07,86,False
2011-01-08,77,False
2011-01-09,72,False
2011-01-10,84,False
2011-01-11,91,False
2011-01-12,91,False
2011-01-13,95,False
2011-01-14,95,False
2011-01-15,74,False
2011-01-16,71,False
2011-01-17,83,False
2011-01-18,88,False
2011-01-19,88,False
2011-01-20,90,False
2011-01-21,89,False
2011-01-22,71,False
2011-01-23,68,False
2011-01-24,94,False
2011-01-25,88,False
2011-01-26,88,False
2011-01-27,93,False
2011-01-28,84,False
2011-01-29,69,False
2011-01-30,65,False
2011-01-31,88,False
2011-02-01,92,False
2011-02-02,87,False
2011-02-03,100,False
2011-02-04,88,False
2011-02-05,73,False
2011-02-06,74,False
2011-02-07,88,False
2011-02-08,90,False
2011-02-09,99,False
2011-02-10,98,False
2011-02-11,89,False
2011-02-12,71,False
2011-02-13,74,False
2011-02-14,91,False
2011-02-15,85,False
2011-02-16,89,False
2011-02-17,95,False
2011-02-18,92,False
2011-02-19,73,False
2011-02-20,73,False
2011-02-21,90,False
2011-02-22,88,False
2011-02-23,90,False
2011-02-24,95,False
2011-02-25,89,False
2011-02-26,67,False
2011-02-27,74,False
2011-02-28,91,False
2011-03-01,90,False
2011-03-02,86,False
2011-03-03,98,False
2011-03-04,88,False
2011-03-05,70,False
2011-03-06,71,False
2011-03-07,85,False
2011-03-08,86,False
2011-03-09,89,False
2011-03-10,96,False
2011-03-11,85,False
2011-03-12,69,False
2011-03-13,66,False
2011-03-14,83,False
2011-03-15,85,False
2011-03-16,90,False
2011-03-17,95,False
2011-03-18,87,False
2011-03-19,69,False
2011-03-20,71,False
2011-03-21,85,False
2011-03-22,93,False
2011-03-23,91,False
2011-03-24,100,False
2011-03-25,87,False
2011-03-26,69,False
2011-03-27,74,False
2011-03-28,87,False
2011-03-29,95,False
2011-03-30,89,False
2011-03-31,94,False
2011-04-01,85,False
2011-04-02,70,False
2011-04-03,71,False
2011-04-04,86,False
2011-04-05,84,False
2011-04-06,89,False
2011-04-07,90,False
2011-04-08,87,False
2011-04-09,69,False
2011-04-10,73,False
2011-04-11,90,False
2011-04-12,93,False
2011-04-13,94,False
2011-04-14,100,False
2011-04-15,89,False
2011-04-16,73,False
2011-04-17,70,False
2011-04-18,82,False
2011-04-19,88,False
2011-04-20,86,False
2011-04-21,85,False
2011-04-22,75,False
2011-04-23,75,False
2011-04-24,75,False
2011-04-25,85,False
2011-04-26,91,False
2011-04-27,94,False
2011-04-28,92,False
2011-04-29,85,False
2011-04-30,73,False
2011-05-01,74,False
2011-05-02,81,False
2011-05-03,85,False
2011-05-04,92,False
2011-05-05,98,False
2011-05-06,84,False
2011-05-07,68,False
2011-05-08,69,False
2011-05-09,87,False
2011-05-10,86,False
2011-05-11,95,False
2011-05-12,97,False
2011-05-13,89,False
2011-05-14,71,False
2011-05-15,67,False
2011-05-16,90,False
2011-05-17,96,False
2011-05-18,91,False
2011-05-19,95,False
2011-05-20,91,False
2011-05-21,74,False
2011-05-22,70,False
2011-05-23,88,False
2011-05-24,89,False
2011-05-25,93,False
2011-05-26,99,False
2011-05-27,89,False
2011-05-28,70,False
2011-05-29,73,False
2011-05-30,93,False
2011-05-31,89,False
2011-06-01,92,False
2011-06-02,94,False
2011-06-03,88,False
2011-06-04,77,False
2011-06-05,71,False
2011-06-06,85,False
2011-06-07,92,False
2011-06-08,92,False
2011-06-09,95,False
2011-06-10,88,False
2011-06-11,68,False
2011-06-12,65,False
2011-06-13,85,False
2011-06-14,91,False
2011-06-15,95,False
2011-06-16,91,False
2011-06-17,89,False
2011-06-18,67,False
2011-06-19,74,False
2011-06-20,87,False
2011-06-21,88,False
2011-06-22,86,False
2011-06-23,91,False
2011-06-24,91,False
