date,AEP,isPartial
2008-12-02,18,False
2008-12-03,16,False
2008-12-04,20,False
2008-12-05,19,False
2008-12-06,12,False
2008-12-07,11,False
2008-12-08,19,False
2008-12-09,18,False
2008-12-10,13,False
2008-12-11,13,False
2008-12-12,13,False
2008-12-13,10,False
2008-12-14,11,False
2008-12-15,21,False
2008-12-16,17,False
2008-12-17,16,False
2008-12-18,15,False
2008-12-19,28,False
2008-12-20,15,False
2008-12-21,19,False
2008-12-22,23,False
2008-12-23,14,False
2008-12-24,11,False
2008-12-25,11,False
2008-12-26,10,False
2008-12-27,12,False
2008-12-28,9,False
2008-12-29,13,False
2008-12-30,20,False
2008-12-31,15,False
2009-01-01,31,False
2009-01-02,61,False
2009-01-03,52,False
2009-01-04,34,False
2009-01-05,46,False
2009-01-06,61,False
2009-01-07,63,False
2009-01-08,46,False
2009-01-09,47,False
2009-01-10,34,False
2009-01-11,31,False
2009-01-12,54,False
2009-01-13,48,False
2009-01-14,49,False
2009-01-15,46,False
2009-01-16,42,False
2009-01-17,44,False
2009-01-18,24,False
2009-01-19,46,False
2009-01-20,58,False
2009-01-21,48,False
2009-01-22,52,False
2009-01-23,46,False
2009-01-24,40,False
2009-01-25,39,False
2009-01-26,45,False
2009-01-27,53,False
2009-01-28,100,False
2009-01-29,72,False
2009-01-30,59,False
2009-01-31,32,False
2009-02-01,37,False
2009-02-02,53,False
2009-02-03,55,False
2009-02-04,52,False
2009-02-05,49,False
2009-02-06,47,False
2009-02-07,36,False
2009-02-08,23,False
2009-02-09,54,False
2009-02-10,51,False
2009-02-11,58,False
2009-02-12,94,False
2009-02-13,58,False
2009-02-14,40,False
2009-02-15,28,False
2009-02-16,44,False
2009-02-17,51,False
2009-02-18,52,False
2009-02-19,44,False
2009-02-20,47,False
2009-02-21,30,False
2009-02-22,43,False
2009-02-23,54,False
2009-02-24,59,False
2009-02-25,44,False
2009-02-26,56,False
2009-02-27,49,False
2009-02-28,39,False
2009-03-01,40,False
2009-03-02,53,False
2009-03-03,41,False
2009-03-04,45,False
2009-03-05,49,False
2009-03-06,54,False
2009-03-07,30,False
2009-03-08,34,False
2009-03-09,51,False
2009-03-10,43,False
2009-03-11,54,False
2009-03-12,44,False
2009-03-13,41,False
2009-03-14,27,False
2009-03-15,30,False
2009-03-16,59,False
2009-03-17,44,False
2009-03-18,52,False
2009-03-19,49,False
2009-03-20,45,False
2009-03-21,20,False
2009-03-22,24,False
2009-03-23,49,False
2009-03-24,45,False
2009-03-25,55,False
2009-03-26,40,False
2009-03-27,41,False
2009-03-28,33,False
2009-03-29,27,False
2009-03-30,49,False
2009-03-31,53,False
2009-04-01,42,False
2009-04-02,42,False
2009-04-03,52,False
2009-04-04,27,False
2009-04-05,23,False
2009-04-06,43,False
2009-04-07,44,False
2009-04-08,47,False
2009-04-09,48,False
2009-04-10,40,False
2009-04-11,31,False
2009-04-12,27,False
2009-04-13,41,False
2009-04-14,51,False
2009-04-15,46,False
2009-04-16,44,False
2009-04-17,50,False
2009-04-18,24,False
2009-04-19,35,False
2009-04-20,53,False
2009-04-21,43,False
2009-04-22,45,False
2009-04-23,39,False
2009-04-24,38,False
2009-04-25,27,False
2009-04-26,26,False
2009-04-27,42,False
2009-04-28,68,False
2009-04-29,47,False
2009-04-30,40,False
2009-05-01,38,False
2009-05-02,24,False
2009-05-03,22,False
2009-05-04,45,False
2009-05-05,51,False
2009-05-06,42,False
2009-05-07,45,False
2009-05-08,43,False
2009-05-09,18,False
2009-05-10,16,False
2009-05-11,35,False
2009-05-12,37,False
2009-05-13,48,False
2009-05-14,42,False
2009-05-15,40,False
2009-05-16,36,False
2009-05-17,28,False
2009-05-18,43,False
2009-05-19,45,False
2009-05-20,43,False
2009-05-21,48,False
2009-05-22,35,False
2009-05-23,26,False
2009-05-24,24,False
2009-05-25,26,False
2009-05-26,41,False
2009-05-27,42,False
2009-05-28,32,False
2009-05-29,55,False
2009-05-30,30,False
2009-05-31,21,False
2009-06-01,54,False
2009-06-02,48,False
2009-06-03,50,False
2009-06-04,48,False
2009-06-05,54,False
2009-06-06,30,False
2009-06-07,34,False
2009-06-08,51,False
2009-06-09,40,False
2009-06-10,32,False
2009-06-11,60,False
2009-06-12,37,False
2009-06-13,26,False
2009-06-14,33,False
2009-06-15,47,False
2009-06-16,51,False
2009-06-17,47,False
2009-06-18,50,False
2009-06-19,46,False
2009-06-20,37,False
2009-06-21,13,False
2009-06-22,34,False
2009-06-23,57,False
2009-06-24,46,False
2009-06-25,54,False
2009-06-26,26,False
2009-06-27,36,False
2009-06-28,30,False
2009-06-29,48,False
2009-06-30,33,False
2009-07-01,90,False
2009-07-02,77,False
2009-07-03,38,False
2009-07-04,32,False
2009-07-05,22,False
2009-07-06,76,False
2009-07-07,92,False
2009-07-08,84,False
2009-07-09,66,False
2009-07-10,60,False
2009-07-11,47,False
2009-07-12,41,False
2009-07-13,75,False
2009-07-14,81,False
2009-07-15,97,False
2009-07-16,74,False
2009-07-17,51,False
2009-07-18,46,False
2009-07-19,35,False
2009-07-20,71,False
2009-07-21,71,False
2009-07-22,82,False
2009-07-23,59,False
2009-07-24,86,False
2009-07-25,40,False
2009-07-26,41,False
2009-07-27,69,False
2009-07-28,81,False
2009-07-29,71,False
2009-07-30,87,False
2009-07-31,69,False
2009-08-01,33,False
2009-08-02,29,False
2009-08-03,62,False
2009-08-04,84,False
2009-08-05,82,False
2009-08-06,66,False
2009-08-07,54,False
2009-08-08,55,False
2009-08-09,38,False
2009-08-10,61,False
2009-08-11,83,False
2009-08-12,63,False
2009-08-13,67,False
2009-08-14,87,False
2009-08-15,41,False
2009-08-16,52,False
2009-08-17,97,False
2009-08-18,76,False
2009-08-19,69,False
2009-08-20,80,False
2009-08-21,68,False
2009-08-22,67,False
2009-08-23,58,False
2009-08-24,65,False
2009-08-25,74,False
2009-08-26,79,False
2009-08-27,88,False
2009-08-28,73,False
2009-08-29,47,False
2009-08-30,35,False
2009-08-31,76,False
2009-09-01,82,False
2009-09-02,74,False
2009-09-03,77,False
2009-09-04,88,False
2009-09-05,43,False
2009-09-06,49,False
2009-09-07,48,False
2009-09-08,93,False
2009-09-09,88,False
2009-09-10,90,False
2009-09-11,91,False
2009-09-12,51,False
2009-09-13,50,False
2009-09-14,79,False
2009-09-15,63,False
2009-09-16,64,False
2009-09-17,71,False
2009-09-18,72,False
2009-09-19,50,False
2009-09-20,38,False
2009-09-21,88,False
2009-09-22,77,False
2009-09-23,66,False
2009-09-24,69,False
2009-09-25,76,False
2009-09-26,50,False
2009-09-27,41,False
2009-09-28,77,False
2009-09-29,88,False
2009-09-30,88,False
2009-10-01,74,False
2009-10-02,64,False
2009-10-03,35,False
2009-10-04,49,False
2009-10-05,74,False
2009-10-06,80,False
2009-10-07,85,False
2009-10-08,88,False
2009-10-09,66,False
2009-10-10,49,False
2009-10-11,33,False
2009-10-12,73,False
2009-10-13,76,False
2009-10-14,74,False
2009-10-15,90,False
2009-10-16,72,False
2009-10-17,46,False
2009-10-18,66,False
2009-10-19,88,False
2009-10-20,87,False
2009-10-21,77,False
2009-10-22,80,False
2009-10-23,77,False
2009-10-24,41,False
2009-10-25,46,False
2009-10-26,62,False
2009-10-27,74,False
2009-10-28,74,False
2009-10-29,55,False
2009-10-30,86,False
2009-10-31,47,False
2009-11-01,47,False
2009-11-02,79,False
2009-11-03,71,False
2009-11-04,72,False
2009-11-05,80,False
2009-11-06,82,False
2009-11-07,53,False
2009-11-08,47,False
2009-11-09,79,False
2009-11-10,66,False
2009-11-11,62,False
2009-11-12,71,False
2009-11-13,80,False
2009-11-14,39,False
2009-11-15,46,False
2009-11-16,76,False
2009-11-17,59,False
2009-11-18,73,False
2009-11-19,70,False
2009-11-20,80,False
2009-11-21,39,False
2009-11-22,53,False
2009-11-23,74,False
2009-11-24,67,False
2009-11-25,52,False
2009-11-26,46,False
2009-11-27,65,False
2009-11-28,38,False
2009-11-29,37,False
2009-11-30,71,False
2009-12-01,68,False
2009-12-02,90,False
2009-12-03,70,False
2009-12-04,80,False
2009-12-05,45,False
2009-12-06,52,False
2009-12-07,87,False
2009-12-08,80,False
2009-12-09,100,False
2009-12-10,93,False
2009-12-11,77,False
2009-12-12,33,False
2009-12-13,52,False
2009-12-14,71,False
2009-12-15,83,False
2009-12-16,53,False
2009-12-17,76,False
2009-12-18,72,False
2009-12-19,88,False
2009-12-20,93,False
2009-12-21,93,False
2009-12-22,77,False
2009-12-23,76,False
2009-12-24,33,False
2009-12-25,60,False
2009-12-26,44,False
2009-12-27,49,False
2009-12-28,96,False
2009-12-29,78,False
2009-12-30,95,False
2009-12-31,52,False
2010-01-01,35,False
2010-01-02,39,False
2010-01-03,43,False
2010-01-04,73,False
2010-01-05,71,False
2010-01-06,64,False
2010-01-07,59,False
2010-01-08,68,False
2010-01-09,46,False
2010-01-10,46,False
2010-01-11,62,False
2010-01-12,76,False
2010-01-13,62,False
2010-01-14,81,False
2010-01-15,59,False
2010-01-16,64,False
2010-01-17,42,False
2010-01-18,68,False
2010-01-19,62,False
2010-01-20,59,False
2010-01-21,57,False
2010-01-22,73,False
2010-01-23,45,False
2010-01-24,40,False
2010-01-25,59,False
2010-01-26,63,False
2010-01-27,70,False
2010-01-28,77,False
2010-01-29,58,False
2010-01-30,51,False
2010-01-31,43,False
2010-02-01,62,False
2010-02-02,58,False
2010-02-03,70,False
2010-02-04,65,False
2010-02-05,62,False
2010-02-06,61,False
2010-02-07,54,False
2010-02-08,81,False
2010-02-09,70,False
2010-02-10,82,False
2010-02-11,63,False
2010-02-12,65,False
2010-02-13,39,False
2010-02-14,38,False
2010-02-15,59,False
2010-02-16,53,False
2010-02-17,70,False
2010-02-18,64,False
2010-02-19,66,False
2010-02-20,33,False
2010-02-21,40,False
2010-02-22,65,False
2010-02-23,76,False
2010-02-24,71,False
2010-02-25,75,False
2010-02-26,70,False
2010-02-27,57,False
2010-02-28,37,False
2010-03-01,77,False
2010-03-02,65,False
2010-03-03,53,False
2010-03-04,66,False
2010-03-05,72,False
2010-03-06,39,False
2010-03-07,36,False
2010-03-08,85,False
2010-03-09,66,False
2010-03-10,68,False
2010-03-11,61,False
2010-03-12,76,False
2010-03-13,51,False
2010-03-14,42,False
2010-03-15,72,False
2010-03-16,59,False
2010-03-17,67,False
2010-03-18,50,False
2010-03-19,57,False
2010-03-20,44,False
2010-03-21,29,False
2010-03-22,74,False
2010-03-23,59,False
2010-03-24,60,False
2010-03-25,83,False
2010-03-26,64,False
2010-03-27,66,False
2010-03-28,41,False
2010-03-29,67,False
2010-03-30,71,False
2010-03-31,76,False
2010-04-01,67,False
2010-04-02,66,False
2010-04-03,45,False
2010-04-04,41,False
2010-04-05,80,False
2010-04-06,73,False
2010-04-07,67,False
2010-04-08,52,False
2010-04-09,63,False
2010-04-10,48,False
2010-04-11,41,False
2010-04-12,83,False
2010-04-13,80,False
2010-04-14,82,False
2010-04-15,67,False
2010-04-16,77,False
2010-04-17,25,False
2010-04-18,38,False
2010-04-19,67,False
2010-04-20,66,False
2010-04-21,65,False
2010-04-22,66,False
2010-04-23,74,False
2010-04-24,33,False
2010-04-25,41,False
2010-04-26,79,False
2010-04-27,47,False
2010-04-28,67,False
2010-04-29,64,False
2010-04-30,53,False
2010-05-01,33,False
2010-05-02,46,False
2010-05-03,77,False
2010-05-04,64,False
2010-05-05,66,False
2010-05-06,54,False
2010-05-07,59,False
2010-05-08,40,False
2010-05-09,25,False
2010-05-10,71,False
2010-05-11,76,False
2010-05-12,75,False
2010-05-13,69,False
2010-05-14,79,False
2010-05-15,38,False
2010-05-16,52,False
2010-05-17,66,False
2010-05-18,71,False
2010-05-19,76,False
2010-05-20,71,False
2010-05-21,72,False
2010-05-22,29,False
2010-05-23,38,False
2010-05-24,59,False
2010-05-25,68,False
2010-05-26,54,False
2010-05-27,66,False
2010-05-28,81,False
2010-05-29,42,False
2010-05-30,38,False
2010-05-31,57,False
2010-06-01,85,False
2010-06-02,74,False
2010-06-03,100,False
2010-06-04,73,False
2010-06-05,53,False
2010-06-06,49,False
2010-06-07,76,False
2010-06-08,73,False
2010-06-09,70,False
2010-06-10,60,False
2010-06-11,70,False
2010-06-12,49,False
2010-06-13,49,False
2010-06-14,74,False
2010-06-15,75,False
2010-06-16,80,False
2010-06-17,72,False
2010-06-18,60,False
2010-06-19,58,False
2010-06-20,48,False
2010-06-21,91,False
2010-06-22,71,False
2010-06-23,71,False
2010-06-24,61,False
2010-06-25,64,False
2010-06-26,41,False
2010-06-27,35,False
2010-06-28,74,False
2010-06-29,66,False
2010-06-30,61,False
2010-07-01,84,False
2010-07-02,62,False
2010-07-03,49,False
2010-07-04,36,False
2010-07-05,46,False
2010-07-06,71,False
2010-07-07,78,False
2010-07-08,93,False
2010-07-09,72,False
2010-07-10,51,False
2010-07-11,53,False
2010-07-12,66,False
2010-07-13,81,False
2010-07-14,63,False
2010-07-15,69,False
2010-07-16,70,False
2010-07-17,48,False
2010-07-18,45,False
2010-07-19,74,False
2010-07-20,86,False
2010-07-21,72,False
2010-07-22,86,False
2010-07-23,73,False
2010-07-24,61,False
2010-07-25,47,False
2010-07-26,76,False
2010-07-27,78,False
2010-07-28,85,False
2010-07-29,74,False
2010-07-30,83,False
2010-07-31,59,False
2010-08-01,41,False
2010-08-02,79,False
2010-08-03,77,False
2010-08-04,80,False
2010-08-05,100,False
2010-08-06,92,False
2010-08-07,41,False
2010-08-08,51,False
2010-08-09,70,False
2010-08-10,68,False
2010-08-11,96,False
2010-08-12,84,False
2010-08-13,78,False
2010-08-14,49,False
2010-08-15,50,False
2010-08-16,64,False
2010-08-17,78,False
2010-08-18,75,False
2010-08-19,75,False
2010-08-20,65,False
2010-08-21,46,False
2010-08-22,54,False
2010-08-23,57,False
2010-08-24,68,False
2010-08-25,82,False
2010-08-26,63,False
2010-08-27,69,False
2010-08-28,33,False
2010-08-29,45,False
2010-08-30,77,False
2010-08-31,72,False
2010-09-01,77,False
2010-09-02,87,False
2010-09-03,69,False
2010-09-04,34,False
2010-09-05,40,False
2010-09-06,50,False
2010-09-07,86,False
2010-09-08,85,False
2010-09-09,67,False
2010-09-10,72,False
2010-09-11,44,False
2010-09-12,39,False
2010-09-13,74,False
2010-09-14,74,False
2010-09-15,64,False
2010-09-16,80,False
2010-09-17,85,False
2010-09-18,51,False
2010-09-19,40,False
2010-09-20,67,False
2010-09-21,81,False
2010-09-22,77,False
2010-09-23,76,False
2010-09-24,76,False
2010-09-25,53,False
2010-09-26,45,False
2010-09-27,72,False
2010-09-28,71,False
2010-09-29,71,False
2010-09-30,63,False
2010-10-01,75,False
2010-10-02,49,False
2010-10-03,54,False
2010-10-04,80,False
2010-10-05,88,False
2010-10-06,79,False
2010-10-07,59,False
2010-10-08,75,False
2010-10-09,52,False
2010-10-10,39,False
2010-10-11,58,False
2010-10-12,61,False
2010-10-13,65,False
2010-10-14,64,False
2010-10-15,70,False
2010-10-16,43,False
2010-10-17,39,False
2010-10-18,80,False
2010-10-19,70,False
2010-10-20,63,False
2010-10-21,75,False
2010-10-22,80,False
2010-10-23,40,False
2010-10-24,50,False
2010-10-25,84,False
2010-10-26,81,False
2010-10-27,69,False
2010-10-28,56,False
2010-10-29,69,False
2010-10-30,46,False
2010-10-31,41,False
2010-11-01,83,False
2010-11-02,77,False
2010-11-03,73,False
2010-11-04,61,False
2010-11-05,74,False
2010-11-06,47,False
2010-11-07,40,False
2010-11-08,63,False
2010-11-09,74,False
2010-11-10,60,False
2010-11-11,64,False
2010-11-12,58,False
2010-11-13,38,False
2010-11-14,43,False
2010-11-15,79,False
2010-11-16,67,False
2010-11-17,68,False
2010-11-18,67,False
2010-11-19,62,False
2010-11-20,45,False
2010-11-21,35,False
2010-11-22,62,False
2010-11-23,59,False
2010-11-24,59,False
2010-11-25,46,False
2010-11-26,57,False
2010-11-27,52,False
2010-11-28,50,False
2010-11-29,70,False
2010-11-30,78,False
2010-12-01,79,False
2010-12-02,67,False
2010-12-03,73,False
2010-12-04,59,False
2010-12-05,45,False
2010-12-06,82,False
2010-12-07,56,False
2010-12-08,71,False
2010-12-09,70,False
2010-12-10,69,False
2010-12-11,62,False
2010-12-12,44,False
2010-12-13,63,False
2010-12-14,62,False
2010-12-15,67,False
2010-12-16,85,False
2010-12-17,78,False
2010-12-18,56,False
2010-12-19,38,False
2010-12-20,72,False
2010-12-21,68,False
2010-12-22,62,False
2010-12-23,58,False
2010-12-24,32,False
2010-12-25,40,False
2010-12-26,43,False
2010-12-27,76,False
2010-12-28,64,False
2010-12-29,80,False
2010-12-30,67,False
2010-12-31,57,False
2011-01-01,13,False
2011-01-02,14,False
2011-01-03,28,False
2011-01-04,26,False
2011-01-05,28,False
2011-01-06,27,False
2011-01-07,26,False
2011-01-08,19,False
2011-01-09,14,False
2011-01-10,21,False
2011-01-11,20,False
2011-01-12,21,False
2011-01-13,26,False
2011-01-14,24,False
2011-01-15,21,False
2011-01-16,12,False
2011-01-17,17,False
2011-01-18,19,False
2011-01-19,25,False
2011-01-20,23,False
2011-01-21,24,False
2011-01-22,18,False
2011-01-23,14,False
2011-01-24,21,False
2011-01-25,22,False
2011-01-26,20,False
2011-01-27,24,False
2011-01-28,26,False
2011-01-29,13,False
2011-01-30,17,False
2011-01-31,23,False
2011-02-01,29,False
2011-02-02,100,False
2011-02-03,44,False
2011-02-04,32,False
2011-02-05,17,False
2011-02-06,15,False
2011-02-07,24,False
2011-02-08,21,False
2011-02-09,21,False
2011-02-10,21,False
2011-02-11,22,False
2011-02-12,17,False
2011-02-13,14,False
2011-02-14,22,False
2011-02-15,24,False
2011-02-16,21,False
2011-02-17,24,False
2011-02-18,21,False
2011-02-19,14,False
2011-02-20,13,False
2011-02-21,20,False
2011-02-22,23,False
2011-02-23,25,False
2011-02-24,25,False
2011-02-25,29,False
2011-02-26,13,False
2011-02-27,11,False
2011-02-28,26,False
2011-03-01,26,False
2011-03-02,27,False
2011-03-03,23,False
2011-03-04,23,False
2011-03-05,15,False
2011-03-06,16,False
2011-03-07,22,False
2011-03-08,22,False
2011-03-09,23,False
2011-03-10,23,False
2011-03-11,25,False
2011-03-12,13,False
2011-03-13,9,False
2011-03-14,24,False
2011-03-15,23,False
2011-03-16,24,False
2011-03-17,22,False
2011-03-18,21,False
2011-03-19,14,False
2011-03-20,12,False
2011-03-21,24,False
2011-03-22,23,False
2011-03-23,23,False
2011-03-24,25,False
2011-03-25,22,False
2011-03-26,13,False
2011-03-27,16,False
2011-03-28,24,False
2011-03-29,20,False
2011-03-30,22,False
2011-03-31,21,False
2011-04-01,20,False
2011-04-02,15,False
2011-04-03,15,False
2011-04-04,24,False
2011-04-05,25,False
2011-04-06,18,False
2011-04-07,22,False
2011-04-08,24,False
2011-04-09,15,False
2011-04-10,13,False
2011-04-11,25,False
2011-04-12,22,False
2011-04-13,22,False
2011-04-14,19,False
2011-04-15,23,False
2011-04-16,18,False
2011-04-17,15,False
2011-04-18,18,False
2011-04-19,22,False
2011-04-20,25,False
2011-04-21,20,False
2011-04-22,18,False
2011-04-23,14,False
2011-04-24,16,False
2011-04-25,22,False
2011-04-26,20,False
2011-04-27,21,False
2011-04-28,29,False
2011-04-29,19,False
2011-04-30,15,False
2011-05-01,12,False
2011-05-02,18,False
2011-05-03,25,False
2011-05-04,21,False
2011-05-05,18,False
2011-05-06,19,False
2011-05-07,13,False
2011-05-08,13,False
2011-05-09,19,False
2011-05-10,17,False
2011-05-11,27,False
2011-05-12,24,False
2011-05-13,25,False
2011-05-14,17,False
2011-05-15,13,False
2011-05-16,25,False
2011-05-17,23,False
2011-05-18,22,False
2011-05-19,19,False
2011-05-20,23,False
2011-05-21,16,False
2011-05-22,13,False
2011-05-23,28,False
2011-05-24,26,False
2011-05-25,20,False
2011-05-26,21,False
2011-05-27,21,False
2011-05-28,12,False
2011-05-29,14,False
2011-05-30,17,False
2011-05-31,27,False
2011-06-01,26,False
2011-06-02,21,False
2011-06-03,23,False
2011-06-04,13,False
2011-06-05,18,False
2011-06-06,23,False
2011-06-07,26,False
2011-06-08,22,False
2011-06-09,22,False
2011-06-10,28,False
2011-06-11,14,False
2011-06-12,11,False
2011-06-13,26,False
2011-06-14,26,False
2011-06-15,22,False
2011-06-16,22,False
2011-06-17,21,False
2011-06-18,15,False
2011-06-19,10,False
2011-06-20,26,False
2011-06-21,29,False
2011-06-22,26,False
2011-06-23,22,False
