date,ADBE,isPartial
2008-06-07,0,False
2008-06-08,51,False
2008-06-09,52,False
2008-06-10,71,False
2008-06-11,48,False
2008-06-12,50,False
2008-06-13,59,False
2008-06-14,0,False
2008-06-15,0,False
2008-06-16,67,False
2008-06-17,73,False
2008-06-18,82,False
2008-06-19,46,False
2008-06-20,53,False
2008-06-21,65,False
2008-06-22,0,False
2008-06-23,0,False
2008-06-24,56,False
2008-06-25,62,False
2008-06-26,37,False
2008-06-27,61,False
2008-06-28,54,False
2008-06-29,0,False
2008-06-30,48,False
2008-07-01,54,False
2008-07-02,65,False
2008-07-03,66,False
2008-07-04,49,False
2008-07-05,0,False
2008-07-06,0,False
2008-07-07,51,False
2008-07-08,0,False
2008-07-09,0,False
2008-07-10,67,False
2008-07-11,44,False
2008-07-12,80,False
2008-07-13,100,False
2008-07-14,52,False
2008-07-15,41,False
2008-07-16,57,False
2008-07-17,0,False
2008-07-18,51,False
2008-07-19,0,False
2008-07-20,81,False
2008-07-21,43,False
2008-07-22,64,False
2008-07-23,66,False
2008-07-24,65,False
2008-07-25,52,False
2008-07-26,0,False
2008-07-27,0,False
2008-07-28,0,False
2008-07-29,86,False
2008-07-30,37,False
2008-07-31,53,False
2008-08-01,0,False
2008-08-02,0,False
2008-08-03,0,False
2008-08-04,39,False
2008-08-05,65,False
2008-08-06,64,False
2008-08-07,46,False
2008-08-08,63,False
2008-08-09,0,False
2008-08-10,0,False
2008-08-11,57,False
2008-08-12,78,False
2008-08-13,0,False
2008-08-14,45,False
2008-08-15,66,False
2008-08-16,62,False
2008-08-17,56,False
2008-08-18,63,False
2008-08-19,69,False
2008-08-20,45,False
2008-08-21,88,False
2008-08-22,42,False
2008-08-23,0,False
2008-08-24,71,False
2008-08-25,39,False
2008-08-26,43,False
2008-08-27,0,False
2008-08-28,69,False
2008-08-29,70,False
2008-08-30,0,False
2008-08-31,0,False
2008-09-01,80,False
2008-09-02,42,False
2008-09-03,61,False
2008-09-04,0,False
2008-09-05,68,False
2008-09-06,0,False
2008-09-07,0,False
2008-09-08,50,False
2008-09-09,45,False
2008-09-10,48,False
2008-09-11,42,False
2008-09-12,43,False
2008-09-13,49,False
2008-09-14,49,False
2008-09-15,38,False
2008-09-16,60,False
2008-09-17,77,False
2008-09-18,43,False
2008-09-19,50,False
2008-09-20,0,False
2008-09-21,0,False
2008-09-22,81,False
2008-09-23,58,False
2008-09-24,59,False
2008-09-25,43,False
2008-09-26,71,False
2008-09-27,72,False
2008-09-28,0,False
2008-09-29,64,False
2008-09-30,73,False
2008-10-01,38,False
2008-10-02,65,False
2008-10-03,55,False
2008-10-04,0,False
2008-10-05,58,False
2008-10-06,56,False
2008-10-07,55,False
2008-10-08,61,False
2008-10-09,52,False
2008-10-10,71,False
2008-10-11,52,False
2008-10-12,0,False
2008-10-13,43,False
2008-10-14,61,False
2008-10-15,63,False
2008-10-16,38,False
2008-10-17,58,False
2008-10-18,66,False
2008-10-19,63,False
2008-10-20,58,False
2008-10-21,46,False
2008-10-22,86,False
2008-10-23,59,False
2008-10-24,64,False
2008-10-25,92,False
2008-10-26,64,False
2008-10-27,62,False
2008-10-28,39,False
2008-10-29,58,False
2008-10-30,84,False
2008-10-31,53,False
2008-11-01,0,False
2008-11-02,51,False
2008-11-03,59,False
2008-11-04,48,False
2008-11-05,89,False
2008-11-06,64,False
2008-11-07,58,False
2008-11-08,48,False
2008-11-09,81,False
2008-11-10,59,False
2008-11-11,66,False
2008-11-12,76,False
2008-11-13,70,False
2008-11-14,49,False
2008-11-15,70,False
2008-11-16,77,False
2008-11-17,67,False
2008-11-18,45,False
2008-11-19,33,False
2008-11-20,45,False
2008-11-21,64,False
2008-11-22,0,False
2008-11-23,44,False
2008-11-24,73,False
2008-11-25,43,False
2008-11-26,50,False
2008-11-27,53,False
2008-11-28,62,False
2008-11-29,47,False
2008-11-30,0,False
2008-12-01,66,False
2008-12-02,55,False
2008-12-03,68,False
2008-12-04,58,False
2008-12-05,61,False
2008-12-06,70,False
2008-12-07,0,False
2008-12-08,66,False
2008-12-09,36,False
2008-12-10,56,False
2008-12-11,45,False
2008-12-12,53,False
2008-12-13,0,False
2008-12-14,0,False
2008-12-15,37,False
2008-12-16,61,False
2008-12-17,61,False
2008-12-18,45,False
2008-12-19,0,False
2008-12-20,54,False
2008-12-21,0,False
2008-12-22,50,False
2008-12-23,50,False
2008-12-24,57,False
2008-12-25,0,False
2008-12-26,0,False
2008-12-27,50,False
2008-12-28,0,False
2008-12-29,39,False
2008-12-30,0,False
2008-12-31,0,False
2009-01-01,0,False
2009-01-02,0,False
2009-01-03,78,False
2009-01-04,0,False
2009-01-05,95,False
2009-01-06,85,False
2009-01-07,52,False
2009-01-08,83,False
2009-01-09,0,False
2009-01-10,54,False
2009-01-11,70,False
2009-01-12,0,False
2009-01-13,74,False
2009-01-14,51,False
2009-01-15,87,False
2009-01-16,52,False
2009-01-17,0,False
2009-01-18,0,False
2009-01-19,64,False
2009-01-20,60,False
2009-01-21,69,False
2009-01-22,65,False
2009-01-23,45,False
2009-01-24,56,False
2009-01-25,0,False
2009-01-26,48,False
2009-01-27,96,False
2009-01-28,61,False
2009-01-29,55,False
2009-01-30,55,False
2009-01-31,0,False
2009-02-01,75,False
2009-02-02,58,False
2009-02-03,51,False
2009-02-04,40,False
2009-02-05,66,False
2009-02-06,53,False
2009-02-07,58,False
2009-02-08,66,False
2009-02-09,37,False
2009-02-10,61,False
2009-02-11,68,False
2009-02-12,55,False
2009-02-13,74,False
2009-02-14,0,False
2009-02-15,0,False
2009-02-16,61,False
2009-02-17,56,False
2009-02-18,49,False
2009-02-19,40,False
2009-02-20,62,False
2009-02-21,0,False
2009-02-22,0,False
2009-02-23,43,False
2009-02-24,44,False
2009-02-25,66,False
2009-02-26,86,False
2009-02-27,49,False
2009-02-28,0,False
2009-03-01,0,False
2009-03-02,51,False
2009-03-03,49,False
2009-03-04,45,False
2009-03-05,66,False
2009-03-06,39,False
2009-03-07,98,False
2009-03-08,64,False
2009-03-09,86,False
2009-03-10,67,False
2009-03-11,60,False
2009-03-12,64,False
2009-03-13,79,False
2009-03-14,51,False
2009-03-15,0,False
2009-03-16,64,False
2009-03-17,51,False
2009-03-18,39,False
2009-03-19,57,False
2009-03-20,71,False
2009-03-21,0,False
2009-03-22,0,False
2009-03-23,69,False
2009-03-24,59,False
2009-03-25,0,False
2009-03-26,54,False
2009-03-27,56,False
2009-03-28,63,False
2009-03-29,46,False
2009-03-30,38,False
2009-03-31,55,False
2009-04-01,69,False
2009-04-02,50,False
2009-04-03,58,False
2009-04-04,64,False
2009-04-05,0,False
2009-04-06,61,False
2009-04-07,61,False
2009-04-08,59,False
2009-04-09,66,False
2009-04-10,100,False
2009-04-11,61,False
2009-04-12,71,False
2009-04-13,73,False
2009-04-14,68,False
2009-04-15,0,False
2009-04-16,64,False
2009-04-17,0,False
2009-04-18,0,False
2009-04-19,0,False
2009-04-20,58,False
2009-04-21,52,False
2009-04-22,53,False
2009-04-23,49,False
2009-04-24,44,False
2009-04-25,55,False
2009-04-26,55,False
2009-04-27,55,False
2009-04-28,70,False
2009-04-29,0,False
2009-04-30,47,False
2009-05-01,58,False
2009-05-02,0,False
2009-05-03,0,False
2009-05-04,60,False
2009-05-05,50,False
2009-05-06,39,False
2009-05-07,44,False
2009-05-08,64,False
2009-05-09,0,False
2009-05-10,0,False
2009-05-11,45,False
2009-05-12,50,False
2009-05-13,57,False
2009-05-14,41,False
2009-05-15,43,False
2009-05-16,0,False
2009-05-17,53,False
2009-05-18,84,False
2009-05-19,37,False
2009-05-20,57,False
2009-05-21,42,False
2009-05-22,52,False
2009-05-23,0,False
2009-05-24,0,False
2009-05-25,45,False
2009-05-26,41,False
2009-05-27,37,False
2009-05-28,41,False
2009-05-29,0,False
2009-05-30,57,False
2009-05-31,0,False
2009-06-01,76,False
2009-06-02,78,False
2009-06-03,54,False
2009-06-04,58,False
2009-06-05,44,False
2009-06-06,55,False
2009-06-07,0,False
2009-06-08,53,False
2009-06-09,46,False
2009-06-10,40,False
2009-06-11,44,False
2009-06-12,45,False
2009-06-13,50,False
2009-06-14,0,False
2009-06-15,57,False
2009-06-16,59,False
2009-06-17,78,False
2009-06-18,59,False
2009-06-19,0,False
2009-06-20,0,False
2009-06-21,0,False
2009-06-22,43,False
2009-06-23,48,False
2009-06-24,39,False
2009-06-25,52,False
2009-06-26,39,False
2009-06-27,0,False
2009-06-28,0,False
2009-06-29,0,False
2009-06-30,50,False
2009-07-01,74,False
2009-07-02,48,False
2009-07-03,0,False
2009-07-04,0,False
2009-07-05,0,False
2009-07-06,41,False
2009-07-07,49,False
2009-07-08,43,False
2009-07-09,0,False
2009-07-10,66,False
2009-07-11,51,False
2009-07-12,0,False
2009-07-13,91,False
2009-07-14,0,False
2009-07-15,53,False
2009-07-16,60,False
2009-07-17,52,False
2009-07-18,0,False
2009-07-19,0,False
2009-07-20,35,False
2009-07-21,0,False
2009-07-22,38,False
2009-07-23,41,False
2009-07-24,66,False
2009-07-25,0,False
2009-07-26,0,False
2009-07-27,0,False
2009-07-28,77,False
2009-07-29,45,False
2009-07-30,55,False
2009-07-31,51,False
2009-08-01,0,False
2009-08-02,49,False
2009-08-03,61,False
2009-08-04,53,False
2009-08-05,48,False
2009-08-06,50,False
2009-08-07,0,False
2009-08-08,0,False
2009-08-09,0,False
2009-08-10,43,False
2009-08-11,38,False
2009-08-12,46,False
2009-08-13,36,False
2009-08-14,37,False
2009-08-15,0,False
2009-08-16,55,False
2009-08-17,42,False
2009-08-18,32,False
2009-08-19,0,False
2009-08-20,54,False
2009-08-21,0,False
2009-08-22,0,False
2009-08-23,0,False
2009-08-24,45,False
2009-08-25,50,False
2009-08-26,53,False
2009-08-27,0,False
2009-08-28,40,False
2009-08-29,74,False
2009-08-30,47,False
2009-08-31,36,False
2009-09-01,51,False
2009-09-02,0,False
2009-09-03,43,False
2009-09-04,55,False
2009-09-05,44,False
2009-09-06,49,False
2009-09-07,35,False
2009-09-08,46,False
2009-09-09,38,False
2009-09-10,37,False
2009-09-11,100,False
2009-09-12,44,False
2009-09-13,0,False
2009-09-14,55,False
2009-09-15,53,False
2009-09-16,76,False
2009-09-17,51,False
2009-09-18,41,False
2009-09-19,41,False
2009-09-20,0,False
2009-09-21,0,False
2009-09-22,0,False
2009-09-23,34,False
2009-09-24,0,False
2009-09-25,44,False
2009-09-26,42,False
2009-09-27,52,False
2009-09-28,39,False
2009-09-29,34,False
2009-09-30,41,False
2009-10-01,0,False
2009-10-02,43,False
2009-10-03,0,False
2009-10-04,0,False
2009-10-05,36,False
2009-10-06,53,False
2009-10-07,0,False
2009-10-08,38,False
2009-10-09,39,False
2009-10-10,40,False
2009-10-11,41,False
2009-10-12,76,False
2009-10-13,49,False
2009-10-14,59,False
2009-10-15,62,False
2009-10-16,34,False
2009-10-17,0,False
2009-10-18,55,False
2009-10-19,36,False
2009-10-20,63,False
2009-10-21,46,False
2009-10-22,70,False
2009-10-23,76,False
2009-10-24,46,False
2009-10-25,0,False
2009-10-26,45,False
2009-10-27,39,False
2009-10-28,69,False
2009-10-29,46,False
2009-10-30,47,False
2009-10-31,39,False
2009-11-01,53,False
2009-11-02,33,False
2009-11-03,55,False
2009-11-04,40,False
2009-11-05,48,False
2009-11-06,43,False
2009-11-07,46,False
2009-11-08,0,False
2009-11-09,63,False
2009-11-10,51,False
2009-11-11,76,False
2009-11-12,60,False
2009-11-13,45,False
2009-11-14,62,False
2009-11-15,0,False
2009-11-16,39,False
2009-11-17,45,False
2009-11-18,59,False
2009-11-19,67,False
2009-11-20,41,False
2009-11-21,0,False
2009-11-22,0,False
2009-11-23,40,False
2009-11-24,34,False
2009-11-25,59,False
2009-11-26,38,False
2009-11-27,40,False
2009-11-28,52,False
2009-11-29,0,False
2009-11-30,29,False
2009-12-01,58,False
2009-12-02,52,False
2009-12-03,37,False
2009-12-04,0,False
2009-12-05,0,False
2009-12-06,37,False
2009-12-07,46,False
2009-12-08,65,False
2009-12-09,79,False
2009-12-10,0,False
2009-12-11,45,False
2009-12-12,39,False
2009-12-13,51,False
2009-12-14,52,False
2009-12-15,64,False
2009-12-16,66,False
2009-12-17,64,False
2009-12-18,57,False
2009-12-19,0,False
2009-12-20,0,False
2009-12-21,58,False
2009-12-22,38,False
2009-12-23,39,False
2009-12-24,40,False
2009-12-25,61,False
2009-12-26,50,False
2009-12-27,0,False
2009-12-28,0,False
2009-12-29,36,False
2009-12-30,41,False
2009-12-31,53,False
2010-01-01,0,False
2010-01-02,0,False
2010-01-03,45,False
2010-01-04,55,False
2010-01-05,35,False
2010-01-06,71,False
2010-01-07,86,False
2010-01-08,51,False
2010-01-09,70,False
2010-01-10,58,False
2010-01-11,47,False
2010-01-12,50,False
2010-01-13,61,False
2010-01-14,67,False
2010-01-15,72,False
2010-01-16,47,False
2010-01-17,45,False
2010-01-18,49,False
2010-01-19,61,False
2010-01-20,50,False
2010-01-21,55,False
2010-01-22,67,False
2010-01-23,66,False
2010-01-24,71,False
2010-01-25,59,False
2010-01-26,76,False
2010-01-27,64,False
2010-01-28,76,False
2010-01-29,61,False
2010-01-30,78,False
2010-01-31,0,False
2010-02-01,79,False
2010-02-02,48,False
2010-02-03,56,False
2010-02-04,37,False
2010-02-05,40,False
2010-02-06,46,False
2010-02-07,51,False
2010-02-08,37,False
2010-02-09,45,False
2010-02-10,51,False
2010-02-11,58,False
2010-02-12,64,False
2010-02-13,0,False
2010-02-14,0,False
2010-02-15,41,False
2010-02-16,74,False
2010-02-17,75,False
2010-02-18,76,False
2010-02-19,94,False
2010-02-20,58,False
2010-02-21,51,False
2010-02-22,66,False
2010-02-23,48,False
2010-02-24,60,False
2010-02-25,65,False
2010-02-26,95,False
2010-02-27,55,False
2010-02-28,38,False
2010-03-01,64,False
2010-03-02,32,False
2010-03-03,46,False
2010-03-04,47,False
2010-03-05,44,False
2010-03-06,55,False
2010-03-07,0,False
2010-03-08,65,False
2010-03-09,70,False
2010-03-10,53,False
2010-03-11,37,False
2010-03-12,73,False
2010-03-13,41,False
2010-03-14,61,False
2010-03-15,49,False
2010-03-16,33,False
2010-03-17,53,False
2010-03-18,56,False
2010-03-19,48,False
2010-03-20,67,False
2010-03-21,58,False
2010-03-22,37,False
2010-03-23,73,False
2010-03-24,83,False
2010-03-25,58,False
2010-03-26,52,False
2010-03-27,57,False
2010-03-28,43,False
2010-03-29,46,False
2010-03-30,51,False
2010-03-31,47,False
2010-04-01,90,False
2010-04-02,43,False
2010-04-03,0,False
2010-04-04,0,False
2010-04-05,81,False
2010-04-06,42,False
2010-04-07,53,False
2010-04-08,94,False
2010-04-09,86,False
2010-04-10,42,False
2010-04-11,0,False
2010-04-12,69,False
2010-04-13,67,False
2010-04-14,99,False
2010-04-15,48,False
2010-04-16,57,False
2010-04-17,43,False
2010-04-18,65,False
2010-04-19,87,False
2010-04-20,61,False
2010-04-21,76,False
2010-04-22,58,False
2010-04-23,46,False
2010-04-24,49,False
2010-04-25,0,False
2010-04-26,59,False
2010-04-27,43,False
2010-04-28,77,False
2010-04-29,72,False
2010-04-30,65,False
2010-05-01,55,False
2010-05-02,60,False
2010-05-03,42,False
2010-05-04,39,False
2010-05-05,45,False
2010-05-06,72,False
2010-05-07,63,False
2010-05-08,58,False
2010-05-09,0,False
2010-05-10,36,False
2010-05-11,64,False
2010-05-12,58,False
2010-05-13,35,False
2010-05-14,84,False
2010-05-15,63,False
2010-05-16,54,False
2010-05-17,54,False
2010-05-18,0,False
2010-05-19,47,False
2010-05-20,58,False
2010-05-21,82,False
2010-05-22,0,False
2010-05-23,47,False
2010-05-24,51,False
2010-05-25,61,False
2010-05-26,70,False
2010-05-27,84,False
2010-05-28,57,False
2010-05-29,0,False
2010-05-30,0,False
2010-05-31,33,False
2010-06-01,57,False
2010-06-02,73,False
2010-06-03,57,False
2010-06-04,47,False
2010-06-05,0,False
2010-06-06,0,False
2010-06-07,46,False
2010-06-08,39,False
2010-06-09,59,False
2010-06-10,54,False
2010-06-11,75,False
2010-06-12,74,False
2010-06-13,53,False
2010-06-14,49,False
2010-06-15,34,False
2010-06-16,73,False
2010-06-17,45,False
2010-06-18,46,False
2010-06-19,51,False
2010-06-20,0,False
2010-06-21,42,False
2010-06-22,100,False
2010-06-23,86,False
2010-06-24,89,False
2010-06-25,61,False
2010-06-26,77,False
2010-06-27,59,False
2010-06-28,46,False
2010-06-29,50,False
2010-06-30,57,False
2010-07-01,32,False
2010-07-02,50,False
2010-07-03,23,False
2010-07-04,0,False
2010-07-05,28,False
2010-07-06,29,False
2010-07-07,30,False
2010-07-08,29,False
2010-07-09,38,False
2010-07-10,0,False
2010-07-11,0,False
2010-07-12,21,False
2010-07-13,45,False
2010-07-14,30,False
2010-07-15,23,False
2010-07-16,21,False
2010-07-17,0,False
2010-07-18,0,False
2010-07-19,30,False
2010-07-20,20,False
2010-07-21,29,False
2010-07-22,35,False
2010-07-23,23,False
2010-07-24,21,False
2010-07-25,25,False
2010-07-26,18,False
2010-07-27,22,False
2010-07-28,26,False
2010-07-29,32,False
2010-07-30,31,False
2010-07-31,0,False
2010-08-01,24,False
2010-08-02,24,False
2010-08-03,23,False
2010-08-04,26,False
2010-08-05,25,False
2010-08-06,29,False
2010-08-07,25,False
2010-08-08,38,False
2010-08-09,26,False
2010-08-10,32,False
2010-08-11,24,False
2010-08-12,18,False
2010-08-13,28,False
2010-08-14,0,False
2010-08-15,30,False
2010-08-16,18,False
2010-08-17,29,False
2010-08-18,22,False
2010-08-19,25,False
2010-08-20,24,False
2010-08-21,0,False
2010-08-22,0,False
2010-08-23,29,False
2010-08-24,31,False
2010-08-25,20,False
2010-08-26,27,False
2010-08-27,18,False
2010-08-28,23,False
2010-08-29,0,False
2010-08-30,19,False
2010-08-31,24,False
2010-09-01,24,False
2010-09-02,25,False
2010-09-03,0,False
2010-09-04,0,False
2010-09-05,0,False
2010-09-06,0,False
2010-09-07,23,False
2010-09-08,22,False
2010-09-09,44,False
2010-09-10,32,False
2010-09-11,21,False
2010-09-12,19,False
2010-09-13,26,False
2010-09-14,39,False
2010-09-15,36,False
2010-09-16,39,False
2010-09-17,16,False
2010-09-18,18,False
2010-09-19,28,False
2010-09-20,28,False
2010-09-21,48,False
2010-09-22,100,False
2010-09-23,61,False
2010-09-24,41,False
2010-09-25,32,False
2010-09-26,19,False
2010-09-27,42,False
2010-09-28,30,False
2010-09-29,31,False
2010-09-30,28,False
2010-10-01,20,False
2010-10-02,29,False
2010-10-03,22,False
2010-10-04,33,False
2010-10-05,44,False
2010-10-06,42,False
2010-10-07,87,False
2010-10-08,92,False
2010-10-09,31,False
2010-10-10,23,False
2010-10-11,33,False
2010-10-12,30,False
2010-10-13,47,False
2010-10-14,32,False
2010-10-15,34,False
2010-10-16,19,False
2010-10-17,25,False
2010-10-18,27,False
2010-10-19,27,False
2010-10-20,22,False
2010-10-21,38,False
2010-10-22,28,False
2010-10-23,0,False
2010-10-24,25,False
2010-10-25,26,False
2010-10-26,31,False
2010-10-27,35,False
2010-10-28,37,False
2010-10-29,27,False
2010-10-30,25,False
2010-10-31,19,False
2010-11-01,39,False
2010-11-02,21,False
2010-11-03,13,False
2010-11-04,23,False
2010-11-05,34,False
2010-11-06,22,False
2010-11-07,0,False
2010-11-08,30,False
2010-11-09,29,False
2010-11-10,31,False
2010-11-11,27,False
2010-11-12,19,False
2010-11-13,32,False
2010-11-14,28,False
2010-11-15,22,False
2010-11-16,17,False
2010-11-17,28,False
2010-11-18,24,False
2010-11-19,23,False
2010-11-20,26,False
2010-11-21,18,False
2010-11-22,28,False
2010-11-23,21,False
2010-11-24,25,False
2010-11-25,0,False
2010-11-26,22,False
2010-11-27,0,False
2010-11-28,0,False
2010-11-29,21,False
2010-11-30,21,False
2010-12-01,21,False
2010-12-02,23,False
2010-12-03,23,False
2010-12-04,22,False
2010-12-05,0,False
2010-12-06,22,False
2010-12-07,25,False
2010-12-08,22,False
2010-12-09,21,False
2010-12-10,22,False
2010-12-11,19,False
2010-12-12,0,False
2010-12-13,18,False
2010-12-14,21,False
2010-12-15,20,False
2010-12-16,18,False
2010-12-17,26,False
2010-12-18,21,False
2010-12-19,0,False
2010-12-20,32,False
2010-12-21,73,False
2010-12-22,36,False
2010-12-23,30,False
2010-12-24,25,False
2010-12-25,0,False
2010-12-26,28,False
2010-12-27,28,False
2010-12-28,0,False
2010-12-29,25,False
2010-12-30,0,False
2010-12-31,0,False
2011-01-01,0,False
2011-01-02,42,False
2011-01-03,85,False
2011-01-04,66,False
2011-01-05,61,False
2011-01-06,50,False
2011-01-07,58,False
2011-01-08,0,False
2011-01-09,0,False
2011-01-10,47,False
2011-01-11,60,False
2011-01-12,75,False
2011-01-13,40,False
2011-01-14,82,False
2011-01-15,62,False
2011-01-16,54,False
2011-01-17,38,False
2011-01-18,56,False
2011-01-19,51,False
2011-01-20,58,False
2011-01-21,76,False
2011-01-22,39,False
2011-01-23,0,False
2011-01-24,43,False
2011-01-25,56,False
2011-01-26,69,False
2011-01-27,64,False
2011-01-28,55,False
2011-01-29,50,False
2011-01-30,53,False
2011-01-31,63,False
2011-02-01,64,False
2011-02-02,40,False
2011-02-03,39,False
2011-02-04,54,False
2011-02-05,59,False
2011-02-06,59,False
2011-02-07,54,False
2011-02-08,73,False
2011-02-09,65,False
2011-02-10,70,False
2011-02-11,68,False
2011-02-12,66,False
2011-02-13,38,False
2011-02-14,84,False
2011-02-15,55,False
2011-02-16,100,False
2011-02-17,75,False
2011-02-18,70,False
2011-02-19,48,False
2011-02-20,52,False
2011-02-21,54,False
2011-02-22,64,False
2011-02-23,51,False
2011-02-24,52,False
2011-02-25,45,False
2011-02-26,46,False
2011-02-27,71,False
2011-02-28,54,False
2011-03-01,49,False
2011-03-02,55,False
2011-03-03,71,False
2011-03-04,54,False
2011-03-05,0,False
2011-03-06,35,False
2011-03-07,54,False
2011-03-08,61,False
2011-03-09,57,False
2011-03-10,53,False
2011-03-11,38,False
2011-03-12,43,False
2011-03-13,43,False
2011-03-14,52,False
2011-03-15,53,False
2011-03-16,43,False
2011-03-17,51,False
2011-03-18,0,False
2011-03-19,50,False
2011-03-20,47,False
2011-03-21,46,False
2011-03-22,69,False
2011-03-23,76,False
2011-03-24,61,False
2011-03-25,62,False
2011-03-26,0,False
2011-03-27,37,False
2011-03-28,35,False
2011-03-29,59,False
2011-03-30,57,False
2011-03-31,47,False
2011-04-01,58,False
2011-04-02,37,False
2011-04-03,58,False
2011-04-04,46,False
2011-04-05,34,False
2011-04-06,49,False
2011-04-07,66,False
2011-04-08,36,False
2011-04-09,35,False
2011-04-10,0,False
2011-04-11,74,False
2011-04-12,37,False
2011-04-13,72,False
2011-04-14,46,False
2011-04-15,55,False
2011-04-16,51,False
2011-04-17,41,False
2011-04-18,55,False
2011-04-19,42,False
2011-04-20,34,False
2011-04-21,65,False
2011-04-22,52,False
2011-04-23,57,False
2011-04-24,0,False
2011-04-25,47,False
2011-04-26,55,False
2011-04-27,53,False
2011-04-28,40,False
2011-04-29,41,False
2011-04-30,36,False
2011-05-01,0,False
2011-05-02,38,False
2011-05-03,36,False
2011-05-04,27,False
2011-05-05,33,False
2011-05-06,33,False
2011-05-07,0,False
2011-05-08,41,False
2011-05-09,41,False
2011-05-10,64,False
2011-05-11,26,False
2011-05-12,58,False
2011-05-13,86,False
2011-05-14,44,False
2011-05-15,47,False
2011-05-16,56,False
2011-05-17,68,False
2011-05-18,50,False
2011-05-19,49,False
2011-05-20,49,False
2011-05-21,52,False
2011-05-22,0,False
2011-05-23,33,False
2011-05-24,46,False
2011-05-25,56,False
2011-05-26,33,False
2011-05-27,63,False
2011-05-28,0,False
2011-05-29,0,False
2011-05-30,40,False
2011-05-31,50,False
2011-06-01,0,False
2011-06-02,63,False
2011-06-03,0,False
2011-06-04,51,False
2011-06-05,52,False
2011-06-06,36,False
2011-06-07,37,False
2011-06-08,39,False
2011-06-09,46,False
2011-06-10,35,False
2011-06-11,47,False
2011-06-12,52,False
2011-06-13,46,False
2011-06-14,58,False
2011-06-15,41,False
2011-06-16,46,False
2011-06-17,57,False
2011-06-18,0,False
2011-06-19,0,False
2011-06-20,49,False
2011-06-21,81,False
2011-06-22,55,False
2011-06-23,53,False
